Customer,P.O. Nbr,SO Nbr,S.O. Date,Invoices,Order Status,Order Line/Status
,,,,,,2 - Deleted
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
119350 - IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT,,SC4534,8/31/2016,SC4534,Closed,1 - Closed
2511 - DEPT. OF PUBLIC DEFENSE,,SC4535,8/31/2016,SC4535,Closed,1 - Closed
4925 - CRAYONS 2 PENCILS PRESCHOOL,,7632,9/1/2016,7632,Closed,1 - Closed
4926 - VILLAGGIO,,7633,9/1/2016,7633,Closed,1 - Closed
70700 - MARRIOTT,,SC4536,9/1/2016,SC4536,Closed,1 - Closed
18600 - CAT SCALE,,7634,9/2/2016,7634,Closed,1 - Closed
4107 - FURNITURE SOURCE,,7635,9/2/2016,7635,Closed,1 - Closed
4727 - WESTMARK INVESTMENTS,,7636,9/2/2016,7636,Closed,1 - Closed
3115 - HY-VEE FOOD STORES,,SC4537,9/6/2016,SC4537,Closed,1 - Closed
18600 - CAT SCALE,,7637,9/7/2016,7637,Closed,1 - Closed
4437 - THE GALLERY,,7638,9/7/2016,7638,Closed,1 - Closed
3353 - BUZZARD BILLY'S RESTAURANT,,SC4538,9/7/2016,SC4538,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,107370-00,SC4539,9/7/2016,SC4539,Closed,1 - Closed
4927 - US BANK - CORPORATE REAL ESTATE,25987889,SC4540,9/7/2016,SC4540,Closed,1 - Closed
3733 - MINX SHOW PALACE,,SC4541,9/7/2016,SC4541,Closed,1 - Closed
,,,,,,2 - Closed
2902 - CENTRAL PRESBYTERIAN CHURCH,,7639,9/8/2016,7639,Closed,1 - Closed
2966 - CITY OF WEST DES MOINES PARKS & REC,2017-00000163,7640,9/8/2016,7640,Closed,1 - Closed
28110 - CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,,7641,9/8/2016,7641,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27169,7642,9/8/2016,7642,Closed,1 - Closed
3582 - EVERBRITE LLC,PF09113-0,7643,9/9/2016,7643,Closed,1 - Closed
4129 - A-D DISTRIBUTING CO.,,7644,9/9/2016,7644,Closed,1 - Closed
4129 - A-D DISTRIBUTING CO.,,7645,9/9/2016,7645,Closed,1 - Closed
4453 - SYVERSON STREGE AND COMPANY,,7646,9/9/2016,7646,Closed,1 - Closed
"3274 - ID ASSOCIATES, INC.",65684-011,7647,9/9/2016,7647,Closed,1 - Closed
,,,,7647-2,,2 - Deleted
,,,,,,3 - Closed
,,,,,,4 - Closed
4928 - LIVING HISTORY FARMS,,7648,9/9/2016,7648,Closed,1 - Closed
,,,,,,2 - Closed
3396 - IOWA EVENTS CENTER,,SC4542,9/9/2016,SC4542,Closed,1 - Closed
2801 - MONTGOMERY ST. JOHN INSURANCE,,SC4543,9/9/2016,SC4543,Closed,1 - Closed
3287 - LAKESIDE CASINO,,SC4544,9/9/2016,SC4544,Closed,1 - Closed
4929 - BLU TORO CANTINA + GRILL,,7649,9/12/2016,7649,Closed,1 - Closed
,,,,,,2 - Closed
4930 - MAGNOLIA WINE KITCHEN,,7650,9/12/2016,7650,Closed,1 - Closed
,,,,,,2 - Closed
4931 - THUVAN CORP.,,SC4545,9/12/2016,SC4545,Closed,1 - Closed
4727 - WESTMARK INVESTMENTS,,7651,9/13/2016,7651,Closed,1 - Closed
4932 - WHYLIE EYE CARE,,SC4546,9/13/2016,SC4546,Closed,1 - Closed
4387 - DAIRY ZONE,,SC4547,9/13/2016,SC4547,Closed,1 - Closed
18600 - CAT SCALE,44759,7652,9/14/2016,7652,Closed,1 - Closed
3582 - EVERBRITE LLC,PF09578-0,7653,9/14/2016,7653,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",,SC4548,9/14/2016,SC4548,Closed,1 - Closed
2849 - VIOX SERVICES,33495540,SC4549,9/14/2016,SC4549,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,107789-00,SC4550,9/14/2016,SC4550,Closed,1 - Closed
"4933 - ACTERRA GROUP,INC",,SC4551,9/14/2016,SC4551,Closed,1 - Closed
70700 - MARRIOTT,,SC4552,9/14/2016,SC4552,Closed,1 - Closed
4935 - GOLDWATER BANK,,7654,9/15/2016,7654,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,107828,7655,9/15/2016,7655,Closed,1 - Deleted
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",27194,7656,9/15/2016,7656,Closed,1 - Closed
70700 - MARRIOTT,,SC4553,9/15/2016,SC4553,Closed,1 - Closed
2849 - VIOX SERVICES,33505786,SC4554,9/15/2016,SC4554,Closed,1 - Closed
2849 - VIOX SERVICES,33505758,SC4556,9/15/2016,SC4556,Closed,1 - Closed
18600 - CAT SCALE,44793,7657,9/16/2016,7657,Closed,1 - Closed
4936 - NEW JERUSALEM WORSHIP CENTER,,7658,9/16/2016,7658,Closed,1 - Closed
,,,,,,2 - Closed
2849 - VIOX SERVICES,33505733,SC4557,9/16/2016,SC4557,Closed,1 - Closed
3151 - HOME FURNISHINGS,,SC4558,9/16/2016,SC4558,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,2027,7659,9/19/2016,7659,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,2027,95950,9/19/2016,,Closed,1 - Deleted
2885 - BOB BROWN BUICK GMC,,SC4559,9/19/2016,SC4559,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27243,7660,9/20/2016,7660,Closed,1 - Closed
18600 - CAT SCALE,44832,7661,9/20/2016,7661,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27246,7662,9/20/2016,7662,Closed,1 - Closed
2849 - VIOX SERVICES,335-167-03,SC4560,9/20/2016,SC4560,Closed,1 - Closed
4784 - MARINE CREDIT UNION,,SC4561,9/20/2016,SC4561,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,7664,9/21/2016,7664,Closed,1 - Closed
4938 - GOLDFINCH,,7663,9/22/2016,7663,Closed,1 - Closed
,,,,,,2 - Closed
49300 - GIT N GO CONVENIENCE STORES,,SC4562,9/22/2016,SC4562,Closed,1 - Closed
3768 - BP AMOCO,,SC4564,9/22/2016,SC4564,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27267,SC4565,9/23/2016,SC4565,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27256,7665,9/26/2016,7665,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,108172-00,7666,9/26/2016,7666,Closed,1 - Closed
"4478 - PARK AVENUE CONSULTING, LLC",,7667,9/26/2016,7667,Closed,1 - Deleted
,,,,,,2 - Deleted
,,,,,,3 - Deleted
,,,,,,4 - Deleted
,,,,,,5 - Deleted
,,,,,,6 - Deleted
,,,,,,7 - Closed
18600 - CAT SCALE,54919,7668,9/26/2016,7668,Closed,1 - Closed
18600 - CAT SCALE,54915,7669,9/26/2016,7669,Closed,1 - Closed
18600 - CAT SCALE,54923,7670,9/26/2016,7670,Closed,1 - Closed
2568 - CITY OF PERRY,,SC4566,9/26/2016,SC4566,Closed,1 - Closed
4940 - TASTY TACO,,SC4567,9/26/2016,SC4567,Closed,1 - Closed
,,,,,,2 - Closed
4942 - LARRY A WOOD,,SC4569,9/26/2016,SC4569,Closed,1 - Closed
18600 - CAT SCALE,54918,7671,9/27/2016,7671,Closed,1 - Closed
18600 - CAT SCALE,,7672,9/27/2016,7672,Closed,1 - Closed
4347 - AMES MUNICIPLE POWER,,SC4570,9/27/2016,SC4570,Closed,1 - Closed
"4060 - IMAGE ONE INDUSTRIES, INC",70403,SC4571,9/27/2016,SC4571,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,7673,9/28/2016,7673,Closed,1 - Closed
3042 - ANKENY DINER,,SC4573,9/28/2016,SC4573,Closed,1 - Closed
3287 - LAKESIDE CASINO,,SC4574,9/28/2016,SC4574,Closed,1 - Closed
4946 - GLAMOUR NAILS & SPA,,7674,9/29/2016,7674,Closed,1 - Deleted
,,,,,,2 - Closed
4945 - WORLD OF BEAUTY ACADEMY,,7675,9/29/2016,7675,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC4575,9/29/2016,SC4575,Closed,1 - Closed
4948 - SUBWAY,,SC4576,9/29/2016,SC4576,Closed,1 - Closed
4949 - SUPER 8,,SC4577,9/29/2016,SC4577,Closed,1 - Closed
4944 - OCI IMAGE TEAM,OCI # 40257,7676,9/30/2016,7676,Closed,1 - Closed
4951 - C.A.R.T.,,7677,9/30/2016,7677,Closed,1 - Closed
2206 - WOODWARD RESOURCE CENTER,412  09271600450,7678,9/30/2016,7678,Closed,1 - Closed
4952 - WOODWARD COMMUNITY BASED SERVICES,,7679,9/30/2016,7679,Closed,1 - Closed
,,,,,,2 - Closed
3671 - TRIANGLE SIGN AND SERVICE,014262,7680,9/30/2016,7680,Closed,1 - Closed
,,,,,,2 - Closed
4953 - NEW AMERICAN BREWING CO,,7681,9/30/2016,7681,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27334,7682,9/30/2016,7682,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",27343,7683,9/30/2016,7683,Closed,1 - Closed
2906 - AMERICAN MARKING,,7684,9/30/2016,7684,Closed,1 - Closed
106400 - TACO JOHN'S,,SC4578,9/30/2016,SC4578,Closed,1 - Closed
2849 - VIOX SERVICES,33550774,SC4579,9/30/2016,SC4579,Closed,1 - Closed
3878 - BRAVO ITALIAN CUCINA,,SC4580,9/30/2016,SC4580,Closed,1 - Closed
4955 - ROGER WISECUP,,7686,10/3/2016,7686,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,SC4581,10/3/2016,SC4581,Closed,1 - Closed
2209 - HUBBELL REALTY,,SC4582,10/3/2016,SC4582,Closed,1 - Closed
"2840 - HILTON DISPLAYS, INC.",94343,SC4583,10/3/2016,SC4583,Closed,1 - Closed
"4773 - STOLTZE & STOLTZE, PLC",,7687,10/4/2016,7687,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27364,7688,10/4/2016,7688,Closed,1 - Deleted
,,,,,,2 - Closed
,,,,,,3 - Closed
"77950 - NAGLE SIGNS, INC.",27373,7689,10/4/2016,7689,Closed,1 - Closed
4957 - IOWA WOLVES,,7690,10/5/2016,7690,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Deleted
4959 - COVERED BRIDGES INN,,7691,10/5/2016,7691,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
4129 - A-D DISTRIBUTING CO.,,7692,10/5/2016,7692,Closed,1 - Closed
4129 - A-D DISTRIBUTING CO.,,7693,10/5/2016,7693,Closed,1 - Closed
4958 - PRIDE SIGNS,72302,7694,10/5/2016,7694,Closed,1 - Closed
"4780 - OUTCOMES, INC.",,7695,10/5/2016,7695,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
4956 - FROHLICH SUPER VALUE,,SC4584,10/5/2016,SC4584,Closed,1 - Closed
4960 - TASTY TACO,,SC4585,10/5/2016,SC4585,Closed,1 - Closed
4688 - MAID-RITE: CHERYL WILLIAMS,,SC4586,10/5/2016,SC4586,Closed,1 - Closed
4808 - HIRSH INDUSTRIES,,7698,10/7/2016,7698,Closed,1 - Closed
2641 - JOHN & NICK'S STEAK AND PRIME RIB,,SC4587,10/7/2016,SC4587,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,SC4588,10/7/2016,SC4588,Closed,1 - Closed
4961 - HYVEE,,SC4589,10/7/2016,SC4589,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27405,7699,10/10/2016,7699,Closed,1 - Closed
4865 - DSMEYE,,7700,10/10/2016,7700,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,4015371,7701,10/10/2016,7701,Closed,1 - Closed
18600 - CAT SCALE,,7702,10/10/2016,7702,Closed,1 - Closed
2449 - HUBBELL CONSTRUCTION SERVICES,,7703,10/10/2016,7703,Closed,1 - Closed
4946 - GLAMOUR NAILS & SPA,,7704,10/10/2016,7704,Closed,1 - Closed
4304 - SPLASH CAR WASH / SPLASH EXPRESS LLC,,SC4590,10/10/2016,SC4590,Closed,1 - Closed
119350 - IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT,,SC4591,10/10/2016,SC4591,Closed,1 - Closed
4727 - WESTMARK INVESTMENTS,,7705,10/11/2016,7705,Closed,1 - Closed
119350 - IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT,,SC4592,10/11/2016,SC4592,Closed,1 - Closed
3925 - MEDICAP PHARMACY,,SC4593,10/12/2016,SC4593,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,7706,10/13/2016,7706,Closed,1 - Closed
,,,,,,2 - Closed
"4018 - SIGNTECH ELECTRICAL ADVERTISING, INC.",17242,7707,10/13/2016,7707,Closed,1 - Closed
,,,,,,2 - Closed
3396 - IOWA EVENTS CENTER,,7708,10/13/2016,7708,Closed,1 - Closed
4963 - JACK MENDRYS,,SC4594,10/13/2016,SC4594,Closed,1 - Closed
3115 - HY-VEE FOOD STORES,,SC4595,10/13/2016,SC4595,Closed,1 - Closed
4787 - FAIRWAY OUTDOOR ADVERTISING,,7709,10/14/2016,7709,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27404,SC4597,10/14/2016,SC4597,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27453,SC4598,10/14/2016,SC4598,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,7710,10/17/2016,7710,Closed,1 - Closed
18600 - CAT SCALE,65233,7711,10/17/2016,7711,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,109758-00,7712,10/17/2016,7712,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,4015429,7713,10/17/2016,7713,Closed,1 - Closed
"3274 - ID ASSOCIATES, INC.",67331-000  COE#128250,7714,10/17/2016,7714,Closed,1 - Closed
119350 - IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT,,SC4599,10/17/2016,SC4599,Closed,1 - Closed
4961 - HYVEE,,SC4600,10/17/2016,SC4600,Closed,1 - Closed
2446 - PROFESSIONAL RETAIL SERVICES,363182,SC4601,10/17/2016,SC4601,Closed,1 - Closed
"4060 - IMAGE ONE INDUSTRIES, INC",71598,7715,10/18/2016,7715,Closed,1 - Closed
,,,,,,2 - Closed
4964 - RE/MAX,,7716,10/18/2016,7716,Closed,1 - Closed
4540 - GATEWAY HOTEL AND CONFERENCE CENTER,,7717,10/18/2016,7717,Closed,1 - Closed
,,,,,,2 - Closed
4832 - ACADEMY OF MARTIAL ARTS,,7718,10/18/2016,7718,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
1800 - ACME ELECTRIC,,SC4602,10/18/2016,SC4602,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,,SC4603,10/18/2016,SC4603,Closed,1 - Closed
70700 - MARRIOTT,,SC4604,10/18/2016,SC4604,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,7719,10/19/2016,7719,Closed,1 - Closed
,,,,,,2 - Closed
112460 - THE INSITE GROUP,580022,7720,10/19/2016,7720,Closed,1 - Closed
"4555 - DOWNING DEVELOPMENT, LTD.",,7721,10/19/2016,7721,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",27496,7722,10/19/2016,7722,Closed,1 - Closed
4787 - FAIRWAY OUTDOOR ADVERTISING,NC-514021-D16,7723,10/19/2016,7723,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
4787 - FAIRWAY OUTDOOR ADVERTISING,,7724,10/20/2016,7724,Closed,1 - Closed
"4321 - G6 HOSPITALITY, LLC",30101916,7725,10/20/2016,7725,Closed,1 - Closed
4965 - ROUTE 69 VAPOR,,7726,10/20/2016,7726,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,,SC4605,10/20/2016,SC4605,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,109977-00,SC4606,10/20/2016,SC4606,Closed,1 - Closed
4548 - THE PICKER KNOWS,,7727,10/21/2016,7727,Closed,1 - Closed
18600 - CAT SCALE,65325,7728,10/21/2016,7728,Closed,1 - Closed
4129 - A-D DISTRIBUTING CO.,,7729,10/21/2016,7729,Closed,1 - Closed
18600 - CAT SCALE,,7730,10/21/2016,7730,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,109930-00,7731,10/21/2016,7731,Closed,1 - Closed
,,,,,,2 - Closed
110100 - TACO JOHN'S OF IOWA,,SC4607,10/21/2016,SC4607,Closed,1 - Closed
4793 - PRAIRIE LIFE FITNESS CENTER,,SC4608,10/21/2016,SC4608,Closed,1 - Closed
29800 - COMMONWEALTH ELECTRIC,269056-200,SC4609,10/21/2016,SC4609,Closed,1 - Closed
3287 - LAKESIDE CASINO,Case # 883670,SC4610,10/21/2016,SC4610,Closed,1 - Closed
3320 - GREAT CLIPS,,SC4611,10/21/2016,SC4611,Closed,1 - Closed
18600 - CAT SCALE,65347,7732,10/24/2016,7732,Closed,1 - Closed
4414 - HUBBELL APARTMENT LIVING,,7733,10/24/2016,7733,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27515,SC4612,10/24/2016,SC4612,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",,SC4613,10/24/2016,SC4613,Closed,1 - Closed
4966 - R & R REALTY,54610169,SC4614,10/24/2016,SC4614,Closed,1 - Closed
4005 - THE WORN STORE,,SC4615,10/24/2016,SC4615,Closed,1 - Closed
18600 - CAT SCALE,,7734,10/25/2016,7734,Closed,1 - Closed
18600 - CAT SCALE,65367,7735,10/25/2016,7735,Closed,1 - Closed
4967 - MARY ANN MCCOY- SELLERS HARDWARE,,7736,10/25/2016,7736,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,,SC4616,10/25/2016,SC4616,Closed,1 - Closed
4779 - EAGLE SIGN CO.,,7737,10/26/2016,7737,Closed,1 - Closed
,,,,,,2 - Closed
4063 - HOBBY LOBBY #258,1597,SC4617,10/26/2016,SC4617,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27529,SC4618,10/26/2016,SC4618,Closed,1 - Closed
18600 - CAT SCALE,65404,7738,10/27/2016,7738,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,2271,7739,10/27/2016,7739,Closed,1 - Closed
4968 - SCHILD LAW OFFICES,,7740,10/27/2016,7740,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,110351-00,SC4619,10/27/2016,SC4619,Closed,1 - Closed
3894 - FREEDOM FINANCIAL BANK,,SC4620,10/27/2016,SC4620,Closed,1 - Closed
84200 - PANCHERO'S MEXICAN GRILL,,SC4621,10/27/2016,SC4621,Closed,1 - Closed
4970 - MASSAGE HEIGHTS,,SC4623,10/28/2016,SC4623,Closed,1 - Closed
2777 - AAMCO TRANSMISSIONS,,SC4624,10/28/2016,SC4624,Closed,1 - Closed
18600 - CAT SCALE,65450,7741,10/31/2016,7741,Closed,1 - Closed
3042 - ANKENY DINER,,SC4625,10/31/2016,SC4625,Closed,1 - Closed
18600 - CAT SCALE,65451,7742,11/1/2016,7742,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,7743,11/1/2016,7743,Closed,1 - Closed
4575 - TWISTED BEAN,,7744,11/1/2016,7744,Closed,1 - Closed
18600 - CAT SCALE,,7745,11/1/2016,7745,Closed,1 - Closed
4971 - SOUTHERN GLAZERS WINE & SPIRITS,,7746,11/1/2016,7746,Closed,1 - Closed
4973 - SDDI SIGNS,,7747,11/1/2016,7747,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
2814 - KARL CHEVROLET,,7748,11/1/2016,7748,Closed,1 - Closed
18600 - CAT SCALE,,SC4626,11/1/2016,SC4626,Closed,1 - Closed
4067 - LAKEWOOD VILLAGE ASSOCIATION,,SC4627,11/1/2016,SC4627,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,SC4628,11/1/2016,SC4628,Closed,1 - Closed
4458 - STATE OF IOWA HOOVER BLDG.,,SC4629,11/1/2016,SC4629,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,110635-00,SC4630,11/2/2016,SC4630,Closed,1 - Closed
18600 - CAT SCALE,65501,7749,11/3/2016,7749,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC4631,11/3/2016,SC4631,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",27633,7750,11/4/2016,7750,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",27636,7751,11/4/2016,7751,Closed,1 - Closed
4779 - EAGLE SIGN CO.,,7752,11/4/2016,7752,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Deleted
,,,,,,4 - Closed
,,,,,,5 - Deleted
,,,,,,6 - Deleted
,,,,,,7 - Deleted
3287 - LAKESIDE CASINO,,SC4632,11/4/2016,SC4632,Closed,1 - Closed
4530 - HY-VEE,,SC4633,11/4/2016,SC4633,Closed,1 - Closed
4974 - MATHESON GAS,,7753,11/7/2016,7753,Closed,1 - Closed
,,,,,,2 - Closed
"4018 - SIGNTECH ELECTRICAL ADVERTISING, INC.",17962,7754,11/7/2016,7754,Closed,1 - Closed
4975 - INFINITY CHIROPRACTIC CENTER,,7755,11/7/2016,7755,Closed,1 - Closed
,,,,,,2 - Closed
4673 - ST. JOHN'S LUTHERAN CHURCH,,7756,11/7/2016,7756,Closed,1 - Closed
,,,,,,2 - Closed
"4875 - DEE ZEE, INC. OUTLET",,SC4634,11/7/2016,SC4634,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27659,7757,11/8/2016,7757,Closed,1 - Closed
18600 - CAT SCALE,65488,7758,11/8/2016,7758,Closed,1 - Closed
4129 - A-D DISTRIBUTING CO.,,7759,11/8/2016,7759,Closed,1 - Closed
4058 - RESOURCE SERVICES,,7760,11/8/2016,7760,Closed,1 - Closed
"4018 - SIGNTECH ELECTRICAL ADVERTISING, INC.",17946,7761,11/8/2016,7761,Closed,1 - Closed
,,,,,,2 - Closed
"4018 - SIGNTECH ELECTRICAL ADVERTISING, INC.",17997,7762,11/8/2016,7762,Closed,1 - Closed
2562 - UPS CLAIMS PROCESSING,,7763,11/8/2016,7763,Closed,1 - Deleted
,,,,,,2 - Deleted
,,,,,,3 - Closed
"77950 - NAGLE SIGNS, INC.",27658,SC4635,11/8/2016,SC4635,Closed,1 - Closed
4707 - MARINE CREDIT UNION,,SC4636,11/8/2016,SC4636,Closed,1 - Closed
4401 - STATE FARM,,SC4637,11/8/2016,SC4637,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,SC4638,11/8/2016,SC4638,Closed,1 - Closed
4642 - COMPETITIVE EDGE,,SC4639,11/8/2016,SC4639,Closed,1 - Closed
47100 - FUDDRUCKERS,,SC4640,11/9/2016,SC4640,Closed,1 - Closed
4978 - PARVIN-CLAUSS SIGN CO.,76537,7764,11/10/2016,7764,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,7765,11/10/2016,7765,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,7766,11/10/2016,7766,Closed,1 - Closed
,,,,7766-2,,2 - Deleted
,,,,,,3 - Closed
4957 - IOWA WOLVES,,SC4641,11/10/2016,SC4641,Closed,1 - Closed
4957 - IOWA WOLVES,,SC4642,11/10/2016,SC4642,Closed,1 - Closed
4957 - IOWA WOLVES,,SC4643,11/10/2016,SC4643,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,111037-00,SC4644,11/10/2016,SC4644,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27690,7767,11/11/2016,7767,Closed,1 - Closed
3362 - ALL ABOUT YOU SALON & TANNING,,7768,11/11/2016,7768,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27699,7769,11/11/2016,7769,Closed,1 - Closed
,,,,,,2 - Closed
4129 - A-D DISTRIBUTING CO.,,7770,11/11/2016,7770,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27694,SC4645,11/11/2016,SC4645,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27694,SC4646,11/11/2016,SC4646,Closed,1 - Closed
4929 - BLU TORO CANTINA + GRILL,,SC4647,11/11/2016,SC4647,Closed,1 - Closed
3149 - IOWA DEPARTMENT OF TRANSPORTATION,,SC4648,11/11/2016,SC4648,Closed,1 - Closed
4979 - KOZ-NATIONAL SIGN CONTRACTOR,LPA7264,SC4649,11/11/2016,SC4649,Closed,1 - Closed
2460 - DOWNING INC.,Contract / Subcontractor agreement,7771,11/14/2016,7771,Closed,1 - Closed
,,,,7771-2,,2 - Deleted
,,,,7771-3,,3 - Deleted
,,,,,,4 - Deleted
,,,,,,5 - Deleted
,,,,,,6 - Deleted
,,,,,,7 - Deleted
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
4617 - A+ COMMUNICATIONS & SECURITY,,7772,11/14/2016,7772,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,65640,7773,11/14/2016,7773,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC4650,11/14/2016,SC4650,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,SC4651,11/14/2016,SC4651,Closed,1 - Closed
,,,,,,2 - Closed
2885 - BOB BROWN BUICK GMC,,SC4652,11/14/2016,SC4652,Closed,1 - Closed
,,,,,,2 - Closed
"4697 - EXECUTIVE LASER WASH, INC.",,SC4653,11/14/2016,SC4653,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC4654,11/14/2016,SC4654,Closed,1 - Closed
18600 - CAT SCALE,,7774,11/15/2016,7774,Closed,1 - Closed
4980 - CROSSROADS BEHAVIORAL SERVICES,,7775,11/15/2016,7775,Closed,1 - Closed
4983 - CREATIVE KIDS,,SC4656,11/15/2016,SC4656,Closed,1 - Closed
"4977 - CHANDLER SIGNS, LLC",0561745,SC4657,11/15/2016,SC4657,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,4015691,7776,11/16/2016,7776,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27726,7777,11/16/2016,7777,Closed,1 - Closed
3229 - COULTER PANORAMA MARINE,,7778,11/16/2016,7778,Closed,1 - Deleted
,,,,,,2 - Closed
18600 - CAT SCALE,,7779,11/16/2016,7779,Closed,1 - Closed
"4096 - SHORT & COMPANY, CPA, PLC",,SC4658,11/16/2016,SC4658,Closed,1 - Closed
4984 - ITALIAN VILLAGES RESTURANT,,SC4659,11/16/2016,SC4659,Closed,1 - Closed
3907 - DRN INVESTMENTS LLC,,SC4660,11/16/2016,SC4660,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,4015700,7780,11/17/2016,7780,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27752,7781,11/17/2016,7781,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27753,7782,11/17/2016,7782,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",27750,7783,11/17/2016,7783,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,111343-00,SC4661,11/17/2016,SC4661,Closed,1 - Closed
4733 - ROCKET FIZZ,,SC4662,11/17/2016,SC4662,Closed,1 - Closed
