Customer,P.O. Nbr,SO Nbr,S.O. Date,Invoices,Order Status,Order Line/Status
,,,,,,2 - Closed
,,,,,,3 - Closed
"2371 - COAST SIGN, INCORPORATED",114767,SC2463,1/16/2012,SC2463,Closed,1 - Closed
3335 - ME & V,,3937,1/17/2012,3937,Closed,1 - Closed
,,,,,,2 - Closed
3157 - IDENTITY MANAGEMENT,44381,SC2464,1/17/2012,SC2464,Closed,1 - Closed
3157 - IDENTITY MANAGEMENT,44379,SC2465,1/17/2012,SC2465,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13589,3927,1/18/2012,3927,Closed,1 - Closed
3127 - JAMES AUTHUR ALBERT FOUNDATION,,3938,1/18/2012,3938,Closed,1 - Closed
3336 - WALNUT HILLS PEDIATRIC DENTISTRY,,3939,1/18/2012,3939,Closed,1 - Closed
3333 - TJADEN AUTOMOTIVE,,3940,1/18/2012,3940,Closed,1 - Closed
2463 - TRIMARK FOODCRAFT,PO C332327,3941,1/18/2012,3941,Closed,1 - Closed
43900 - FINANCIAL PLUS CREDIT UNION,,SC2466,1/18/2012,SC2466,Closed,1 - Closed
3257 - BANKERS TRUST,,SC2467,1/18/2012,SC2467,Closed,1 - Closed
3337 - BANKERS TRUST,,SC2468,1/18/2012,SC2468,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13614,3942,1/19/2012,3942,Closed,1 - Closed
18600 - CAT SCALE,17384,3946,1/19/2012,3946,Closed,1 - Closed
3338 - DON KWAN,,SC2469,1/19/2012,,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,p004711,3943,1/20/2012,3943,Closed,1 - Closed
3339 - THE HALL TREE,,3945,1/20/2012,3945,Closed,1 - Closed
2906 - AMERICAN MARKING,,3947,1/20/2012,3947,Closed,1 - Deleted
,,,,,,2 - Closed
3340 - MITCHELL FAMILY FUNERAL HOME,,3948,1/20/2012,3948,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2471,1/20/2012,SC2471,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",115154,3944,1/23/2012,3944,Closed,1 - Closed
,,,,,,2 - Closed
3338 - DON KWAN,,3949,1/24/2012,3949,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",13660,3950,1/24/2012,3950,Closed,1 - Closed
3341 - COMMUNITY SUPPORT ADVOCATES,,3951,1/24/2012,3951,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",13661,3952,1/24/2012,3952,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",,SC2472,1/25/2012,SC2472,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",115225,SC2473,1/25/2012,SC2473,Closed,1 - Closed
3342 - IOWA ORTHODONTIC SOLUTIONS,,3953,1/26/2012,3953,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",115304,SC2474,1/26/2012,SC2474,Closed,1 - Closed
3345 - PRINCESS NAILS,,3954,1/27/2012,3954,Closed,1 - Closed
,,,,,,2 - Closed
3346 - NAILS FOR YOU,,3955,1/27/2012,3955,Closed,1 - Closed
,,,,,,2 - Closed
3343 - DES MOINES AIRPORT AUTHORITY,,3956,1/27/2012,3956,Closed,1 - Closed
3347 - SALVATION ARMY,,3957,1/27/2012,3957,Closed,1 - Closed
2902 - CENTRAL PRESBYTERIAN CHURCH,,SC2475,1/27/2012,SC2475,Closed,1 - Closed
3295 - IOWA HEALTH PHYSICIANS / TOM KIEFFER,,SC2476,1/27/2012,SC2476,Closed,1 - Closed
3344 - FRONT STREET FS,r186470,SC2477,1/27/2012,SC2477,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13701,3958,1/30/2012,3958,Closed,1 - Closed
2906 - AMERICAN MARKING,,3959,1/30/2012,3959,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13706,3960,1/30/2012,3960,Closed,1 - Closed
2782 - CREATURE COMFORTS,,SC2478,1/30/2012,SC2478,Closed,1 - Closed
3348 - POLK COUNTY DEPARTMENT OF GENERAL SERVICES PURCHASING DIVISION ROOM 365,7023,3961,1/31/2012,3961,Closed,1 - Closed
,,,,3961-2,,2 - Closed
,,,,3961-3,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
18600 - CAT SCALE,17566,3963,1/31/2012,3963,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2479,1/31/2012,SC2479,Closed,1 - Closed
3349 - MUSTARDS,,SC2481,1/31/2012,SC2481,Closed,1 - Closed
2537 - ICON IDENTITY SOLUTIONS,1185600,SC2482,1/31/2012,SC2482,Closed,1 - Closed
,,,,SC2482-2,,2 - Closed
,,,,,,3 - Closed
"2371 - COAST SIGN, INCORPORATED",0000115535,SC2483,2/1/2012,SC2483,Closed,1 - Closed
3351 - VAN METER,,3962,2/2/2012,3962,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3311 - PERKINS,,3964,2/2/2012,3964,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,17567,3965,2/2/2012,3965,Closed,1 - Closed
3315 - SKATE NORTH,,SC2484,2/2/2012,SC2484,Closed,1 - Closed
3032 - POPPY'S PIZZA & STEAK HOUSE,,SC2485,2/2/2012,SC2485,Closed,1 - Closed
2780 - QUIZNO SUBS,,SC2488,2/2/2012,SC2488,Closed,1 - Closed
18600 - CAT SCALE,17631,3966,2/3/2012,3966,Closed,1 - Closed
2798 - ANCHOR SIGN CO,wo 110363,SC2489,2/3/2012,SC2489,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,SC2491,2/3/2012,SC2491,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",PO 1405-W,SC2492,2/3/2012,SC2492,Closed,1 - Closed
3353 - BUZZARD BILLY'S RESTAURANT,,3967,2/6/2012,3967,Closed,1 - Closed
3308 - SKY ZONE,,3968,2/6/2012,3968,Closed,1 - Closed
3353 - BUZZARD BILLY'S RESTAURANT,,3969,2/6/2012,3969,Closed,1 - Closed
3352 - CITY OF POLK CITY,,SC2493,2/6/2012,SC2493,Closed,1 - Closed
3354 - SIGN SYSTEMS,020143-00,3970,2/7/2012,3970,Closed,1 - Closed
2842 - DESIGN TEAM SIGN COMPANY,5684,3971,2/7/2012,3971,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
2842 - DESIGN TEAM SIGN COMPANY,5683,3972,2/7/2012,3972,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
2906 - AMERICAN MARKING,,3973,2/8/2012,3973,Closed,1 - Closed
,,,,,,2 - Deleted
3237 - BOB BROWN CHEVROLET,,3974,2/8/2012,3974,Closed,1 - Closed
3355 - HERITAGE BUILDING MAINTENANCE,,3975,2/8/2012,3975,Closed,1 - Closed
,,,,,,2 - Closed
3303 - AMERICINN LODGE,,3977,2/8/2012,3977,Closed,1 - Closed
2779 - HY-VEE WIETZ,,3978,2/9/2012,3978,Closed,1 - Closed
3356 - PERKINS ZONE OFFICE,,SC2494,2/9/2012,SC2494,Closed,1 - Closed
3357 - SMART MANAGEMENT,,3976,2/10/2012,3976,Closed,1 - Deleted
,,,,,,2 - Closed
3127 - JAMES AUTHUR ALBERT FOUNDATION,,3979,2/10/2012,3979,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13796,3980,2/10/2012,3980,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",0000116342,SC2496,2/10/2012,SC2496,Closed,1 - Closed
3358 - FUSION GRAPHIC RESOURCE PARTNERS INC.,,3981,2/13/2012,3981,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Deleted
18600 - CAT SCALE,17775,3982,2/13/2012,3982,Closed,1 - Closed
3359 - DEBORAH L. JOHNSON LAW OFFICE P.C.,,3983,2/13/2012,3983,Closed,1 - Closed
,,,,,,2 - Closed
3237 - BOB BROWN CHEVROLET,,SC2498,2/13/2012,SC2498,Closed,1 - Closed
2798 - ANCHOR SIGN CO,110719,SC2499,2/13/2012,SC2499,Closed,1 - Closed
"3062 - GRX HOLDINGS, LLC.",,SC2500,2/13/2012,SC2500,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,3984,2/14/2012,3984,Closed,1 - Closed
"3132 - MEDSOURCE, LLC",,3985,2/14/2012,3985,Closed,1 - Closed
3360 - DESIGN HAIR STYLISTS,,3986,2/16/2012,3986,Closed,1 - Closed
2885 - BOB BROWN BUICK GMC,,SC2501,2/17/2012,SC2501,Closed,1 - Closed
3361 - EAST HIGH SCHOOL,po52263,3987,2/20/2012,3987,Closed,1 - Closed
,,,,,,2 - Closed
2463 - TRIMARK FOODCRAFT,C344820,3988,2/20/2012,3988,Closed,1 - Closed
,,,,,,2 - Closed
3036 - PINNACLE SIGN GROUP,PO005036,SC2502,2/20/2012,SC2502,Closed,1 - Closed
3317 - HANCOCK FABRICS,,SC2503,2/21/2012,SC2503,Closed,1 - Closed
,,,,,,2 - Closed
29800 - COMMONWEALTH ELECTRIC,,SC2504,2/21/2012,SC2504,Closed,1 - Closed
3362 - ALL ABOUT YOU SALON & TANNING,,SC2505,2/21/2012,SC2505,Closed,1 - Closed
2987 - AZTEC MOTORS,,3989,2/22/2012,3989,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,3990,2/22/2012,3990,Closed,1 - Closed
3363 - BALL TEAM LLC,,3991,2/24/2012,3991,Closed,1 - Closed
,,,,,,2 - Closed
3364 - FIREPLACE & STONE CENTER,FSC022212,3992,2/24/2012,3992,Closed,1 - Closed
3349 - MUSTARDS,,SC2506,2/24/2012,SC2506,Closed,1 - Closed
3365 - H & R BLOCK,,SC2507,2/24/2012,SC2507,Closed,1 - Closed
2765 - DOMINO'S PIZZA,,SC2508,2/24/2012,SC2508,Closed,1 - Closed
73650 - MERCURY INSURANCE,,3993,2/27/2012,3993,Closed,1 - Closed
3204 - HAWKEYE SIGN AND LIGHTING,,3994,2/27/2012,3994,Closed,1 - Closed
18600 - CAT SCALE,,3996,2/27/2012,3996,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
"77950 - NAGLE SIGNS, INC.",13889,SC2509,2/27/2012,SC2509,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,SC2510,2/27/2012,SC2510,Closed,1 - Closed
"3367 - SPOTFREE CAR WASH, LLC",,3995,2/29/2012,3995,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3366 - AG BELT,,3997,2/29/2012,3997,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13932,3998,2/29/2012,3998,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2512,2/29/2012,SC2512,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,3999,3/1/2012,3999,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2513,3/1/2012,SC2513,Closed,1 - Closed
3368 - CASSIDY TURLEY,331586,4000,3/2/2012,4000,Closed,1 - Closed
3241 - JETHRO'S JAMBALAYA,,4001,3/2/2012,4001,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3371 - CITY OF HUXLEY,20130,4002,3/2/2012,4002,Closed,1 - Closed
18600 - CAT SCALE,18024,4003,3/5/2012,4003,Closed,1 - Closed
2316 - MCDONALD'S,,SC2514,3/5/2012,SC2514,Closed,1 - Closed
3372 - SUSAN BARNES,,4004,3/6/2012,4004,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
"77950 - NAGLE SIGNS, INC.",13965,4005,3/6/2012,4005,Closed,1 - Closed
3374 - CHIROPLUS,,4006,3/6/2012,4006,Closed,1 - Closed
,,,,,,2 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2515,3/6/2012,SC2515,Closed,1 - Closed
3373 - FITTING UNLIMITED,,SC2518,3/6/2012,SC2518,Closed,1 - Closed
3356 - PERKINS ZONE OFFICE,PO-1096,4007,3/7/2012,4007,Closed,1 - Closed
3331 - IOWA SAVINGS BANK,,4008,3/7/2012,4008,Closed,1 - Closed
3375 - VALLEY RIDGE DENTAL,,4009,3/7/2012,4009,Closed,1 - Closed
,,,,,,2 - Closed
2870 - MAGNA SIGN INTERNATIONAL,S3846-1,SC2519,3/7/2012,SC2519,Closed,1 - Closed
3376 - AMERICAN INN & SUITES,,4010,3/8/2012,4010,Closed,1 - Closed
3244 - NEON SPECIALTIES,,4011,3/8/2012,4011,Closed,1 - Deleted
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
3157 - IDENTITY MANAGEMENT,,SC2520,3/8/2012,SC2520,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,SC2521,3/8/2012,SC2521,Closed,1 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,4012,3/9/2012,4012,Closed,1 - Closed
3378 - RANDY KROHN,,4013,3/9/2012,4013,Closed,1 - Closed
"85100 - PAT CLEMONS, INC.",,SC2522,3/9/2012,SC2522,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14018,4014,3/12/2012,4014,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14019,4015,3/12/2012,4015,Closed,1 - Closed
3341 - COMMUNITY SUPPORT ADVOCATES,,4016,3/12/2012,4016,Closed,1 - Closed
,,,,,,2 - Closed
3379 - ARMY POST RD. PLAZA INC.,,SC2523,3/13/2012,SC2523,Closed,1 - Closed
3381 - AMERICAN FAMILY INSURANCE,,4017,3/14/2012,4017,Closed,1 - Closed
3380 - 21ST CENTURY REHAB,,4018,3/14/2012,4018,Closed,1 - Closed
18750 - CB RICHARD ELLIS,,4019,3/14/2012,4019,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14041,4020,3/14/2012,4020,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
"2371 - COAST SIGN, INCORPORATED",0000117606,SC2524,3/14/2012,SC2524,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",,4021,3/15/2012,4021,Closed,1 - Closed
2842 - DESIGN TEAM SIGN COMPANY,6345,4022,3/15/2012,4022,Closed,1 - Closed
3382 - BOB MORGAN,,4023,3/15/2012,4023,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14051,4024,3/16/2012,4024,Closed,1 - Closed
,,,,,,2 - Closed
3384 - HENRY SCHNACKEL,,4025,3/16/2012,4025,Closed,1 - Closed
,,,,,,2 - Deleted
3349 - MUSTARDS,,SC2525,3/16/2012,SC2525,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14068,4027,3/19/2012,4027,Closed,1 - Closed
,,,,,,2 - Closed
2384 - OUR LADY'S IMMACULATE HEART CATHOLIC CHURCH,,SC2526,3/19/2012,SC2526,Closed,1 - Closed
3151 - HOME FURNISHINGS,,SC2528,3/19/2012,SC2528,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2529,3/19/2012,SC2529,Closed,1 - Closed
2317 - BUDGET LUBE,,SC2530,3/19/2012,SC2530,Closed,1 - Closed
3383 - KECK ENERGY,,4028,3/20/2012,4028,Closed,1 - Closed
2680 - AUTUMN RIDGE ESTATES,,4029,3/20/2012,4029,Closed,1 - Closed
3386 - PROSPERITY JANITOR,,4030,3/20/2012,4030,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",14074,4031,3/20/2012,4031,Closed,1 - Closed
,,,,,,2 - Closed
"2371 - COAST SIGN, INCORPORATED",0000117852,SC2531,3/20/2012,SC2531,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,4032,3/21/2012,4032,Closed,1 - Closed
3363 - BALL TEAM LLC,,4033,3/21/2012,4033,Closed,1 - Closed
2798 - ANCHOR SIGN CO,,SC2532,3/21/2012,SC2532,Closed,1 - Closed
3387 - JORDAN CREEK PREPARATORY CHILD CARE AND PRESCHOOL,,4034,3/22/2012,4034,Closed,1 - Closed
3388 - ALLIED TRAVEL,,4035,3/23/2012,4035,Closed,1 - Closed
2209 - HUBBELL REALTY,,SC2534,3/23/2012,SC2534,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2535,3/23/2012,SC2535,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,4036,3/26/2012,4036,Closed,1 - Closed
,,,,4036-2,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
3389 - CROSSLAND CONSTRUCTION COMPANY INC.,,4037,3/26/2012,4037,Closed,1 - Closed
3304 - CHINA JADE,,SC2536,3/26/2012,SC2536,Closed,1 - Closed
2463 - TRIMARK FOODCRAFT,C337521,4038,3/27/2012,4038,Closed,1 - Closed
73650 - MERCURY INSURANCE,,4039,3/27/2012,4039,Closed,1 - Closed
3390 - 2 FOR U DAYCARE,,4040,3/27/2012,4040,Closed,1 - Closed
79500 - NEBRASKA FURNITURE MART,,SC2537,3/27/2012,SC2537,Closed,1 - Closed
3331 - IOWA SAVINGS BANK,,SC2538,3/27/2012,SC2538,Closed,1 - Closed
2801 - MONTGOMERY ST. JOHN INSURANCE,,SC2539,3/27/2012,SC2539,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14137,4041,3/28/2012,4041,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
"42300 - FAREWAY STORES, INC.",,4042,3/29/2012,4042,Closed,1 - Closed
3391 - SCENIC SIGN CORP.,,4043,3/29/2012,4043,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,4044,3/29/2012,4044,Closed,1 - Closed
2561 - NORTH AMERICAN SIGNS,78225-01 rev. 2,SC2540,3/30/2012,SC2540,Closed,1 - Closed
3392 - CHARLEY'S GRILLED SUBS,,4045,4/2/2012,4045,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
"77950 - NAGLE SIGNS, INC.",14163,4046,4/2/2012,4046,Closed,1 - Closed
2833 - PAUL TAYLOR,,4047,4/2/2012,4047,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",000118349,SC2541,4/2/2012,SC2541,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",,SC2542,4/2/2012,SC2542,Closed,1 - Closed
73650 - MERCURY INSURANCE,,4048,4/3/2012,4048,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,SC2543,4/3/2012,SC2543,Closed,1 - Closed
3267 - CHILDREN'S DENTAL CENTER,,SC2545,4/3/2012,SC2545,Closed,1 - Closed
2952 - FAT TONY'S,,SC2546,4/3/2012,SC2546,Closed,1 - Closed
3066 - NATIONAL SIGN CORP,38650,SC2547,4/3/2012,SC2547,Closed,1 - Closed
3393 - JODI BREMEL,,4049,4/4/2012,4049,Closed,1 - Closed
3394 - JOHN MAURO,,SC2548,4/4/2012,SC2548,Closed,1 - Closed
3032 - POPPY'S PIZZA & STEAK HOUSE,,4050,4/5/2012,4050,Closed,1 - Closed
2537 - ICON IDENTITY SOLUTIONS,1188945,4051,4/5/2012,4051,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14192,4052,4/5/2012,4052,Closed,1 - Closed
4250 - GRAPHIC PACKAGING,,4053,4/5/2012,4053,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3395 - H & R BLOCK #15830,,SC2550,4/5/2012,SC2550,Closed,1 - Closed
108530 - TACO JOHN'S,,SC2551,4/5/2012,SC2551,Closed,1 - Closed
2902 - CENTRAL PRESBYTERIAN CHURCH,,SC2552,4/6/2012,SC2552,Closed,1 - Closed
18600 - CAT SCALE,,4054,4/9/2012,4054,Closed,1 - Closed
2399 - VICTORY SIGN INDUSTRIES LTD.,029364-0,4055,4/9/2012,4055,Closed,1 - Closed
2798 - ANCHOR SIGN CO,113233,4056,4/9/2012,4056,Closed,1 - Closed
3365 - H & R BLOCK,,SC2553,4/9/2012,SC2553,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14229,4057,4/10/2012,4057,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,4058,4/10/2012,4058,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14231,4059,4/10/2012,4059,Closed,1 - Closed
3397 - CHARLEY'S GRILLED SUBS,,4060,4/10/2012,4060,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
3196 - MOM'S MEALS,,SC2554,4/10/2012,SC2554,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,SC2555,4/10/2012,SC2555,Closed,1 - Closed
3398 - ODONNELL ACE HARDWARE,,4061,4/12/2012,4061,Closed,1 - Closed
,,,,,,2 - Closed
3402 - 4 SEASONS NAILS & SPA,,4063,4/12/2012,4063,Closed,1 - Closed
3401 - BUDGET STORAGE,,4064,4/12/2012,4064,Closed,1 - Closed
3399 - MILLERSBURG UNITED METHODIST CHURCH,,4065,4/12/2012,4065,Closed,1 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,4066,4/12/2012,4066,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,4067,4/12/2012,4067,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
"77950 - NAGLE SIGNS, INC.",Donna,4068,4/13/2012,4068,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",14257,4069,4/13/2012,4069,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14258,4070,4/13/2012,4070,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14259,4071,4/13/2012,4071,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14260,4072,4/13/2012,4072,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14261,4073,4/13/2012,4073,Closed,1 - Closed
3151 - HOME FURNISHINGS,,SC2556,4/13/2012,SC2556,Closed,1 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,4074,4/16/2012,4074,Closed,1 - Closed
,,,,,,2 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,4075,4/16/2012,4075,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",14288,4076,4/16/2012,4076,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14290,4077,4/16/2012,4077,Closed,1 - Closed
2958 - EYCHANER PROPERTIES,,4078,4/16/2012,4078,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,SC2557,4/16/2012,SC2557,Closed,1 - Closed
119350 - IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT,,SC2558,4/16/2012,SC2558,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",0000118849,SC2559,4/16/2012,SC2559,Closed,1 - Closed
2952 - FAT TONY'S,,SC2560,4/16/2012,SC2560,Closed,1 - Closed
2321 - AFSCME COUNCIL 61,,SC2561,4/16/2012,SC2561,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14280,SC2562,4/16/2012,SC2562,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,SC2563,4/16/2012,SC2563,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14295,4079,4/17/2012,4079,Closed,1 - Closed
108300 - TACO JOHN'S,,4080,4/17/2012,4080,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,SC2565,4/17/2012,SC2565,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,Mike Kossack e-mail,4081,4/18/2012,4081,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",14318,4082,4/18/2012,4082,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",14317,4083,4/18/2012,4083,Closed,1 - Closed
2561 - NORTH AMERICAN SIGNS,78225-01 rev 2,SC2566,4/18/2012,SC2566,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,4084,4/19/2012,4084,Closed,1 - Closed
3407 - MAHALIE'S SALON,,4085,4/19/2012,4085,Closed,1 - Closed
2342 - COREY LEE,,4086,4/19/2012,4086,Closed,1 - Closed
,,,,,,2 - Closed
3396 - IOWA EVENTS CENTER,,SC2567,4/19/2012,SC2567,Closed,1 - Closed
73870 - MERLE HAY FUNERAL & CEMETARY,,SC2568,4/19/2012,SC2568,Closed,1 - Closed
2870 - MAGNA SIGN INTERNATIONAL,,4087,4/20/2012,4087,Closed,1 - Closed
2342 - COREY LEE,,4088,4/20/2012,4088,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,SC2569,4/23/2012,SC2569,Closed,1 - Closed
2399 - VICTORY SIGN INDUSTRIES LTD.,029524-0,4089,4/24/2012,4089,Closed,1 - Closed
18600 - CAT SCALE,,4090,4/24/2012,4090,Closed,1 - Closed
2139 - CRE NATIONWIDE,,SC2570,4/24/2012,SC2570,Closed,1 - Closed
3408 - STERLING PHARMACY,,4091,4/25/2012,4091,Closed,1 - Closed
,,,,,,2 - Closed
2779 - HY-VEE WIETZ,,4092,4/25/2012,4092,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",0000118686,SC2571,4/25/2012,SC2571,Closed,1 - Closed
3410 - JOHN SAYLES,,4093,4/26/2012,4093,Closed,1 - Closed
3409 - COAST SIGN INC.,0000119240,4094,4/26/2012,4094,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,Proposal 15426,4095,4/26/2012,4095,Closed,1 - Closed
3401 - BUDGET STORAGE,,4096,4/27/2012,4096,Closed,1 - Closed
,,,,,,2 - Closed
3412 - ROWAN CEMETERY,,4097,4/27/2012,4097,Closed,1 - Closed
3411 - T R'S SPORTS BAR,,4098,4/27/2012,4098,Closed,1 - Closed
3396 - IOWA EVENTS CENTER,,SC2573,4/27/2012,SC2573,Closed,1 - Closed
"2395 - ARCHITECTURAL GRAPHICS, INC.",,SC2574,4/27/2012,SC2574,Closed,1 - Closed
2537 - ICON IDENTITY SOLUTIONS,1168580,3754-3,4/30/2012,3754-3,Closed,1 - Closed
2537 - ICON IDENTITY SOLUTIONS,1174101,3754-4,4/30/2012,3754-4,Closed,1 - Closed
3403 - CHARLEY'S GRILLED SUBS,,4062,4/30/2012,4062,Closed,1 - Deleted
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
"77950 - NAGLE SIGNS, INC.",14414,4099,4/30/2012,4099,Closed,1 - Closed
3413 - THE WASHING MACHINE,,4100,4/30/2012,4100,Closed,1 - Closed
"3414 - RAMCO INNOVATIONS, INC.",42612A,4101,4/30/2012,4101,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3244 - NEON SPECIALTIES,,4102,4/30/2012,4102,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3344 - FRONT STREET FS,R208049,SC2575,4/30/2012,SC2575,Closed,1 - Closed
2501 - IOWA VETERINARY SPECIALTIES,,4103,5/1/2012,4103,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,PO06018,4104,5/1/2012,4104,Closed,1 - Closed
3047 - IDENTITI RESOURCES LIMITED,12002-59,4105,5/1/2012,4105,Closed,1 - Closed
