"Part Nbr","Description","Inv Type","Sales Code","Lead Code","Engr Status","Whse Location","Qty On Hand","UOM","List Price","Acctg Cost"
"301-1304","KTSB-E-2048-46 Keystone Electronic Ballast","BALLST","","P","A","20","6","EA","188.72000","94.36000"
"301-1305","Allanson RSS496AT","BALLST","","P","A","","0","EA","114.12000","57.06000"
"301-1306","2LP T12 HO 120/277","BALLST","","P","A","","0","EA","70.00000","35.00000"
"301-1310","WH5-120-L Workhorse","BALLST","","P","A","","0","EA","95.00000","47.50000"
"302-0100","BX ARMOR CABLE #12/2","ELECT","","P","A","20","-265","FT","1.24012","0.70864"
"302-0110","3830 GTO BLACK SLEEVING","ELECT","","P","A","","0","FT","0.41000","0.22780"
"302-0120","BLACK/WHITE GTO SILICONE","ELECT","","P","A","","0","FT","0.39000","0.25780"
"302-0130","3830 GT GREY COVERING","ELECT","","P","A","","0","FT","0.50000","0.22780"
"302-0140","HIGH VOLTAGE CABLE GTO","ELECT","","P","A","","210","FT","1.84779","1.05588"
"302-0150","3730 GTO WHITE SLEEVING","ELECT","","P","A","","0","FT","0.43000","0.22780"
"302-0160","Electobit GTO Sleeving","ELECT","","P","A","","0","FT","0.00000","0.25212"
"302-0170","1 WEDGE CLAMPS W62-1 BLACKBURN","ELECT","","P","A","","0","EA","3.15000","1.79480"
"302-0180","BX CLAMP/ARMOR CABLE","ELECT","","P","A","","9","EA","0.57258","0.32719"
"302-0185","All State Clamps 1/2""","ELECT","","P","A","","0","EA","0.30968","0.17696"
"302-0186","3/4"" Cable Clamp","ELECT","","P","A","","1,273","EA","0.88344","0.50482"
"302-0187","Heyco Wavelock clip","ELECT","","P","A","20","2,380","EA","0.85904","0.49088"
"302-0190","1/2"" EMT CONDUIT CLAMP","ELECT","","P","A","","0","EA","0.23000","0.04130"
"302-0200","3/4"" EMT CONDUIT CLAMP","ELECT","","P","A","","0","EA","0.30000","0.06580"
"302-0210","1"" EMT CONDUIT CLAMP","ELECT","","P","A","","0","EA","0.91000","0.52110"
"302-0220","1/2"" RIGID CONDUIT CLAMP","ELECT","","P","A","","0","EA","0.30000","0.17000"
"302-0230","3/4"" RIGID CONDUIT CLAMP","ELECT","","P","A","","0","EA","0.37000","0.21000"
"302-0231","HEYCO 1029 mounting bracket","ELECT","","P","A","20","426","EA","0.52133","0.29790"
"302-0240","1 MALL BEAM CLAMPS","ELECT","","P","A","","0","EA","0.67000","0.38240"
"302-0245","APP BH 500 BEAM CLAMP","ELECT","","P","A","","0","EA","0.93573","0.53470"
"302-0250","MINRLAC 700 BEAM CLAMPS","ELECT","","P","A","","0","EA","0.67000","0.37960"
"302-0260","1 PVC CLAMPS","ELECT","","P","A","","0","EA","0.27000","0.13530"
"302-0270","1/2"" EMT CONDUIT","ELECT","","P","A","","0","FT","0.45000","0.23850"
"302-0280","1/2"" EMT CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.45000","0.23850"
"302-0290","3/4"" EMT CONDUIT","ELECT","","P","A","","0","FT","0.74000","0.40050"
"302-0300","3/4"" EMT CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.74000","0.40050"
"302-0310","1"" EMT CONDUIT","ELECT","","P","A","","0","FT","0.85000","0.48390"
"302-0320","1"" EMT CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.85000","0.48390"
"302-0330","1-1/4"" EMT CONDUIT","ELECT","","P","A","","0","FT","0.91000","0.52110"
"302-0340","1-1/4"" EMT CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.91000","0.52110"
"302-0350","1-1/2"" EMT CONDUIT","ELECT","","P","A","","0","FT","1.10000","0.64600"
"302-0360","1-1/2"" EMT CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.10000","0.64600"
"302-0370","1/2"" RIGID CONDUIT","ELECT","","P","A","","0","FT","1.78000","0.94990"
"302-0380","1/2"" RIGID CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.78000","0.94990"
"302-0390","3/4"" RIGID CONDUIT","ELECT","","P","A","","0","FT","1.50000","1.20070"
"302-0400","3/4"" RIGID CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.50000","1.20070"
"302-0410","1"" RIGID CONDUIT","ELECT","","P","A","","0","FT","1.85000","1.05800"
"302-0420","1"" RIGID CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.85000","1.05800"
"302-0430","1-1/4"" RIGID CONDUIT","ELECT","","P","A","","0","FT","3.94000","2.25000"
"302-0440","1-1/4"" RIGID CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","3.94000","2.25000"
"302-0445","3/8"" ALUMINUM GREENFIELD CONDUIT","ELECT","","P","A","","30","FT","0.63973","0.36556"
"302-0450","3/4"" ALUMINUM GREENFIELD CONDUIT","ELECT","","P","A","","78","FT","1.44690","0.82680"
"302-0460","1/2"" ALUMINUM GREENFIELD CONDUIT 100 FT BUNDLE","ELECT","","P","A","","-235","FT","1.76225","1.00700"
"302-0470","1/2"" CONDUIT HANGER","ELECT","","P","A","","0","EA","0.38000","0.16560"
"302-0480","1"" CONDUIT HANGER","ELECT","","P","A","","0","EA","0.42000","0.23500"
"302-0490","1"" RIGID HANGER","ELECT","","P","A","","0","EA","0.42000","0.23600"
"302-0500","3/4"" MINERALLAC HANGER","ELECT","","P","A","","0","EA","0.31000","0.17800"
"302-0510","3/4"" IMC CONDUIT","ELECT","","P","A","","0","FT","1.25000","0.48470"
"302-0520","3/4"" IMC CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.25000","0.48470"
"302-0530","1"" IMC CONDUIT","ELECT","","P","A","","0","FT","1.51000","0.86400"
"302-0540","1"" IMC CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.51000","0.86400"
"302-0550","3/8"" LIQUITITE CONDUIT","ELECT","","P","A","","0","FT","1.35891","0.77652"
"302-0560","3/8"" LIQUITITE CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.67000","0.37800"
"302-0570","1/2"" LIQUITITE CONDUIT","ELECT","","P","A","","-75","FT","1.93473","1.10556"
"302-0580","1/2"" LIQUITITE CONDUIT 100 FT BUNDLE","ELECT","","P","A","","200","FT","4.25058","2.42890"
"302-0590","3/4"" SEALTITE CONDUIT","ELECT","","P","A","","0","FT","0.84000","0.47800"
"302-0600","3/4"" SEALTITE CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.84000","0.47800"
"302-0610","1"" LIQUITITE CONDUIT","ELECT","","P","A","","0","FT","1.73000","1.08250"
"302-0620","1"" LIQUITITE CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.73000","1.08250"
"302-0621","3/4"" Heyco 8452 black conduit","ELECT","","P","A","","290","FT","2.79053","1.59459"
"302-0630","1/2"" PVC CONDUIT","ELECT","","P","A","","0","FT","0.49000","0.18750"
"302-0640","1/2"" PVC CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.49000","0.18750"
"302-0650","3/4"" PVC CONDUIT","ELECT","","P","A","","0","FT","0.41000","0.23550"
"302-0660","3/4"" PVC CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.41000","0.23550"
"302-0670","1"" PVC-40 CONDUIT","ELECT","","P","A","","0","FT","0.79000","0.31610"
"302-0680","1"" PVC-40 CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.79000","0.31610"
"302-0690","1-1/2"" PVC CONDUIT","ELECT","","P","A","","0","FT","1.06000","0.60780"
"302-0700","1-1/2"" PVC CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","1.06000","0.60780"
"302-0710","2"" PVC-40 CONDUIT","ELECT","","P","A","","0","FT","0.86000","0.49000"
"302-0720","2"" PVC-40 CONDUIT 100 FT BUNDLE","ELECT","","P","A","","0","FT","0.86000","0.49000"
"302-0730","3/4"" C CONDULET","ELECT","","P","A","","0","EA","12.58000","6.13000"
"302-0740","3/4"" C CONDULET 100 FT BUNDLE","ELECT","","P","A","","0","EA","12.58000","6.13000"
"302-0750","1/2"" CONDULET COVER","ELECT","","P","A","","0","EA","2.35000","0.99000"
"302-0760","3/4"" CONDULET COVER","ELECT","","P","A","","0","EA","3.32000","1.85000"
"302-0770","1"" CONDULET COVER","ELECT","","P","A","","0","EA","4.07000","1.25000"
"302-0780","1-1/4"" CONDULET COVER","ELECT","","P","A","","0","EA","5.29000","3.02000"
"302-0790","1/2"" CONDULET GASKET","ELECT","","P","A","","0","EA","2.35000","0.30780"
"302-0800","3/4"" CONDULET GASKET","ELECT","","P","A","","0","EA","2.66000","1.52000"
"302-0810","1"" CONDULET GASKET","ELECT","","P","A","","0","EA","3.21000","1.52000"
"302-0820","1-1/4"" CONDULET GASKET","ELECT","","P","A","","0","EA","4.43000","2.53000"
"302-0830","1/2 LB CONDULET","ELECT","","P","A","","0","EA","5.11000","2.92000"
"302-0840","3/4 LB CONDULET","ELECT","","P","A","","0","EA","8.94000","2.05000"
"302-0850","1 LB CONDULET","ELECT","","P","A","","0","EA","7.75000","2.25000"
"302-0860","1-1/4 LB CONDULET","ELECT","","P","A","","0","EA","23.31000","13.32000"
"302-0870","1/2 PVC LB CONDULET","ELECT","","P","A","","0","EA","4.17000","2.38000"
"302-0880","3/4 PVC LB CONDULET","ELECT","","P","A","","0","EA","4.17000","2.38000"
"302-0890","1 PVC LB CONDULET","ELECT","","P","A","","0","EA","4.59000","2.62000"
"302-0900","2 PVC LB CONDULET","ELECT","","P","A","","0","EA","13.55000","7.73750"
"302-0910","3/4 LL CONDULET","ELECT","","P","A","","0","EA","10.50000","6.00000"
"302-0920","3/4 LR CONDULET","ELECT","","P","A","","0","EA","10.50000","6.00000"
"302-0930","3/4 STR THRU CONDULET","ELECT","","P","A","","0","EA","6.51000","3.72000"
"302-0940","1 STRAIGHT THRU CONDULET","ELECT","","P","A","","0","EA","9.45000","5.40000"
"302-0950","1/2 T CONDULET","ELECT","","P","A","","0","EA","6.59000","3.76600"
"302-0960","3/4 T CONDULET","ELECT","","P","A","","0","EA","14.04000","8.34000"
"302-0970","1 T CONDULET","ELECT","","P","A","","0","EA","13.84000","7.91000"
"302-0980","1-1/4 T CONDULET","ELECT","","P","A","","0","EA","28.95000","16.54000"
"302-0990","1/2 T PVC CONDULET","ELECT","","P","A","","0","EA","4.06000","3.18000"
"302-1000","3/4 X CONDULET","ELECT","","P","A","","0","EA","16.26000","7.71000"
"302-1010","1 X CONDULET","ELECT","","P","A","","0","EA","26.13000","14.41000"
"302-1020","1-1/4 X CONDULET","ELECT","","P","A","","0","EA","20.92000","11.95000"
"302-1030","1/2 STR THRU CONDULET","ELECT","","P","A","","0","EA","3.94000","2.25000"
"302-1040","1/2"" ONE HOLE STRAP","ELECT","","P","A","","0","EA","0.27000","0.15710"
"302-1050","1/2"" TWO HOLE STRAP","ELECT","","P","A","","25","EA","0.07000","0.03720"
"302-1060","3/4"" ONE HOLE STRAP","ELECT","","P","A","","0","EA","0.23333","0.13333"
"302-1070","3/4"" TWO HOLE STRAP","ELECT","","P","A","","0","EA","0.10000","0.05850"
"302-1080","1"" ONE HOLE EMT STRAPS","ELECT","","P","A","","0","EA","0.27000","0.23450"
"302-1090","1"" ONE HOLE RIGID STRAP","ELECT","","P","A","","0","EA","0.42000","0.34000"
"302-1100","1-1/4"" ONE HOLE CONDUIT STRAP","ELECT","","P","A","","0","EA","0.50000","0.28770"
"302-1110","1-1/4"" TWO HOLE CONDUIT STRAP","ELECT","","P","A","","0","EA","0.24000","0.13810"
"302-1120","1-1/2"" EMT TWO HOLE STRAPS","ELECT","","P","A","","0","EA","0.24000","0.11900"
"302-1130","2"" TWO HOLE CONDUIT STRAP","ELECT","","P","A","","0","EA","0.24000","0.25170"
"302-1140","MC-BX STRAP 890-MC","ELECT","","P","A","","0","EA","0.28000","0.14230"
"302-1150","3M STD CABLE TIES/NYLON","ELECT","","P","A","","200","EA","0.27000","0.25980"
"303-0100","1/2"" BELL BOX","ELECT","","P","A","","0","EA","6.25000","3.57420"
"303-0110","3/4"" BELL BOX","ELECT","","P","A","","0","EA","7.10000","4.05920"
"303-0120","4"" X 4"" X 1/2"" BELL BOX (UTILITY)","ELECT","","P","A","","0","EA","9.12000","5.21000"
"303-0130","6"" X 6"" X 3/4"" BELL BOX","ELECT","","P","A","","0","EA","14.77000","8.44000"
"303-0140","6"" X 6"" X 1/2"" BELL BOX","ELECT","","P","A","","0","EA","19.99000","11.42000"
"303-0145","2x4 bell box cover 5173-0 sg wp","ELECT","","P","A","","39","EA","1.36771","0.78155"
"303-0150","RACO 5320-0 1G WP BX W/3-1/2 HUBS","ELECT","","P","A","","46","EA","15.03731","8.59275"
"303-0151","RACO 5330-0 WP BX W/ 3/4 HUBS","ELECT","","P","A","","6","EA","7.98980","4.56560"
"303-0153","RACO 650 Handy Box 4x2 1-1/2DP 1/2KO","ELECT","","P","A","20","50","EA","7.14693","4.08396"
"303-0155","Eagle S2983 bell box cover","ELECT","","P","A","","0","EA","0.00000","4.86000"
"303-0160","4"" X 4"" BELL BOX COVER","ELECT","","P","A","","0","EA","0.65000","1.34000"
"303-0170","6"" X 6"" BELL BOX COVER","ELECT","","P","A","","0","EA","3.73000","2.13000"
"303-0180","RACO 5128-0 SP 20A 277VAC SW&WP CVR","ELECT","","P","A","","56","EA","74.03463","42.30550"
"303-0190","1-1/4"" DEEP HANDY BOXES","ELECT","","P","A","","0","EA","1.62000","0.95440"
"303-0200","1-1/2"" X 5"" X 1/2"" HANDY BOX","ELECT","","P","A","","0","EA","1.62000","0.56580"
"303-0210","RACO 660 1-7/8D HANDY BOX 1/2 KO","ELECT","","P","A","","33","EA","5.99095","3.42340"
"303-0211","RACO 666 1 7/8"" deep handy box 3/4"" knockout","ELECT","","P","A","","48","EA","18.65938","10.66250"
"303-0215","RACO 3 1/2 x 3 1/2 Handy box","ELECT","","P","A","","0","EA","7.89217","4.50981"
"303-0220","4"" X 4"" X 1/2"" HANDY BOX","ELECT","","P","A","","0","EA","0.92314","0.52751"
"303-0230","4"" X 4"" HANDY BOX COVER","ELECT","","P","A","","0","EA","0.51000","0.29000"
"303-0240","RACO 860 BLANK HANDY BOX COVER","ELECT","","P","A","","87","EA","1.83803","1.05030"
"303-0250","HANDY BOX SWITCH COVER","ELECT","","P","A","","0","EA","0.44000","0.25200"
"303-0260","6"" X 6"" WEATHERPROOF HOFFMAN BOX","ELECT","","P","A","","0","EA","27.44000","15.68000"
"303-0270","A8R86 HOFFMAN ELECTRIC BOX","ELECT","","P","A","","0","EA","35.00000","20.00000"
"303-0280","SQUARE D 20 AMP BREAKER","ELECT","","P","A","","0","EA","12.22000","6.98500"
"303-0290","SQUARE D 25 AMP BREAKER","ELECT","","P","A","","0","EA","21.40000","6.50000"
"303-0298","3/8"" Heyco Bushing","ELECT","","P","A","","1,567","EA","0.10500","0.06000"
"303-0300","1/2"" PLASTIC BUSHING","ELECT","","P","A","","556","EA","0.47425","0.27100"
"303-0303","5/8"" Heyco Bushing","ELECT","","P","A","","280","EA","0.26128","0.14930"
"303-0310","3/4"" PLASTIC BUSHING","ELECT","","P","A","","0","EA","0.28711","0.16406"
"303-0313","7/8"" Heyco Bushing","ELECT","","P","A","","3,253","EA","0.35280","0.20160"
"303-0320","1"" PLASTIC BUSHING","ELECT","","P","A","","0","EA","0.41000","0.10000"
"303-0330","1-1/4"" PLASTIC BUSHINGS","ELECT","","P","A","","0","EA","0.62000","0.25000"
"303-0340","1-1/2"" PLASTIC BUSHING","ELECT","","P","A","","0","EA","0.83000","0.47000"
"303-0350","2"" PLASTIC BUSHING","ELECT","","P","A","","0","EA","1.00000","0.29000"
"303-0360","#11 MULTI 3/8"" PORCELAIN BUSHING","ELECT","","P","A","","0","EA","1.31000","0.74770"
"303-0370","#20 MULTI 1/2"" PORCELAIN BUSHING","ELECT","","P","A","","0","EA","1.92000","1.09590"
"303-0380","3/4"" TO 1/2"" REDUCER BUSHING","ELECT","","P","A","","0","EA","1.21000","0.69240"
"303-0390","1"" TO 1/2"" REDUCER BUSHING","ELECT","","P","A","","0","EA","0.19000","0.10660"
"303-0400","1"" TO 3/4"" REDUCER BUSHING","ELECT","","P","A","","0","EA","1.87000","0.84000"
"303-0410","1-1/4"" TO 1/2"" REDUCER BUSHING","ELECT","","P","A","","0","EA","3.70000","2.11380"
"303-0420","1-1/4"" TO 3/4"" REDUCER BUSHING","ELECT","","P","A","","0","EA","3.50000","2.00000"
"303-0430","1-1/4"" TO 1"" REDUCER BUSHING","ELECT","","P","A","","0","EA","3.50000","1.99790"
"303-0440","1-1/2"" TO 3/4"" REDUCER BUSHING","ELECT","","P","A","","0","EA","4.38000","2.50000"
"303-0450","1-1/2"" TO 1"" REDUCER BUSHING","ELECT","","P","A","","0","EA","4.55000","2.60000"
"303-0460","1-1/2"" TO 1"" REDUCER BUSHING","ELECT","","P","A","","0","EA","3.22000","1.84000"
"303-0470","1-1/2"" TO 1/2"" REDUCER BUSHING","ELECT","","P","A","","0","EA","0.42000","0.23950"
"303-0480","#12 FEMALE CONNECTOR","ELECT","","P","A","","0","EA","0.22000","0.11260"
"303-0490","#12 MALE CONNECTOR","ELECT","","P","A","","0","EA","0.24000","0.13760"
"303-0500","2RB14X 16-14 BLUE BUTT CONN","ELECT","","P","A","","0","EA","0.21000","0.11720"
"303-0510","#12 INSULATED BUTT SPLICE","ELECT","","P","A","","0","EA","0.28000","0.16000"
"303-0520","BXL CABLE CONNECTORS/ARMOR","ELECT","","P","A","","0","EA","0.71572","0.40898"
"303-0530","3M CRIMP CONNECTORS","ELECT","","P","A","","0","EA","0.19000","0.10720"
"303-0540","1/2"" EMT CONNECTOR","ELECT","","P","A","","0","EA","0.28000","0.23300"
"303-0550","3/4"" EMT CONNECTOR","ELECT","","P","A","","0","EA","0.62000","0.37260"
"303-0560","1"" EMT CONNECTOR","ELECT","","P","A","","0","EA","1.01000","0.47100"
"303-0570","1-1/4"" EMT COMPRESSION CONNECTOR","ELECT","","P","A","","0","EA","3.50000","2.00000"
"303-0580","Y CONNECTORS FOR U/L WIRING","ELECT","","P","A","","0","EA","1.64593","0.94053"
"303-0581","#10 eyelet - 60042 Ring Tongue","ELECT","","P","A","","2,458","EA","0.95736","0.54706"
"303-0582","1/2"" Eyelet","ELECT","","P","A","","0","EA","0.00000","0.29000"
"303-0590","3/4"" GALVANIZED CONNECTOR","ELECT","","P","A","","0","EA","4.76000","1.20390"
"303-0600","3/8"" GREENFIELD CONNECTOR","ELECT","","P","A","","0","EA","0.61537","0.35164"
"303-0610","1/2"" GREENFIELD CONNECTOR BRDGPORT 520-DC2","ELECT","","P","A","","404","EA","1.36194","0.77825"
"303-0611","3/4"" GREENFIELD CONNECTOR BRDGPORT 521-DC2","ELECT","","P","A","","34","EA","1.93226","1.10415"
"303-0612","HEYCO 8495 Snap In Connector","ELECT","","P","A","","971","EA","1.43078","0.81759"
"303-0620","HVC1000 HIGH VOLTAGE CONNECTOR","ELECT","","P","A","","0","EA","9.46000","5.62500"
"303-0630","PPKHVC HIGH VOLTAGE CONNECTOR","ELECT","","P","A","","0","EA","9.52000","4.58000"
"303-0640","3/8"" SEALTITE CONNECTOR","ELECT","","P","A","","0","EA","2.63000","1.38000"
"303-0650","1/2"" LIQUITITE SEALTITE MALE CONNECTOR - STRAIGHT - RACO #3402","ELECT","","P","A","","212","EA","5.11845","2.92483"
"303-0660","3/4"" LIQUITITE CONNECTR","ELECT","","P","A","","0","EA","4.02000","2.29890"
"303-0670","1"" LIQUITITE CONNECTOR","ELECT","","P","A","","0","EA","5.45000","3.11000"
"303-0680","1"" SEALTITE CONNECTOR","ELECT","","P","A","","0","EA","5.55000","3.17000"
"303-0690","1/2"" PVC CONNECTOR","ELECT","","P","A","","0","EA","0.37783","0.21590"
"303-0700","3/4"" PVC CONNECTOR","ELECT","","P","A","","0","EA","0.63000","0.38170"
"303-0710","1"" PVC CONNECTOR","ELECT","","P","A","","0","EA","0.88000","0.50500"
"303-0720","101B 4 QUICK CONNECT","ELECT","","P","A","","0","EA","2.09000","1.19200"
"303-0730","101D 8 QUICK CONNECT","ELECT","","P","A","","0","EA","2.61000","1.49000"
"303-0740","2 QUICK CONNECT W/LCKNUT","ELECT","","P","A","","0","EA","1.64000","0.93000"
"303-0750","6 QUICK CONNECT W/LCKNUT","ELECT","","P","A","","0","EA","2.32000","1.30000"
"303-0760","GREENFIELD QUICK CONNECTOR","ELECT","","P","A","","0","EA","1.31000","0.75000"
"303-0770","2"" GREENFIELD QUICK CONNECT","ELECT","","P","A","","0","EA","0.93000","0.52880"
"303-0780","3/8"" ROMEX CONNECTOR (SQUEEZE)","ELECT","","P","A","","1","EA","0.25000","0.12390"
"303-0790","3/8"" SPLIT BOLT CONNECTOR","ELECT","","P","A","","0","EA","5.03000","3.06500"
"303-0800","DV10-250-L DISCONNECT CONN","ELECT","","P","A","","0","EA","1.00000","0.56530"
"303-0810","MVU14-187DF 3M SPADE CONNECTOR","ELECT","","P","A","","0","EA","0.41000","0.23240"
"303-0820","3/4"" 3-PC CONDUIT COUPLING","ELECT","","P","A","","0","EA","3.51000","2.00400"
"303-0830","1/2"" EMT COUPLING","ELECT","","P","A","","0","EA","0.48000","0.25460"
"303-0840","3/4"" EMT COUPLING","ELECT","","P","A","","0","EA","0.81000","0.43240"
"303-0850","1"" EMT COUPLING","ELECT","","P","A","","0","EA","1.22000","0.69640"
"303-0860","1/2"" ERICKSON COUPLING","ELECT","","P","A","","0","EA","2.68000","1.32840"
"303-0870","3/4"" ERICKSON COUPLING","ELECT","","P","A","","0","EA","3.44000","1.89030"
"303-0880","1"" ERICKSON COUPLING","ELECT","","P","A","","0","EA","5.46000","3.12000"
"303-0890","1/2"" RIGID COUPLING","ELECT","","P","A","","0","EA","1.53000","1.06650"
"303-0900","3/4"" GALVANIZED COUPLING","ELECT","","P","A","","0","EA","1.20000","0.74000"
"303-0910","1"" GALVANIZED COUPLING","ELECT","","P","A","","0","EA","1.92000","1.05000"
"303-0920","1-1/4"" GALVANIZED COUPLING","ELECT","","P","A","","0","EA","2.97000","1.40750"
"303-0930","2"" GALVANIZED COUPLING","ELECT","","P","A","","0","EA","3.43000","1.96000"
"303-0940","1/2"" PVC COUPLING","ELECT","","P","A","","0","EA","0.28000","0.16250"
"303-0950","3/4"" PVC COUPLING","ELECT","","P","A","","0","EA","0.35000","0.20040"
"303-0960","1"" PVC COUPLING","ELECT","","P","A","","7","EA","0.50000","0.28330"
"303-0970","1-1/2"" PVC COUPLING","ELECT","","P","A","","0","EA","1.24000","0.57000"
"303-0980","1/2"" 90-DEG. EMT ELBOW","ELECT","","P","A","","0","EA","4.46000","2.55080"
"303-0990","1"" GALVANIZED 90-DEG. ELBOW","ELECT","","P","A","","0","EA","6.08000","3.47500"
"303-1000","1-1/4"" GALVANIZED 90-DEG. ELBOW","ELECT","","P","A","","0","EA","8.31000","4.73800"
"303-1010","3/8"" 45-DEG. GREENFIELD CONNECTOR","ELECT","","P","A","","0","EA","3.24000","1.85210"
"303-1020","3/8"" 90-DEG. GREENFIELD CONNECTOR","ELECT","","P","A","","0","EA","1.32000","0.75650"
"303-1030","1/2"" 90-DEG. GREENFIELD CONNECTOR BRDGPORT 804-DC2","ELECT","","P","A","","88","EA","3.00125","1.71500"
"303-1040","1/2"" PULLING ELBOW","ELECT","","P","A","","0","EA","2.28000","1.80000"
"303-1050","3/4"" PULLING ELBOW","ELECT","","P","A","","0","EA","4.81000","2.75000"
"303-1060","1"" PULLING ELBOW","ELECT","","P","A","","0","EA","5.96000","1.12000"
"303-1070","1/2"" PVC 90-DEG. ELBOW","ELECT","","P","A","","0","EA","1.04000","0.59500"
"303-1080","3/4"" PVC 90-DEG. ELBOW","ELECT","","P","A","","0","EA","1.20000","0.66510"
"303-1090","1"" PVC 90-DEG. ELBOW","ELECT","","P","A","","4","EA","1.70000","0.97000"
"303-1100","1-1/2"" PVC 90-DEG. ELBOW","ELECT","","P","A","","0","EA","2.61000","1.34000"
"303-1110","3/8"" 90-DEG. SEALTIGHT ELBOW","ELECT","","P","A","","0","EA","5.83000","3.44000"
"303-1120","1/2"" 45-DEG. SEALTIGHT ELBOW","ELECT","","P","A","","0","EA","3.63000","2.48720"
"303-1130","1/2"" 90-DEG. SEALTIGHT ELBOW","ELECT","","P","A","","68","EA","5.55660","3.17520"
"303-1140","1/2"" HUB","ELECT","","P","A","","0","EA","7.88000","4.50000"
"303-1150","3/4"" REMOVABLE HUB","ELECT","","P","A","","0","EA","9.45000","5.40000"
"303-1160","1"" HUB","ELECT","","P","A","","0","EA","10.54000","6.02000"
"303-1170","1-1/4"" HUB","ELECT","","P","A","","0","EA","9.45000","5.40000"
"303-1180","2"" HUB","ELECT","","P","A","","0","EA","20.18000","11.53000"
"303-1190","1-1/2"" HUB","ELECT","","P","A","","0","EA","10.07000","5.75000"
"303-1200","1/4"" LOCK NUT","ELECT","","P","A","","0","EA","0.02000","0.01280"
"303-1210","3/8"" LOCK NUT","ELECT","","P","A","","0","EA","0.30000","0.15000"
"303-1220","1/2"" LOCK NUT","ELECT","","P","A","","249","EA","0.51161","0.29235"
"303-1230","3/4"" LOCK NUT","ELECT","","P","A","","0","EA","0.43000","0.11630"
"303-1240","1"" LOCK NUT","ELECT","","P","A","","247","EA","1.23025","0.70300"
"303-1250","1-1/4"" LOCK NUT","ELECT","","P","A","","0","EA","0.97000","0.18500"
"303-1260","1-1/2"" LOCK NUT","ELECT","","P","A","","125","EA","2.20929","1.26245"
"303-1270","2"" LOCK NUT","ELECT","","P","A","","0","EA","1.39000","0.26500"
"303-1280","1/2"" CHASE NIPPLE","ELECT","","P","A","","303","EA","1.61263","0.92150"
"303-1290","1/2"" CLOSE NIPPLE","ELECT","","P","A","","0","EA","1.47000","0.61070"
"303-1300","1/2"" OFFSET NIPPLE","ELECT","","P","A","","0","EA","1.58000","0.90000"
"303-1310","3/4"" CHASE NIPPLE","ELECT","","P","A","","0","EA","0.69000","0.38800"
"303-1320","3/4"" CLOSE NIPPLE","ELECT","","P","A","","0","EA","1.59000","0.72360"
"303-1330","1"" CHASE NIPPLE","ELECT","","P","A","","108","EA","5.75829","3.29045"
"303-1340","1"" CLOSE NIPPLE","ELECT","","P","A","","0","EA","1.24000","0.71000"
"303-1350","1"" OFFSET NIPPLE","ELECT","","P","A","","0","EA","1.86000","0.83000"
"303-1355","1 1/2"" CHASE NIPPLE 1106-DC","ELECT","","P","A","","126","EA","16.69255","9.53860"
"303-1360","2"" CLOSE NIPPLE","ELECT","","P","A","","0","EA","2.07000","1.60000"
"303-1370","1/2"" X 2"" GALVANIZED NIPPLE","ELECT","","P","A","","0","EA","0.79000","0.45320"
"303-1380","1/2"" X 1-1/2"" GALVANIZED NIPPLE","ELECT","","P","A","","0","EA","0.63000","0.32000"
"303-1390","1/2"" X 3"" GALVANIZED NIPPLE","ELECT","","P","A","","0","EA","0.97000","0.55560"
"303-1400","1/2"" X 4"" GALVANIZED NIPPLE","ELECT","","P","A","","0","EA","1.16000","0.66000"
"303-1410","3/4"" X 4"" GALVANIZED NIPPLE","ELECT","","P","A","","0","EA","2.24000","1.28000"
"303-1420","3/4"" X 6"" GALVANIZED NIPPLE","ELECT","","P","A","","0","EA","2.49000","1.41500"
"303-1430","1/2"" X 4-1/2"" PIPE NIPPLE","ELECT","","P","A","","0","EA","1.37000","0.78830"
"303-1435","Paige Wall Busters","ELECT","","P","A","","204","EA","10.51750","6.01000"
"303-1440","12 PASS-THRU","ELECT","","P","A","","0","EA","7.18000","4.10000"
"303-1450","16 ALUMINUM PASS-THRU","ELECT","","P","A","","0","EA","9.19000","5.24940"
