"Part Nbr","Description","Inv Type","Sales Code","Lead Code","Engr Status","Whse Location","Qty On Hand","UOM","List Price","Acctg Cost"
"303-1460","18 PASS-THRU","ELECT","","P","A","","0","EA","7.16000","4.09000"
"303-1470","24 PASS-THRU","ELECT","","P","A","","0","EA","16.47000","9.13880"
"303-1480","1/2"" THREADED PIPE CAP","ELECT","","P","A","","0","EA","1.07000","0.61000"
"303-1490","3/4"" THREADED PIPE CAP","ELECT","","P","A","","0","EA","1.46000","0.83000"
"303-1500","1-1/2"" BLUNDER PLUG","ELECT","","P","A","","0","EA","0.75000","0.17830"
"303-1510","1/2"" BLUNDER PLUG","ELECT","","P","A","","0","EA","0.49513","0.28293"
"303-1520","3/4"" BLUNDER PLUG","ELECT","","P","A","","0","EA","0.25000","0.14440"
"303-1530","1"" BLUNDER PLUG","ELECT","","P","A","","0","EA","0.46000","0.26000"
"303-1540","CPA CONDUIT PLUG ASSEMBLY","ELECT","","P","A","","0","EA","4.95000","2.50000"
"303-1550","3/4"" DUMMY PLUG","ELECT","","P","A","","0","EA","0.27000","0.14440"
"303-1560","1"" DUMMY PLUG","ELECT","","P","A","","0","EA","0.49000","0.28000"
"303-1570","FEMALE DROP CORD PLUG IN","ELECT","","P","A","","0","EA","16.22000","9.41600"
"303-1580","MALE DROP CORD PLUG IN","ELECT","","P","A","","0","EA","10.38000","5.92900"
"303-1590","1/2"" PVC TERMINAL ADAPTER","ELECT","","P","A","","0","EA","0.46000","0.14500"
"303-1600","3/4"" PVC TERMINAL ADAPTER","ELECT","","P","A","","0","EA","0.63000","0.35150"
"303-1610","1"" PVC TERMINAL ADAPTER","ELECT","","P","A","","0","EA","0.81000","0.44330"
"303-1620","3/4"" X 1/2"" REDUCER WASHER","ELECT","","P","A","","0","EA","0.27000","0.04060"
"303-1630","1"" X 1/2"" REDUCER WASHER","ELECT","","P","A","","0","EA","0.33250","0.19000"
"303-1640","1"" X 3/4"" REDUCER WASHER","ELECT","","P","A","","0","EA","0.35000","0.20000"
"303-1650","1-1/4"" X 1"" REDUCER WASHER","ELECT","","P","A","","0","EA","0.44000","0.24800"
"303-1660","2"" X 1/2"" REDUCER WASHER","ELECT","","P","A","","0","EA","0.57000","0.32760"
"303-1670","1/2"" WEATHER HEAD","ELECT","","P","A","","0","EA","4.17000","2.38000"
"303-1680","3/4"" WEATHER HEAD","ELECT","","P","A","","0","EA","6.47000","2.09000"
"303-1690","1"" WEATHER HEAD","ELECT","","P","A","","0","EA","7.60000","4.34000"
"304-0100","BLACK GOOSENECK REFLECT FIXTURE","ELECT","","P","A","","0","EA","105.00000","59.99000"
"304-0110","WHITE GOOSENECK REFLECT FIXTURE","ELECT","","P","A","","0","EA","105.00000","59.99000"
"304-0120","SSK-LSI-400W FIX/BLLST SPRKIT","ELECT","","P","A","","0","EA","447.74000","38.09000"
"304-0130","STN-296HO-120 STRIP FIXTURE","ELECT","","P","A","","0","EA","134.45000","67.22670"
"304-0140","JUNO BRONZE TRIM 12W ABZ","ELECT","","P","A","","0","EA","103.37250","59.07000"
"304-0150","JUNO TC1 HOUSING","ELECT","","P","A","","0","EA","47.02250","26.87000"
"305-0100","2202 ON-OFF FLASHER 2 CIRCUIT","ELECT","","P","A","","0","EA","75.08000","42.90000"
"305-0110","MODEL 3-6101 FLASHER","ELECT","","P","A","","0","EA","43.05000","24.60000"
"305-0120","30-01 FLASHER","ELECT","","P","A","","0","EA","69.30000","39.60000"
"305-0130","30-33 FLASHER","ELECT","","P","A","","0","EA","101.85000","58.20000"
"305-0140","30-A2 FLASHER","ELECT","","P","A","","0","EA","83.04000","47.45000"
"305-0150","30-S2 FLASHER","ELECT","","P","A","","0","EA","166.25000","95.00000"
"305-0160","30-S6 FLASHER 6 POINT","ELECT","","P","A","","0","EA","83.04000","96.50000"
"305-0170","30R-A2 FLASHER","ELECT","","P","A","","0","EA","39.38000","22.50000"
"305-0180","MODEL 30 TYPE 44 FLASHER","ELECT","","P","A","","0","EA","158.28000","87.23000"
"305-0190","LUTRON 1500 WATT DIMMING SWTCH","ELECT","","P","A","","0","EA","182.51000","104.29000"
"306-0100","72 SUPERBLUE LAMP","LAMPS","","P","A","","0","EA","57.00000","38.17500"
"306-0110","72 SUPERBLUE LAMP","LAMPS","","P","A","","0","EA","57.00000","38.17500"
"306-0115","40"" Light Bar with power supply","LAMPS","","P","A","","0","EA","207.90000","94.50000"
"306-0120","52/T3.25/XE12V CL/2000HWB","LAMPS","","P","A","","0","EA","0.88000","0.40000"
"306-0130","T3-1/4 13.5V WEDGEBASE (EDS)","LAMPS","","P","A","","0","EA","1.12000","0.38000"
"306-0140","5W WEDGEBASE BULBS","LAMPS","","P","A","","0","EA","0.70000","0.30680"
"306-0150","T3 1/4 WEDGEBASE 4W (WHITEWAY)","LAMPS","","P","A","","0","EA","1.75000","0.79500"
"306-0160","100 WATT FROSTED BULBS","LAMPS","","P","A","","0","EA","3.63000","1.65000"
"306-0170","100 WATT 130V IF LAMP","LAMPS","","P","A","","0","EA","2.00000","0.59250"
"306-0180","100A/Y-120V GE LAMPS","LAMPS","","P","A","","0","EA","2.80000","1.05000"
"306-0185","100A19/ TS 220 /240V Clear 29395A","LAMPS","","P","A","","0","EA","6.22600","2.83000"
"306-0190","10S11N 130V LAMP","LAMPS","","P","A","","0","EA","7.33000","3.33000"
"306-0200","10S11 CLEAR 115-125V","LAMPS","","P","A","","0","EA","2.76000","1.25300"
"306-0210","10S11N INTERMEDIATE FROSTED","LAMPS","","P","A","","0","EA","2.38000","1.08000"
"306-0220","10S14 CB BLUE 125V 130V","LAMPS","","P","A","","0","EA","2.49000","1.13000"
"306-0230","10S14 CG GREEN 115-125V","LAMPS","","P","A","","0","EA","2.58000","1.17000"
"306-0240","10S14 CLEAR BULBS 130V","LAMPS","","P","A","","0","EA","2.53000","1.15000"
"306-0250","10S14 CR RED 115-125V","LAMPS","","P","A","","0","EA","1.79000","0.81500"
"306-0260","10S14 IF 120V","LAMPS","","P","A","","0","EA","1.29800","0.59000"
"306-0270","10S14 ORANGE 125V","LAMPS","","P","A","","0","EA","2.22200","1.01000"
"306-0280","10S14 YELLOW 115-125V","LAMPS","","P","A","","0","EA","2.49000","1.13000"
"306-0290","11S14 CLEAR BULBS 125V","LAMPS","","P","A","","0","EA","1.37000","0.62000"
"306-0300","11S14 CLEAR BULBS 130V","LAMPS","","P","A","","0","EA","1.35000","0.94500"
"306-0310","11S14 BLUE BULBS","LAMPS","","P","A","","0","EA","2.12000","0.96000"
"306-0320","11S14 GREEN BULBS","LAMPS","","P","A","","0","EA","2.78000","1.26000"
"306-0330","11S14 INSIDE FROSTED 130V","LAMPS","","P","A","","0","EA","1.25000","0.57000"
"306-0340","11S14 ORANGE BULBS","LAMPS","","P","A","","0","EA","3.78000","1.72000"
"306-0350","11S14 WHITE 130V BULBS","LAMPS","","P","A","","0","EA","2.71000","1.23000"
"306-0360","11S14 YELLOW BULBS","LAMPS","","P","A","","0","EA","1.25000","0.57000"
"306-0370","150/IF-130V IF PS25 MED LAMP","LAMPS","","P","A","","0","EA","5.94000","2.97000"
"306-0380","15A15 CL BULBS","LAMPS","","P","A","","0","EA","3.67000","1.67000"
"306-0390","15A15 FROSTED 130V BULBS","LAMPS","","P","A","","0","EA","2.20000","0.98000"
"306-0400","15WS14 CLEAR 130V","LAMPS","","P","A","","0","EA","2.22200","1.01000"
"306-0410","200A GE 120V A23 MED LAMP","LAMPS","","P","A","","0","EA","2.52000","1.14500"
"306-0420","200A GE 130V A23 MED LAMP","LAMPS","","P","A","","0","EA","3.11000","1.40500"
"306-0430","200 IF LIGHT BULBS","LAMPS","","P","A","","0","EA","3.11000","1.40500"
"306-0440","25A/CB BLUE 115-125V","LAMPS","","P","A","","0","EA","2.51000","1.14000"
"306-0450","25A/CLEAR 130V","LAMPS","","P","A","","0","EA","2.50800","1.14000"
"306-0460","25A/G GREEN 115-125V","LAMPS","","P","A","","0","EA","2.51000","1.14000"
"306-0470","25 WATT YELLOW LAMP 120V","LAMPS","","P","A","","0","EA","2.88000","1.31000"
"306-0480","25A19 IF 130V LAMP","LAMPS","","P","A","","0","EA","2.47000","1.12100"
"306-0490","25A19 IF 130V LAMP","LAMPS","","P","A","","0","EA","1.65000","0.75000"
"306-0500","25F 15 WHITE/CANDLE","LAMPS","","P","A","","0","EA","2.14000","0.97000"
"306-0510","26A15CL CLEAR 120V","LAMPS","","P","A","","0","EA","3.70000","1.68000"
"306-0520","30A15CL CLEAR 130V","LAMPS","","P","A","","0","EA","4.21000","2.10000"
"306-0530","30A15 INSIDE FROSTED BULB","LAMPS","","P","A","","0","EA","2.86000","1.02000"
"306-0540","30R20 INSIDE FROSTED BULB","LAMPS","","P","A","","0","EA","7.80000","3.45890"
"306-0550","33A19CL CLEAR 130V","LAMPS","","P","A","","0","EA","2.73000","1.24000"
"306-0560","40A19/35IF 125-130V","LAMPS","","P","A","","0","EA","3.82800","1.74000"
"306-0570","40A99XL IF 130V LAMPS","LAMPS","","P","A","","0","EA","2.49000","1.13100"
"306-0580","40ATS TRAFFIC SIGNAL 125V","LAMPS","","P","A","","0","EA","2.85000","1.29700"
"306-0590","40A/Y YELLOW BULB","LAMPS","","P","A","","0","EA","3.20000","1.45350"
"306-0600","45R30 REFLECTOR FLOOD BULBS","LAMPS","","P","A","","0","EA","10.02000","4.55640"
"306-0610","60A-120V GE LAMP","LAMPS","","P","A","","0","EA","1.45000","0.60000"
"306-0620","60A21/G-120V GE LAMP","LAMPS","","P","A","","0","EA","4.36000","1.98000"
"306-0630","60A21/G-120V GE LAMP","LAMPS","","P","A","","0","EA","4.05000","1.84000"
"306-0640","60A21/R-120V GE LAMP","LAMPS","","P","A","","0","EA","4.04800","1.84000"
"306-0650","60A21/Y-120V LAMP","LAMPS","","P","A","","0","EA","4.48000","4.27000"
"306-0660","60G25 CL 125V BULBS (CASINO)","LAMPS","","P","A","","0","EA","4.40000","2.00000"
"306-0670","60W BUG LIGHT","LAMPS","","P","A","","0","EA","0.00000","4.27000"
"306-0680","60 WATT SHATTER PROOF HOLOGEN","LAMPS","","P","A","","0","EA","6.57800","2.99000"
"306-0685","Phillips Halogen 229112","LAMPS","","P","A","","0","EA","12.71600","5.78000"
"306-0690","65R30 REFLECTOR FLOOD BULBS","LAMPS","","P","A","","0","EA","12.36000","5.75000"
"306-0700","7-1/2 WATT S11 CLEAR","LAMPS","","P","A","","0","EA","1.10000","0.50000"
"306-0710","7-1/2 WATT S/11 WHITE","LAMPS","","P","A","","0","EA","1.87000","0.85000"
"306-0720","7-1/2 WATT S/CG 115-125","LAMPS","","P","A","","0","EA","1.87000","0.85000"
"306-0730","7-1/2 WATT S/CR 115-125","LAMPS","","P","A","","0","EA","1.87000","0.85000"
"306-0740","75R30 REFLECTOR FLOOD BULBS","LAMPS","","P","A","","0","EA","7.15000","3.25000"
"306-0750","75R40 REFLECTOR FLOOD BULBS","LAMPS","","P","A","","0","EA","10.78000","4.90000"
"306-0755","Chaser bulbs","LAMPS","","P","A","20","0","EA","11.22000","5.10000"
"306-0760","C250 S50 LAMP","LAMPS","","P","A","","0","EA","26.70800","12.14000"
"306-0770","C-7 VARIOUS COLORS 130V LAMPS","LAMPS","","P","A","","0","EA","0.71000","0.31500"
"306-0780","C-9 AMBER D28 INTERMED LAMPS","LAMPS","","P","A","","0","EA","0.85000","0.28000"
"306-0790","C-9 BLUE D28 INTERMED LAMPS","LAMPS","","P","A","","0","EA","0.85000","0.35000"
"306-0800","C-9 CLEAR D28 INTERMED LAMPS","LAMPS","","P","A","","0","EA","0.77000","0.28000"
"306-0810","C-9 GREEN D28 INTERMED LAMPS","LAMPS","","P","A","","0","EA","0.77000","0.35000"
"306-0820","C-9 RED D28 RED INTERMED LAMPS","LAMPS","","P","A","","0","EA","0.77000","0.35000"
"306-0830","D28 CLEAR INTERMED LAMPS","LAMPS","","P","A","","0","EA","0.77000","0.35000"
"306-0840","F13BX/SPX27 FLUORESCENT LAMP","LAMPS","","P","A","","0","EA","11.46000","3.21000"
"306-0850","F13BX/SPX41 FLUORESCENT LAMP","LAMPS","","P","A","","0","EA","5.50000","3.74320"
"306-0860","F13T5/CW 21 PREHT FLUOR LAMP","LAMPS","","P","A","","0","EA","8.51000","3.87000"
"306-0870","F13TT/35K OSRAM FLUOR LAMP","LAMPS","","P","A","","0","EA","12.23000","5.56000"
"306-0880","F18T12CW/HO LAMP","LAMPS","","P","A","","7","EA","15.88000","9.51000"
"306-0890","F18T12 D/HO LAMP","LAMPS","","P","A","","0","EA","15.88000","4.98000"
"306-0891","F18T12 DSN design lamp","LAMPS","","P","A","","0","EA","17.97000","8.17000"
"306-0900","F20T12WW LAMP","LAMPS","","P","A","","0","EA","5.70000","2.59000"
"306-0910","CF23EL/830/MED FLUORESCENT","LAMPS","","P","A","","0","EA","28.22000","12.82500"
"306-0920","F24T12CW/HO LAMP","LAMPS","","P","A","","42","EA","13.05000","6.47000"
"306-0930","F24T12D/HO LAMP","LAMPS","","P","A","","6","EA","15.27000","2.40000"
"306-0940","F26DBXT4/SPX35 FLOURESCENT","LAMPS","","P","A","","0","EA","23.65000","10.75000"
"306-0950","F30T12CWHO","LAMPS","","P","A","","41","EA","15.62000","6.29000"
"306-0960","F30T12D/HO LAMPS","LAMPS","","P","A","","0","EA","18.26000","4.01000"
"306-0970","F32T8/SP41 FLOURESCENT LAMP","LAMPS","","P","A","","0","EA","4.56000","2.18000"
"306-0980","F34T12CW LAMP","LAMPS","","P","A","","0","EA","3.01000","1.21700"
"306-0990","F36T12CW/HO LAMP","LAMPS","","P","A","","25","EA","14.81000","2.67000"
"306-1000","F36T12D/HO LAMP","LAMPS","","P","A","","0","EA","15.27000","2.59000"
"306-1010","F40/30BX 40 WATT FLUORESCNT","LAMPS","","P","A","","0","EA","30.69000","14.92830"
"306-1020","F40CW GE RAPID START LAMP","LAMPS","","P","A","","0","EA","4.10000","1.93000"
"306-1025","F40T12CW/HO LAMP","LAMPS","","P","A","","0","EA","6.85212","3.11460"
"306-1030","F40CW/U/6 GE U BENT","LAMPS","","P","A","","0","EA","16.67000","7.76500"
"306-1040","F40SP30/RS/WM LAMPS","LAMPS","","P","A","","0","EA","9.29000","4.21700"
"306-1050","F40 ARTIC COOL WHITES","LAMPS","","P","A","","0","EA","4.99000","2.28000"
"306-1060","F42T12CW/HO LAMP","LAMPS","","P","A","","4","EA","14.56000","2.97000"
"306-1070","F42T12D/HO LAMP","LAMPS","","P","A","","48","EA","16.32000","3.29000"
"306-1080","F48T12CW/HO LAMP","LAMPS","","P","A","","30","EA","17.99600","8.18000"
"306-1090","F48T12D/HO LAMPS","LAMPS","","P","A","","0","EA","12.98000","4.44000"
"306-1100","F60T12CW/HO LAMP","LAMPS","","P","A","","63","EA","9.13000","3.02000"
"306-1110","F60T12D/HO LAMP","LAMPS","","P","A","","54","EA","14.04000","3.06000"
"306-1120","F64T12CW/HO LAMP","LAMPS","","P","A","","32","EA","12.36000","3.55000"
"306-1130","F64T12D/HO LAMP","LAMPS","","P","A","","0","EA","6.60000","3.00000"
"306-1140","F72T12CW/HO LAMP","LAMPS","","P","A","","22","EA","22.37400","10.17000"
"306-1150","F72T12CW/VHO LAMP","LAMPS","","P","A","","0","EA","21.32000","5.47800"
"306-1160","F72T12D/HO LAMP","LAMPS","","P","A","","5","EA","12.98000","5.80000"
"306-1170","F72T12DV/HO LAMP","LAMPS","","P","A","","0","EA","38.04000","17.29000"
"306-1180","F84T12CW/HO LAMP","LAMPS","","P","A","","30","EA","16.69800","7.59000"
"306-1190","F84T12D/HO LAMP","LAMPS","","P","A","","23","EA","13.46000","5.73300"
"306-1200","F96T12/CW GE LAMP","LAMPS","","P","A","","0","EA","7.77000","2.47330"
"306-1210","F96T12CW/HO LAMP","LAMPS","","P","A","","19","EA","12.36000","8.39000"
"306-1220","F96T12CW/VHO LAMP","LAMPS","","P","A","","0","EA","24.88000","6.28870"
"306-1230","F96T12D/HO LAMP (DAYLIGHT HIGH OUTPUT)","LAMPS","","P","A","","0","EA","12.17000","2.49000"
"306-1240","F96T8TL841 LAMP","LAMPS","","P","A","","0","EA","27.21400","12.37000"
"306-1250","F108T12CW/HO LAMP","LAMPS","","P","A","","16","EA","42.46000","19.30000"
"306-1260","F108T12D/HO LAMP","LAMPS","","P","A","","11","EA","22.45000","10.09250"
"306-1270","F117T12CW/HO LAMP","LAMPS","","P","A","","11","EA","37.62000","17.10000"
"306-1280","F117T12D/HO LAMP","LAMPS","","P","A","","9","EA","31.13000","14.15000"
"306-1290","F120T12CW/HO LAMP/VOLTARC","LAMPS","","P","A","","30","EA","42.46000","19.30000"
"306-1300","F120T12D/HO LAMP","LAMPS","","P","A","","11","EA","22.45000","14.15000"
"306-1301","F17T8/TL830/Plus/Alto","LAMPS","","P","A","","0","EA","19.97600","9.08000"
"306-1302","F25T8/TL830/Plus/Alto","LAMPS","","P","A","","0","EA","19.97600","9.08000"
"306-1310","U6 120CW/HO LAMP","LAMPS","","P","A","","0","EA","34.75000","18.14000"
"306-1320","U6 120D/HO LAMP","LAMPS","","P","A","","0","EA","34.75000","18.14000"
"306-1330","U6 24CW/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","16.97830"
"306-1340","U6 24D/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","18.25500"
"306-1350","U6 36T12CW/HO LAMP","LAMPS","","P","A","","0","EA","52.64600","23.93000"
"306-1360","U6 36D/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","18.25500"
"306-1370","U6 36T12SGN/HO LAMP","LAMPS","","P","A","","0","EA","22.70000","14.10000"
"306-1380","U6 48CW/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","16.97830"
"306-1390","U6 48D/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","10.94000"
"306-1400","U6 60T12CWHO","LAMPS","","P","A","","0","EA","26.45000","19.39830"
"306-1410","U60 T12D/HO LAMPS","LAMPS","","P","A","","0","EA","26.25000","19.39830"
"306-1420","U6 72CW/HO LAMP","LAMPS","","P","A","","0","EA","26.45000","18.49080"
"306-1430","U6 72D/HO LAMP","LAMPS","","P","A","","0","EA","26.45000","18.49170"
"306-1440","U6 84CW/HO LAMP","LAMPS","","P","A","","0","EA","27.15000","20.06330"
"306-1450","U6 84D/HO LAMP","LAMPS","","P","A","","0","EA","27.15000","13.10000"
"306-1460","U6 96CW/HO LAMP","LAMPS","","P","A","","0","EA","53.24000","24.20000"
"306-1470","U6 96DHO LAMP","LAMPS","","P","A","","0","EA","27.15000","17.08330"
"306-1480","U9-120CWHO","LAMPS","","P","A","","0","EA","34.75000","23.99670"
"306-1490","U9 36CW/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","15.15170"
"306-1500","U9 36D/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","19.15670"
"306-1510","U9-48CWHO LAMP","LAMPS","","P","A","","0","EA","26.25000","15.15170"
"306-1520","U9-48DHO LAMP","LAMPS","","P","A","","0","EA","26.25000","12.84000"
"306-1530","U9 60CW/HO LAMPS","LAMPS","","P","A","","0","EA","26.25000","19.15670"
"306-1540","U9 60D/HO LAMPS","LAMPS","","P","A","","0","EA","26.25000","15.65830"
"306-1550","U9 72CW/HO LAMP","LAMPS","","P","A","","0","EA","26.25000","18.25420"
"306-1560","U9 84T12CW/HO","LAMPS","","P","A","","0","EA","28.05000","20.42170"
"306-1570","U9 84D/HO LAMP","LAMPS","","P","A","","0","EA","28.05000","17.96830"
"306-1580","U9 96T12CW/HO LAMP","LAMPS","","P","A","","0","EA","69.80600","31.73000"
"306-1590","U9 96D/HO LAMP","LAMPS","","P","A","","0","EA","28.05000","17.96830"
"306-1600","12mm Tecnolux Ruby","NEON","","P","A","","0","FT","0.00000","2.63455"
"306-1610","50PAR/FL/H-120V FLOOD LMP","LAMPS","","P","A","","0","EA","21.80000","9.91000"
"306-1620","50PAR/FL/H-130V FLOOD LMP","LAMPS","","P","A","","0","EA","20.49000","9.31270"
"306-1622","13mm Coated Ruby","NEON","","P","A","","0","FT","0.00000","0.55000"
"306-1630","54 WATT PAR HR FLOOD BULB","LAMPS","","P","A","","0","EA","13.20000","6.00000"
"306-1640","75 PAR/FL-115-125V","LAMPS","","P","A","","0","EA","10.73600","4.88000"
"306-1650","75 PAR/FL-130V LAMP","LAMPS","","P","A","","0","EA","14.52000","4.96000"
"306-1660","75R30 PAR/FL-130V LAMP R30 MED","LAMPS","","P","A","","0","EA","10.91000","4.96000"
"306-1670","90PAR/FL/H-FL25 FLOOD LMP","LAMPS","","P","A","","0","EA","10.87000","5.03000"
"306-1680","90PAR/FL/H-120V FLOOD LMP","LAMPS","","P","A","","0","EA","31.02000","14.10000"
"306-1690","90PAR/FL/H-130V FLOOD LMP","LAMPS","","P","A","","0","EA","10.88000","4.26330"
"306-1700","100 PAR/FL 120V LAMP","LAMPS","","P","A","","0","EA","11.00000","5.00000"
"306-1710","100 PAR/FL 130V LAMP","LAMPS","","P","A","","0","EA","14.41000","6.55000"
"306-1720","150 PAR/FL 120V LAMP","LAMPS","","P","A","","0","EA","7.69000","3.49500"
"306-1730","150 PAR/FL 130V LAMP","LAMPS","","P","A","","0","EA","11.54000","5.43500"
"306-1740","250KR38/FL 120-130V","LAMPS","","P","A","","0","EA","25.36600","11.53000"
"306-1750","PL13 TWIN-TUBE FLOURESCENT","LAMPS","","P","A","","0","EA","7.57000","1.25000"
"306-1760","H33GL-400/DX LAMP","LAMPS","","P","A","","0","EA","34.66000","15.58570"
"306-1770","H36GW-1000/DX LAMP","LAMPS","","P","A","","0","EA","65.25000","19.95000"
"306-1780","H37KC-250/DX LAMP","LAMPS","","P","A","","0","EA","38.85000","14.11750"
"306-1790","H39KC-175/DX LAMP","LAMPS","","P","A","","0","EA","21.89000","8.88860"
"306-1800","HR400DX33 GE LAMP","LAMPS","","P","A","","0","EA","47.35000","16.12500"
"306-1810","HR1000 DX 36 GE LAMP","LAMPS","","P","A","","0","EA","102.08000","48.72000"
"306-1820","HR100DX38 LAMP","LAMPS","","P","A","","0","EA","81.31000","36.96000"
"306-1830","HR175DX39 GE LAMP","LAMPS","","P","A","","0","EA","33.19000","6.95000"
"306-1840","HR250DX37 GE LAMP","LAMPS","","P","A","","0","EA","66.02000","27.20000"
"306-1850","HIT 150W/G12/UVS/4K BULB","LAMPS","","P","A","","0","EA","108.47000","46.20000"
"306-1860","GP109 100 SCKT STRING W/BULBS","LAMPS","","P","A","","0","EA","138.60000","63.00000"
"306-1870","LU35/MED GE LAMP","LAMPS","","P","A","","0","EA","51.93000","23.61000"
"306-1880","LU50/MED GE LAMP","LAMPS","","P","A","","0","EA","53.13000","17.89000"
"306-1885","Signbrite 250w induction light","LAMPS","","P","A","","0","EA","330.00000","150.00000"
"306-1890","LU70/MED GE LAMP","LAMPS","","P","A","","0","EA","43.97000","12.51000"
"306-1900","LU100/MED GE LAMP","LAMPS","","P","A","","0","EA","40.30000","26.86000"
"306-1905","LU100/MOGUL GE LAMP","LAMPS","","P","A","","0","EA","11.57200","5.26000"
"306-1910","LU150 HIGH PRESS SODIUM","LAMPS","","P","A","","0","EA","45.00000","10.40000"
"306-1915","LU150 MOGUL BASE HIGH PRESSURE SODIUM","LAMPS","","P","A","","0","EA","16.03800","7.29000"
"306-1920","LU200 HIGH PRESS SODIUM","LAMPS","","P","A","","0","EA","119.16000","39.76000"
"306-1930","LU250 HIGH PRESS SODIUM","LAMPS","","P","A","","0","EA","39.35000","13.18000"
"306-1940","LU400 HIGH PRESS SODIUM","LAMPS","","P","A","","0","EA","38.14000","10.40000"
"306-1950","LU1000 HIGH PRESSURE SOD","LAMPS","","P","A","","0","EA","124.94000","49.94000"
"306-1960","LU1000 G E LAMP","LAMPS","","P","A","","0","EA","109.86800","49.94000"
"306-1965","MH250 U LAMP","LAMPS","","P","A","","1","EA","31.02000","14.10000"
"306-1970","MH400 LAMP","LAMPS","","P","A","20","1","EA","62.30400","14.00000"
"306-1980","MH400/C/U COATED BULB","LAMPS","","P","A","","0","EA","47.05800","21.39000"
"306-1985","MH1000W bulb","LAMPS","","P","A","20","0","EA","58.71800","26.69000"
"306-1990","400 HOR LAMP","LAMPS","","P","A","","0","EA","29.85400","13.57000"
"306-2000","MH 70W/U/PS MEDIUM BASE","LAMPS","","P","A","","0","EA","43.08000","19.58000"
"306-2010","MH175/4 CLEAR LAMP","LAMPS","","P","A","","0","EA","89.45200","40.66000"
