"06 NOV 2025","16:26:52","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/17 through 10/31/18",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"8716","08/06/18","PRMT","2621","MMC CONTRACTORS","0.00","39.08","-39.08","","","JOEP","","","","","","DEFAULT","MMC Contractors ","DES MOINES","IA",
"8717","10/23/18","PRMT","49300","GIT N GO CONVENIENCE STORES","0.00","39.08","-39.08","","","JOEP","","","","","","30","GIT N´ GO #27","DES MOINES","IA",
"8720","07/27/18","PRMT","74600","MID COUNTRY MACHINERY  INC.","0.00","39.08","-39.08","","","JOEP","","","","","","1","MID COUNTRY MACHINERY, INC.","BONDURANT","IA",
"8727","07/06/18","PRMT","5330","SMASH PARK","0.00","29.32","-29.32","","","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"8746","08/25/18","PRMT","5300","AMERICAN STATE BANK","0.00","355.45","-355.45","","","JOEP","","","","","","2","AMERICAN STATE BANK","OSCEOLA","IA",
"8765","10/29/18","PRMT","5186","LLOYD COMPANIES","0.00","78.18","-78.18","","245.50","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"8783","08/31/18","PRMT","5330","SMASH PARK","0.00","39.08","-39.08","","","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"8786","08/28/18","PRMT","5342","CREAMERY OF POLK CITY","0.00","39.08","-39.08","","185.00","JOEP","","","","","","DEFAULT","CREAMERY OF POLK CITY","POLK CITY","IA",
"8789","09/21/18","PRMT","4254","LOF-XPRESS OIL CHANGE","0.00","19.55","-19.55","","","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","AMES","IA",
"8794","10/24/18","PRMT","5346","SOLACE DENTAL","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","SOLACE DENTAL","URBANDALE","IA",
"8795","09/05/18","PRMT","5347","EUROFINS SCIENTIFIC INC.","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","EUROFINS","DES MOINES","IA",
"8808","10/07/18","PRMT","5388","MED PHARM IOWA","0.00","29.32","-29.32","","","JOEP","","","","","","1","MEDPHARM","WINDSOR HEIGHTS","IA",
"8834","10/05/18","PRMT","5364","GRANULAR","0.00","78.16","-78.16","","209.10","JOEP","","","","","","DEFAULT","GRANULAR","JOHNSTON","IA",
"8854","10/31/18","PRMT","5370","MIDWEST MATTRESS","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","MIDWEST MATTRESS","DES MOINES","IA",
"8863","10/23/18","PRMT","5320","CITY OF DES MOINES REAL ESTATE DIVISION","0.00","39.08","-39.08","","207.50","JOEP","","","","","","3","HOME 2 HOME CONSIGNMENT","DES MOINES","IA",
"","","PRMT","","Product Totals","5280.00","1859.40","3420.60","64.78","4843.65","JOEP",

"8132-2","11/22/17","PYLON","3488","ELDER CORPORATION","8125.00","3466.07","4658.93","57.34","","JOEP","","","","","","1","DES MOINES INTERNATIONAL AIRPORT ECONOMY PARKING LOT 4 /","DES MOINES","IA",
"8327","01/08/18","PYLON","5179","JOE FISHER","1359.93","863.73","496.20","36.49","","JOEP","","","","","","1","SUBWAY - JOE FISHER","STORY CITY","IA",
"8423","01/23/18","PYLON","4156","CENTRAL BANK","236.81","95.47","141.34","59.68","","JOEP","","","","","","DEFAULT","CENTRAL BANK","DES MOINES","IA",
"8507","02/11/18","PYLON","4348","SPOTFREE CAR WASH","1564.15","815.91","748.24","47.84","","JOEP","","","","","","DEFAULT","SPOTFREE CAR WASH","DES MOINES","IA",
"8634","06/18/18","PYLON","5228","GUTHRIE COUNTY STATE BANK","3301.59","2552.51","749.08","22.69","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8634","06/18/18","PYLON","5228","GUTHRIE COUNTY STATE BANK","1894.22","538.26","1355.96","71.58","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8634","06/18/18","PYLON","5228","GUTHRIE COUNTY STATE BANK","971.06","654.33","316.73","32.62","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8634","06/18/18","PYLON","5228","GUTHRIE COUNTY STATE BANK","800.77","41.17","759.60","94.86","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8634","06/18/18","PYLON","5228","GUTHRIE COUNTY STATE BANK","205.08","124.49","80.59","39.30","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8704","07/31/18","PYLON","5320","CITY OF DES MOINES REAL ESTATE DIVISION","1197.66","240.76","956.90","79.90","","JOEP","","","","","","1","EASTEND LIQUOR","DES MOINES","IA",
"8793","09/19/18","PYLON","5345","GRAND 1350 LLC","9592.38","4976.27","4616.11","48.12","","JOEP","","","","","","1","NORTH GRAND MALL","AMES","IA",
"","","PYLON","","Product Totals","29248.65","14368.97","14879.68","50.87","0.00","JOEP",

"8447","05/18/18","REPFCE","4068","GRL PROPERTIES  LLC","13922.73","6844.70","7078.03","50.84","","JOEP","","","","","","1","VILLAGE OF PONDEROSA","WEST DES MOINES","IA",
"8457","01/26/18","REPFCE","3396","IOWA EVENTS CENTER","1190.88","623.22","567.66","47.67","","JOEP","","","","","","1","WELLS FARGO ARENA","DES MOINES","IA",
"8500","02/11/18","REPFCE","5243","ABSOLUTE PERFORMANCE THERAPY","1093.90","499.20","594.70","54.37","155.00","JOEP","","","","","","DEFAULT","ABSOLUTE PERFORMANCE THERAPY","WAUKEE","IA",
"8582","05/21/18","REPFCE","3082","ALL CREATURES SMALL","857.00","486.44","370.56","43.24","","JOEP","","","","","","DEFAULT","ALL CREATURES SMALL","INDIANOLA","IA",
"8634","06/18/18","REPFCE","5228","GUTHRIE COUNTY STATE BANK","4300.35","2153.97","2146.38","49.91","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8654","07/18/18","REPFCE","4973","SDDI SIGNS","1470.03","1174.26","295.77","20.12","","JOEP","","","","","","1","CONFLUENCE","DES MOINES","IA",
"8672","06/08/18","REPFCE","5282","ORANGE LEAF","813.03","325.81","487.22","59.93","","JOEP","","","","","","DEFAULT","ORANGE LEAF","URBANDALE","IA",
"8673","07/16/18","REPFCE","5305","MEDICAL DEVELOPMENT LC","2364.61","1184.37","1180.24","49.91","","JOEP","","","","","","1","MERCY CLINIC EAST - MEDICAL DEVELOPMENT LC","PLEASANT HILL","IA",
"8686","07/16/18","REPFCE","5310","IVY LANE SALON & SPA","619.03","349.14","269.89","43.60","","JOEP","","","","","","DEFAULT","IVY LANE SALON & SPA","WAUKEE","IA",
"8722","08/24/18","REPFCE","5329","VAN METER VETERINARY CLINIC","3728.96","1867.09","1861.87","49.93","62.60","JOEP","","","","","","DEFAULT","VAN METER VETERINARY CLINIC","VAN METER","IA",
"8863","10/23/18","REPFCE","5320","CITY OF DES MOINES REAL ESTATE DIVISION","1788.17","673.98","1114.19","62.31","","JOEP","","","","","","3","HOME 2 HOME CONSIGNMENT","DES MOINES","IA",
"","","REPFCE","","Product Totals","32148.69","16182.18","15966.51","49.66","217.60","JOEP",

"8342","04/27/18","RTLT","5186","LLOYD COMPANIES","1735.39","1006.40","728.99","42.01","","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"8342-2","10/26/18","RTLT","5186","LLOYD COMPANIES","1144.70","308.02","836.68","73.09","","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"8342-2","10/26/18","RTLT","5186","LLOYD COMPANIES","329.19","229.00","100.19","30.44","","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"8431","12/16/17","RTLT","4104","SIGNART","1187.98","599.46","588.52","49.54","","JOEP","","","","","","3","SLUMBERLAND FURNITURE","WEST DES MOINES","IA",
"8431","12/16/17","RTLT","4104","SIGNART","2223.78","812.04","1411.74","63.48","","JOEP","","","","","","3","SLUMBERLAND FURNITURE","WEST DES MOINES","IA",
"8431","12/16/17","RTLT","4104","SIGNART","159.38","21.10","138.28","86.76","","JOEP","","","","","","3","SLUMBERLAND FURNITURE","WEST DES MOINES","IA",
"8482","02/23/18","RTLT","2139","CRE NATIONWIDE","911.21","450.05","461.16","50.61","","JOEP","","","","","","6","NATIONWIDE","DES MOINES","IA",
"8517","03/22/18","RTLT","5251","FOOT & ANKLE CENTER OF IOWA","1483.00","825.37","657.63","44.34","","JOEP","","","","","","DEFAULT","FOOT & ANKLE CENTER OF IOWA","ANKENY","IA",
"8783","08/31/18","RTLT","5330","SMASH PARK","2025.02","924.13","1100.89","54.36","","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"8786","08/28/18","RTLT","5342","CREAMERY OF POLK CITY","1624.88","533.61","1091.27","67.16","","JOEP","","","","","","DEFAULT","CREAMERY OF POLK CITY","POLK CITY","IA",
"","","RTLT","","Product Totals","12824.53","5709.18","7115.35","55.48","0.00","JOEP",

"8327","01/08/18","SRVCE","5179","JOE FISHER","248.88","199.35","49.53","19.90","","JOEP","","","","","","1","SUBWAY - JOE FISHER","STORY CITY","IA",
"8328-2","01/20/18","SRVCE","5145","WEST GLEN TOWN CENTER","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","WEST GLEN TOWN CENTER","WEST DES MOINES","IA",
"8345","11/02/17","SRVCE","115070","TOM THUMB HAMBURGERS","3794.00","2036.74","1757.26","46.32","","JOEP","","","","","","DEFAULT","TOM THUMB HAMBURGERS","FORT DODGE","IA",
"8354","11/04/17","SRVCE","5157","STRATUS","161.06","19.85","141.21","87.68","","JOEP","","","","","","1","HOME DEPOT- ICON","DES MOINES","IA",
"8447","05/18/18","SRVCE","4068","GRL PROPERTIES  LLC","2418.32","2253.78","164.54","6.80","","JOEP","","","","","","1","VILLAGE OF PONDEROSA","WEST DES MOINES","IA",
"8447","05/18/18","SRVCE","4068","GRL PROPERTIES  LLC","2750.54","737.00","2013.54","73.21","","JOEP","","","","","","1","VILLAGE OF PONDEROSA","WEST DES MOINES","IA",
"8543","03/06/18","SRVCE","5228","GUTHRIE COUNTY STATE BANK","1352.28","400.40","951.88","70.39","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"8545","03/09/18","SRVCE","5261","SHERWIN-WILLIAMS","982.05","779.05","203.00","20.67","","JOEP","","","","","","DEFAULT","SHERWIN-WILLIAMS","OTTUMWA","IA",
"8567","06/18/18","SRVCE","5267","FORREST & ASSOCIATE","9587.98","2775.00","6812.98","71.06","","JOEP","","","","","","1","VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER","DES MOINES","IA",
"8596","05/29/18","SRVCE","3396","IOWA EVENTS CENTER","2560.47","1057.54","1502.93","58.70","","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"8596","05/29/18","SRVCE","3396","IOWA EVENTS CENTER","3345.59","827.38","2518.21","75.27","","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"8748","07/31/18","SRVCE","3237","BOB BROWN CHEVROLET","797.22","422.48","374.74","47.01","","JOEP","","","","","","DEFAULT","BOB BROWN CHEVROLET","URBANDALE","IA",
"8783","08/31/18","SRVCE","5330","SMASH PARK","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"8804","08/29/18","SRVCE","4555","DOWNING DEVELOPMENT  LTD.","754.87","120.00","634.87","84.10","","JOEP","","","","","","7","WAUKEE COMMUNITY CLOSET","WAUKEE","IA",
"8805","08/29/18","SRVCE","4555","DOWNING DEVELOPMENT  LTD.","339.20","96.75","242.45","71.48","","JOEP","","","","","","8","LENA'S BRIDAL","WAUKEE","IA",
"8827","08/29/18","SRVCE","5361","WARRIOR TATTOO","744.38","120.00","624.38","83.88","","JOEP","","","","","","DEFAULT","WARRIOR TATTOO","WAUKEE","IA",
"8829","09/04/18","SRVCE","3928","SWEET REWARDS GLUTEN FREE BAKERY  LLC","485.92","55.65","430.27","88.55","","JOEP","","","","","","DEFAULT","SWEET REWARDS GLUTEN FREE BAKERY, LLC","WAUKEE","IA",
"SC5109","11/09/17","SRVCE","4725","KEMIN INDUSTRIES","0.00","10.38","-10.38","","","JOEP","","","","","","5","KEMIN INDUSTRIES","DES MOINES","IA",
"SC5127","11/20/17","SRVCE","5034","SOUTH CENTRAL CALHOUN HIGH SCHOOL","467.50","204.33","263.17","56.29","","JOEP","","","","","","DEFAULT","SOUTH CENTRAL CALHOUN HIGH SCHOOL","LAKE CITY","IA",
"SC5140","11/29/17","SRVCE","3396","IOWA EVENTS CENTER","343.24","139.43","203.81","59.38","","JOEP","","","","","","2","IOWA EVENTS CENTER / VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER - 3RD ST. BILLING","DES MOINES","IA",
"SC5160","01/04/18","SRVCE","3396","IOWA EVENTS CENTER","0.00","0.00","0.00","","","JOEP","","","","","","1","WELLS FARGO ARENA","DES MOINES","IA",
"SC5162","12/15/17","SRVCE","2666","TRILIX GROUP","0.00","650.00","-650.00","","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"SC5177","01/04/18","SRVCE","5152","EARLHAM SAVINGS BANK","0.00","130.55","-130.55","","","JOEP","","","","","","1","EARLHAM SAVINGS BANK","BEVINGTON","IA",
"SC5182","01/20/18","SRVCE","5180","THE LEARNING POST","0.00","449.73","-449.73","","","JOEP","","","","","","DEFAULT","THE LEARNING POST","URBANDALE","IA",
"SC5193","02/22/18","SRVCE","5228","GUTHRIE COUNTY STATE BANK","658.75","488.01","170.74","25.92","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"SC5202","01/23/18","SRVCE","119350","IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT","343.24","180.76","162.48","47.34","355.00","JOEP","","","","","","DEFAULT","VETERANS MEMORIAL AUDITORIUM","Des Moines","IA",
"SC5226","02/21/18","SRVCE","119350","IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT","343.24","243.10","100.14","29.17","","JOEP","","","","","","DEFAULT","VETERANS MEMORIAL AUDITORIUM","Des Moines","IA",
"SC5232","03/19/18","SRVCE","3237","BOB BROWN CHEVROLET","0.00","51.48","-51.48","","","JOEP","","","","","","4","ACCESSORIES OF DES MOINES","URBANDALE","IA",
"SC5239","05/29/18","SRVCE","3396","IOWA EVENTS CENTER","1309.64","1343.42","-33.78","-2.58","","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"SC5253","02/27/18","SRVCE","4973","SDDI SIGNS","0.00","90.09","-90.09","","","JOEP","","","","","","2","FLUX","DES MOINES","IA",
"SC5259","05/09/18","SRVCE","2537","ICON IDENTITY SOLUTIONS","562.50","297.10","265.40","47.18","","JOEP","","","","","","20","HOME DEPOT","ANKENY","IA",
"SC5261","03/26/18","SRVCE","3082","ALL CREATURES SMALL","93.75","64.35","29.40","31.36","","JOEP","","","","","","DEFAULT","ALL CREATURES SMALL","INDIANOLA","IA",
"SC5273","03/19/18","SRVCE","84700","DAVE FEGLEY","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","PARK AVE CAR WASH","Des Moines","IA",
"SC5284","03/30/18","SRVCE","4973","SDDI SIGNS","150.00","97.24","52.76","35.17","","JOEP","","","","","","2","FLUX","DES MOINES","IA",
"SC5288","05/30/18","SRVCE","3396","IOWA EVENTS CENTER","814.20","336.88","477.32","58.62","","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"SC5300","06/11/18","SRVCE","5282","ORANGE LEAF","0.00","41.47","-41.47","","","JOEP","","","","","","DEFAULT","ORANGE LEAF","URBANDALE","IA",
"SC5311","04/17/18","SRVCE","4930","MAGNOLIA WINE KITCHEN","318.00","149.94","168.06","52.85","","JOEP","","","","","","DEFAULT","MAGNOLIA WINE KITCHEN","DES MOINES","IA",
"SC5317","05/24/18","SRVCE","5186","LLOYD COMPANIES","0.00","339.82","-339.82","","","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"SC5319","04/30/18","SRVCE","5253","TRUMAN'S PIZZA TAVERN","0.00","124.44","-124.44","","","JOEP","","","","","","DEFAULT","TRUMAN´S PIZZA TAVERN","DES MOINES","IA",
"SC5321","04/25/18","SRVCE","49300","GIT N GO CONVENIENCE STORES","386.07","178.16","207.91","53.85","","JOEP","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"SC5325","05/21/18","SRVCE","4973","SDDI SIGNS","959.48","716.09","243.39","25.37","","JOEP","","","","","","2","FLUX","DES MOINES","IA",
"SC5326","04/30/18","SRVCE","4075","BRIXMOR PROPERTY GROUP","225.00","77.22","147.78","65.68","","JOEP","","","","","","2","HAYMARKET SQUARE","DES MOINES","IA",
"SC5329","05/07/18","SRVCE","2776","SALON TRENDZ -N NAILS","0.00","62.21","-62.21","","","JOEP","","","","","","DEFAULT","SALON TRENDZ -N NAILS","PLEASANT HILL","IA",
"SC5330","05/04/18","SRVCE","2537","ICON IDENTITY SOLUTIONS","225.00","93.32","131.68","58.52","","JOEP","","","","","","23","BANK OF AMERICA - ICON","WEST DES MOINES","IA",
"SC5334","05/01/18","SRVCE","3237","BOB BROWN CHEVROLET","0.00","0.00","0.00","","","JOEP","","","","","","4","ACCESSORIES OF DES MOINES","URBANDALE","IA",
"SC5342","05/10/18","SRVCE","3149","IOWA DEPARTMENT OF TRANSPORTATION","168.75","115.83","52.92","31.36","","JOEP","","","","","","1","REST AREA","MITCHELLEVILLE","IA",
"SC5346","05/11/18","SRVCE","49300","GIT N GO CONVENIENCE STORES","154.58","58.43","96.15","62.20","","JOEP","","","","","","DEFAULT","GIT N GO CONVENIENCE STORES,","Des Moines","IA",
"SC5350","06/04/18","SRVCE","5291","MERCY CLINIC EAST","0.00","102.96","-102.96","","","JOEP","","","","","","DEFAULT","MERCY CLINIC EAST","PLEASANT HILL","IA",
"SC5352","05/24/18","SRVCE","3644","MOTEL 6","0.00","154.44","-154.44","","","JOEP","","","","","","DEFAULT","MOTEL 6","DES MOINES","IA",
"SC5371","05/30/18","SRVCE","5311","ONSITE PAINT PUMP REPAIR","106.25","51.48","54.77","51.55","","JOEP","","","","","","DEFAULT","ONSITE PAINT PUMP REPAIR","DES MOINES","IA",
"SC5381","07/12/18","SRVCE","3149","IOWA DEPARTMENT OF TRANSPORTATION","233.75","141.57","92.18","39.44","","JOEP","","","","","","1","REST AREA","MITCHELLVILLE","IA",
"SC5382","06/07/18","SRVCE","3237","BOB BROWN CHEVROLET","0.00","77.22","-77.22","","","JOEP","","","","","","4","ACCESSORIES OF DES MOINES","URBANDALE","IA",
"SC5383","06/14/18","SRVCE","3210","AJ'S ON EAST COURT AVENUE","85.00","51.48","33.52","39.44","","JOEP","","","","","","DEFAULT","AJ´S ON EAST COURT AVENUE","DES MOINES","IA",
"SC5395","06/25/18","SRVCE","5211","THE LAUNDRY PLACE DES MOINES  LLC","0.00","387.56","-387.56","","","JOEP","","","","","","DEFAULT","THE LAUNDRY PLACE","DES MOINES","IA",
"SC5400","06/26/18","SRVCE","4617","A+ COMMUNICATIONS & SECURITY","980.89","429.72","551.17","56.19","","JOEP","","","","","","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA",
"SC5427","07/18/18","SRVCE","4887","ANGLO GROUP","327.14","199.98","127.16","38.87","","JOEP","","","","","","DEFAULT","ANGLO GROUP","CLIVE","IA",
"SC5430","07/23/18","SRVCE","4254","LOF-XPRESS OIL CHANGE","0.00","154.44","-154.44","","","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","AMES","IA",
"SC5433","07/30/18","SRVCE","4725","KEMIN INDUSTRIES","0.00","59.96","-59.96","","","JOEP","","","","","","5","KEMIN INDUSTRIES","DES MOINES","IA",
"SC5447","08/07/18","SRVCE","2546","COLITE INTERNATIONAL","127.50","92.24","35.26","27.65","","JOEP","","","","","","4","CINTAS","PLEASANT HILL","IA",
"SC5458","08/13/18","SRVCE","3362","ALL ABOUT YOU SALON & TANNING","212.50","128.70","83.80","39.44","","JOEP","","","","","","DEFAULT","ALL ABOUT YOU SALON & TANNING","DES MOINES","IA",
"SC5460","08/13/18","SRVCE","2546","COLITE INTERNATIONAL","382.50","218.79","163.71","42.80","","JOEP","","","","","","4","CINTAS","PLEASANT HILL","IA",
"SC5463","08/28/18","SRVCE","5317","IOWA STATE SAVINGS BANK","0.00","384.33","-384.33","","","JOEP","","","","","","DEFAULT","IOWA STATE SAVINGS BANK","MELCHER - DALLAS","IA",
"SC5467","08/21/18","SRVCE","5157","STRATUS","0.00","0.00","0.00","","","JOEP","","","","","","1","HOME DEPOT- ICON","DES MOINES","IA",
"SC5468","08/23/18","SRVCE","5330","SMASH PARK","0.00","92.95","-92.95","","","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"SC5473","08/23/18","SRVCE","118600","VALLEY SQUARE","233.56","114.15","119.41","51.13","","JOEP","","","","","","DEFAULT","VALLEY SQUARE","DES MOINES","IA",
"SC5477","08/27/18","SRVCE","3047","IDENTITI RESOURCES LIMITED","320.39","50.98","269.41","84.09","","JOEP","","","","","","8","FARM & HOME","OSCEOLA","IA",
"SC5478","09/27/18","SRVCE","4733","ROCKET FIZZ","0.00","93.32","-93.32","","","JOEP","","","","","","DEFAULT","ROCKET FIZZ","ANKENY","IA",
"SC5481","09/18/18","SRVCE","5228","GUTHRIE COUNTY STATE BANK","637.50","388.99","248.51","38.98","","JOEP","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","PANORA","IA",
"SC5485","09/04/18","SRVCE","5330","SMASH PARK","0.00","118.62","-118.62","","","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"SC5490","09/14/18","SRVCE","2717","LA MACCHIA GROUP","0.00","51.48","-51.48","","","JOEP","","","","","","3","FINANCIAL PLUS - LAMACCHIA GROUP","DES MOINES","WI",
"SC5507","10/02/18","SRVCE","3237","BOB BROWN CHEVROLET","887.25","577.40","309.85","34.92","","JOEP","","","","","","DEFAULT","BOB BROWN CHEVROLET","URBANDALE","IA",
"SC5513","10/03/18","SRVCE","5186","LLOYD COMPANIES","85.00","31.12","53.88","63.39","","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"SC5514","10/18/18","SRVCE","3237","BOB BROWN CHEVROLET","887.25","498.44","388.81","43.82","","JOEP","","","","","","DEFAULT","BOB BROWN CHEVROLET","URBANDALE","IA",
"SC5518","10/12/18","SRVCE","4392","MERIDIAN HOLDINGS LLC","1255.65","673.78","581.87","46.34","","JOEP","","","","","","1","MEREDITH LASERWASH","URBANDALE","IA",
"SC5522","10/29/18","SRVCE","2885","BOB BROWN BUICK GMC","0.00","0.00","0.00","","","JOEP","","","","","","DEFAULT","BOB BROWN","ANKENY","IA",
"SC5529","10/19/18","SRVCE","3396","IOWA EVENTS CENTER","0.00","0.00","0.00","","","JOEP","","","","","","2","IOWA EVENTS CENTER / VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER - 3RD ST. BILLING","DES MOINES","IA",
"","","SRVCE","","Product Totals","44607.83","23960.85","20646.98","46.29","355.00","JOEP",

"8149","02/16/18","SURVEY","84700","DAVE FEGLEY","0.00","1357.93","-1357.93","","","JOEP","","","","","","DEFAULT","PARK AVE CAR WASH","Des Moines","IA",
"8277-3","05/09/18","SURVEY","5157","STRATUS","150.00","170.17","-20.17","-13.45","","JOEP","","","","","","1","HOME DEPOT- ICON","DES MOINES","IA",
"8318","02/19/18","SURVEY","4973","SDDI SIGNS","250.00","0.00","250.00","100.00","","JOEP","","","","","","2","FLUX","DES MOINES","IA",
"8410-2","04/24/18","SURVEY","4958","PRIDE SIGNS","350.00","180.18","169.82","48.52","","JOEP","","","","","","3","TARGET #1791","URBANDALE","IA",
"8410-3","04/24/18","SURVEY","4958","PRIDE SIGNS","250.00","31.12","218.88","87.55","","JOEP","","","","","","3","TARGET #1791","URBANDALE","IA",
"8455","03/30/18","SURVEY","2537","ICON IDENTITY SOLUTIONS","350.00","619.02","-269.02","-76.86","","JOEP","","","","","","20","HOME DEPOT","ANKENY","IA",
"8520","03/23/18","SURVEY","2973","LAWRENCE SIGN CO.","250.00","114.06","135.94","54.38","856.50","JOEP","","","","","","7","BUFFALO WILD WINGS","DES MOINES","IA",
"8538","04/27/18","SURVEY","3671","TRIANGLE SIGN AND SERVICE","250.00","51.48","198.52","79.41","","JOEP","","","","","","19","LOLLI & POPS","WEST DES MOINES","IA",
"8565","06/07/18","SURVEY","4973","SDDI SIGNS","250.00","0.00","250.00","100.00","","JOEP","","","","","","3","SOLL","DES MOINES","IA",
"8584","07/16/18","SURVEY","5272","MAHLE","0.00","46.13","-46.13","","","JOEP","","","","","","DEFAULT","MAHLE","WINTERSET","IA",
"8624","09/17/18","SURVEY","5288","AMERICAN INN & SUITES","0.00","182.33","-182.33","","","JOEP","","","","","","DEFAULT","AMERICAN INN & SUITES","DES MOINES","IA",
"8627","04/16/18","SURVEY","2537","ICON IDENTITY SOLUTIONS","250.00","145.87","104.13","41.65","","JOEP","","","","","","22","AVIS","JOHNSTON","IA",
"8651","06/14/18","SURVEY","4592","H. M. WITT & CO.","250.00","0.00","250.00","100.00","185.00","JOEP","","","","","","2","MICHAEL KORS","ALTOONA","IA",
"8833","09/11/18","SURVEY","5363","VILLAGE INN MOTEL","0.00","72.59","-72.59","","","JOEP","","","","","","DEFAULT","VILLAGE INN MOTEL","DES MOINES","IA",
"SC5522","10/29/18","SURVEY","2885","BOB BROWN BUICK GMC","0.00","115.29","-115.29","","","JOEP","","","","","","DEFAULT","BOB BROWN","ANKENY","IA",
"","","SURVEY","","Product Totals","2600.00","3086.17","-486.17","-18.70","1041.50","JOEP",

"8305","01/09/18","VINYL","119800","VISTA REAL ESTATE & INVESTMENT CORP.","276.69","59.82","216.87","78.38","","JOEP","","","","","","5","RETAIL SHOPS /VISTA REAL ESTATE AND INVESTMENT CORP.","WAUKEE","IA",
"8326","11/04/17","VINYL","5178","AQUA LIVING FACTORY OUTLETS","384.32","151.32","233.00","60.63","","JOEP","","","","","","DEFAULT","AQUA LIVING FACTORY OUTLETS","URBANDALE","IA",
"8391","11/30/17","VINYL","5204","ENDODONTICS OF IOWA","83.18","20.43","62.75","75.44","","JOEP","","","","","","DEFAULT","ENDODONTICS OF IOWA","JOHNSTON","IA",
"8391","11/30/17","VINYL","5204","ENDODONTICS OF IOWA","149.28","74.88","74.40","49.84","","JOEP","","","","","","DEFAULT","ENDODONTICS OF IOWA","JOHNSTON","IA",
"8418","12/15/17","VINYL","3681","PLUMB LAW","158.76","205.86","-47.10","-29.67","","JOEP","","","","","","DEFAULT","PLUMB LAW","DES MOINES","IA",
"8423","01/23/18","VINYL","4156","CENTRAL BANK","177.32","31.12","146.20","82.45","","JOEP","","","","","","DEFAULT","CENTRAL BANK","DES MOINES","IA",
"8437","01/23/18","VINYL","5216","CHARTERPOINT WEALTH STRATEGIES","161.70","120.02","41.68","25.78","","JOEP","","","","","","DEFAULT","CHARTERPOINT WEALTH STRATEGIES","WEST DES MOINES","IA",
