"06 NOV 2025","16:26:52","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/17 through 10/31/18",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"SC5233","02/22/18","SRVCE","3287","LAKESIDE CASINO","187.50","102.18","85.32","45.50","","HOUSE","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5234","02/21/18","SRVCE","4668","MISS KITTY'S","299.44","170.69","128.75","43.00","","HOUSE","","","","","","DEFAULT","MISS KITTY´S","CLIVE","IA",
"SC5235","02/27/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","112.50","64.35","48.15","42.80","","HOUSE","","","","","","11","SUNGLASS HUT - TRIANGLE SIGN","WEST DES MOINES","IA",
"SC5235-2","03/08/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","307.46","160.68","146.78","47.74","","HOUSE","","","","","","11","SUNGLASS HUT - TRIANGLE SIGN","WEST DES MOINES","IA",
"SC5236","02/24/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","400.00","255.92","144.08","36.02","","HOUSE","","","","","","13","OLD NAVY-5732- TRIANGLE SIGN","DES MOINES,","IA",
"SC5237","03/05/18","SRVCE","2371","COAST SIGN  INCORPORATED","344.96","246.62","98.34","28.51","","HOUSE","","","","","","27","HYATT PLACE","WEST DES MOINES","IA",
"SC5238","02/23/18","SRVCE","5258","PATTISONID","243.75","164.07","79.68","32.69","","HOUSE","","","","","","1","YESWAY - CHANDLER SIGNS","FORT DODGE","IA",
"SC5240","02/23/18","SRVCE","4333","HOUSE OF GLASS","0.00","128.70","-128.70","","","HOUSE","","","","","","DEFAULT","HOUSE OF GLASS NEW LOCATION","DES MOINES","IA",
"SC5242","03/08/18","SRVCE","3833","GREAT WESTERN BANK","518.75","308.78","209.97","40.48","","HOUSE","","","","","","DEFAULT","GREAT WESTERN BANK","CLIVE","IA",
"SC5243","03/14/18","SRVCE","4820","GREAT WESTERN BANK","922.04","494.03","428.01","46.42","","HOUSE","","","","","","DEFAULT","GREAT WESTERN BANK","ALTOONA","IA",
"SC5244","03/17/18","SRVCE","4733","ROCKET FIZZ","383.62","284.97","98.65","25.72","","HOUSE","","","","","","DEFAULT","ROCKET FIZZ","ANKENY","IA",
"SC5245","02/27/18","SRVCE","4495","GLAZED EXPRESSIONS","93.75","98.33","-4.58","-4.89","","HOUSE","","","","","","DEFAULT","GLAZED EXPRESSIONS","CLIVE","IA",
"SC5246","02/23/18","SRVCE","4129","A-D DISTRIBUTING CO.","522.50","244.53","277.97","53.20","","HOUSE","","","","","","DEFAULT","A-D DISTRIBUTION","DES MOINES","IA",
"SC5247","02/23/18","SRVCE","4387","DAIRY ZONE","85.00","41.47","43.53","51.21","","HOUSE","","","","","","DEFAULT","DAIRY ZONE","DES MOINES","IA",
"SC5248","02/24/18","SRVCE","3925","MEDICAP PHARMACY","194.96","86.79","108.17","55.48","","HOUSE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"SC5249","02/28/18","SRVCE","4321","G6 HOSPITALITY  LLC","1515.53","731.71","783.82","51.72","6.00","HOUSE","","","","","","1","MOTEL 6 - G6 HOSPITALITY","WEST DES MOINES","TX",
"SC5251","03/23/18","SRVCE","4060","IMAGE ONE INDUSTRIES  INC","500.00","259.45","240.55","48.11","","HOUSE","","","","","","1","PIER 1 IMPORTS # 1170- IMAGE ONE INDUSTRIES","ANKENY","IA",
"SC5252","03/07/18","SRVCE","77950","NAGLE SIGNS  INC.","375.00","280.55","94.45","25.19","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5254","03/13/18","SRVCE","77950","NAGLE SIGNS  INC.","225.00","178.04","46.96","20.87","","HOUSE","","","","","","172","HARDEES- NAGLE SIGNS","ANKENY","IA",
"SC5255","04/05/18","SRVCE","3042","ANKENY DINER","1962.55","1111.96","850.59","43.34","","HOUSE","","","","","","DEFAULT","ANKENY DINER","ANKENY","IA",
"SC5256","03/21/18","SRVCE","4437","THE GALLERY","657.66","314.11","343.55","52.24","12.00","HOUSE","","","","","","DEFAULT","LOVERS PLAYGROUND","DES MOINES","IA",
"SC5257","03/08/18","SRVCE","77950","NAGLE SIGNS  INC.","180.00","124.41","55.59","30.88","","HOUSE","","","","","","122","KUM & GO- NAGLE SIGNS","DES MOINES","IA",
"SC5260","04/27/18","SRVCE","4530","HY-VEE","1496.57","761.29","735.28","49.13","","HOUSE","","","","","","DEFAULT","HY-VEE","CARROLL","IA",
"SC5262","03/30/18","SRVCE","4413","STIVERS FORD LINCOLN","1605.11","977.02","628.09","39.13","4.00","HOUSE","","","","","","DEFAULT","STIVERS FORD LINCOLN","WAUKEE","IA",
"SC5263","03/07/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","191.25","115.83","75.42","39.44","","HOUSE","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"SC5264","03/13/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","290.70","154.08","136.62","47.00","","HOUSE","","","","","","3","VISION 4 LESS #84- TRIANGLE SIGN & SERVICE LLC","ANKENY","IA",
"SC5265","03/09/18","SRVCE","77950","NAGLE SIGNS  INC.","240.00","165.91","74.09","30.87","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"SC5266","03/09/18","SRVCE","77950","NAGLE SIGNS  INC.","450.00","357.08","92.92","20.65","","HOUSE","","","","","","156","KUM & GO #76","ADAIR","IA",
"SC5267","03/09/18","SRVCE","77950","NAGLE SIGNS  INC.","450.00","329.10","120.90","26.87","","HOUSE","","","","","","178","KUM & GO - NAGLE SIGNS","NEOLA","IA",
"SC5268","03/22/18","SRVCE","2958","EYCHANER PROPERTIES","75.00","41.47","33.53","44.71","","HOUSE","","","","","","2","EYCHANER PROPERTIES","DES MOINES","IA",
"SC5270","03/16/18","SRVCE","77950","NAGLE SIGNS  INC.","120.00","82.51","37.49","31.24","","HOUSE","","","","","","10","KUM & GO","DESOTO","IA",
"SC5271","04/13/18","SRVCE","5269","MARTY MURRAY","166.00","91.50","74.50","44.88","","HOUSE","","","","","","DEFAULT","MARTY MURRAY","DAYTON","IA",
"SC5272","03/22/18","SRVCE","3149","IOWA DEPARTMENT OF TRANSPORTATION","177.27","120.70","56.57","31.91","","HOUSE","","","","","","1","REST AREA","MITCHELLEVILLE","IA",
"SC5274","03/19/18","SRVCE","77950","NAGLE SIGNS  INC.","105.00","90.09","14.91","14.20","","HOUSE","","","","","","179","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC5275","03/19/18","SRVCE","4129","A-D DISTRIBUTING CO.","165.00","77.22","87.78","53.20","","HOUSE","","","","","","50","CDS GLOBAL - A-D DISTRIBUTION","WEST DES MOINES","IA",
"SC5276","03/19/18","SRVCE","3036","PINNACLE SIGN GROUP","340.00","180.18","159.82","47.01","","HOUSE","","","","","","15","GREAT SOUTHERN BANK- PINNACLE SIGN GROUP","OSKALOOSA","IA",
"SC5278","03/22/18","SRVCE","2849","VIOX SERVICES","272.59","123.68","148.91","54.63","8.00","HOUSE","","","","","","11","US BANK - VIOX","DES MOINES","IA",
"SC5279","03/22/18","SRVCE","84700","DAVE FEGLEY","255.00","124.41","130.59","51.21","","HOUSE","","","","","","DEFAULT","PARK AVE CAR WASH","Des Moines","IA",
"SC5280","03/22/18","SRVCE","77950","NAGLE SIGNS  INC.","90.00","77.22","12.78","14.20","","HOUSE","","","","","","169","RED ROBIN- NAGLE SIGNS","WEST DES MOINES","IA",
"SC5281","03/26/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","463.41","258.16","205.25","44.29","","HOUSE","","","","","","22","STARBUCKS #8950/ ATLAS SIGN","DES MOINES","IA",
"SC5282","04/10/18","SRVCE","4320","ANYTIME FITNESS","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","ANYTIME FITNESS","ADEL","IA",
"SC5285","03/30/18","SRVCE","5049","JODI BREMEL","386.84","226.42","160.42","41.47","3.00","HOUSE","","","","","","DEFAULT","SUBWAY","DES MOINES","IA",
"SC5286","03/30/18","SRVCE","70700","MARRIOTT","762.50","466.08","296.42","38.87","","HOUSE","","","","","","DEFAULT","MARRIOTT","Des Moines","IA",
"SC5287","04/03/18","SRVCE","4961","HYVEE","501.27","268.51","232.76","46.43","1.00","HOUSE","","","","","","DEFAULT","HYVEE","DES MOINES","IA",
"SC5289","04/04/18","SRVCE","2902","CENTRAL PRESBYTERIAN CHURCH","75.00","51.48","23.52","31.36","","HOUSE","","","","","","DEFAULT","CENTRAL PRESBYTERIAN CHURCH","DES MOINES","IA",
"SC5290","04/03/18","SRVCE","5005","DINO'S STORAGE","675.59","365.69","309.90","45.87","11.00","HOUSE","","","","","","1","DINO´S STORAGE","DES MOINES","IA",
"SC5292","03/30/18","SRVCE","5278","COUNTRY INN & SUITES","427.71","179.55","248.16","58.02","12.00","HOUSE","","","","","","DEFAULT","COUNTRY INN & SUITES","GRINNELL","IA",
"SC5293","04/27/18","SRVCE","4747","COUNTRY INN & SUITES","706.00","407.59","298.41","42.27","10.00","HOUSE","","","","","","DEFAULT","COUNTRY INN & SUITES","FT. DODGE","IA",
"SC5294","04/17/18","SRVCE","4354","CANEDY SIGN & GRAPHICS","0.00","31.12","-31.12","","","HOUSE","","","","","","2","LIDS","ALTOONA","IA",
"SC5296","04/30/18","SRVCE","3939","THE GRAND","762.50","440.79","321.71","42.19","","HOUSE","","","","","","DEFAULT","THE GRAND","PERRY","IA",
"SC5297","04/16/18","SRVCE","4668","MISS KITTY'S","568.75","371.75","197.00","34.64","","HOUSE","","","","","","DEFAULT","MISS KITTY´S","CLIVE","IA",
"SC5298","04/09/18","SRVCE","4060","IMAGE ONE INDUSTRIES  INC","350.00","244.42","105.58","30.17","","HOUSE","","","","","","6","SHOPKO - IMAGE ONE INDUSTRIES","JEFFERSON","IA",
"SC5299","04/11/18","SRVCE","3205","STRATUS","357.00","259.04","97.96","27.44","","HOUSE","","","","","","6","PANDA EXPRESS - MC SIGN CO.","DES MOINES","IA",
"SC5301","04/17/18","SRVCE","4364","MARRIOTT","1743.07","1201.48","541.59","31.07","","HOUSE","","","","","","DEFAULT","MARRIOTT","WEST DES MOINES","IA",
"SC5303","04/23/18","SRVCE","18600","CAT SCALE","337.50","270.00","67.50","20.00","","HOUSE","","","","","","632","CAT #3110","WAUPUN","WI",
"SC5305","04/24/18","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","35","KUM & GO #510","STUART","IA",
"SC5306","04/23/18","SRVCE","4401","STATE FARM","445.35","194.90","250.45","56.24","13.00","HOUSE","","","","","","DEFAULT","STATE FARM","DES MOINES","IA",
"SC5307","04/17/18","SRVCE","3248","BASELINE FITNESS","213.71","125.40","88.31","41.32","","HOUSE","","","","","","1","PLANET FITNESS","URBANDALE","IA",
"SC5308","05/15/18","SRVCE","5287","DAN PAINE","119.81","80.00","39.81","33.23","","HOUSE","","","","","","DEFAULT","DAN PAINE","CUMMING","IA",
"SC5310","04/30/18","SRVCE","3115","HY-VEE FOOD STORES","325.00","189.43","135.57","41.71","","HOUSE","","","","","","1","HY-VEE","DES MOINES","IA",
"SC5312","04/16/18","SRVCE","5193","ROYAL SERVICES","323.75","197.43","126.32","39.02","8.00","HOUSE","","","","","","2","HELZBERG DIAMONDS -ROYAL SERVICES","WEST DES MOINES","IA",
"SC5313","04/30/18","SRVCE","5209","MENARDS","700.00","495.41","204.59","29.23","","HOUSE","","","","","","DEFAULT","MENARDS","OTTUMWA","IA",
"SC5314","05/31/18","SRVCE","77950","NAGLE SIGNS  INC.","1577.31","1198.56","378.75","24.01","5.00","HOUSE","","","","","","180","TEXAS ROADHOUSE - NAGLE SIGNS","AMES","IA",
"SC5315","04/23/18","SRVCE","4227","LOF-XPRESS OIL CHANGE","150.00","51.85","98.15","65.43","","HOUSE","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","ANKENY","IA",
"SC5316","04/20/18","SRVCE","5128","23RD GROUP FACILITY SERVICES","202.50","146.03","56.47","27.89","","HOUSE","","","","","","2","TRADER JOE´S - 23RD GROUP","WEST DES MOINES","IA",
"SC5318","05/07/18","SRVCE","5291","MERCY CLINIC EAST","1810.16","946.65","863.51","47.70","17.00","HOUSE","","","","","","DEFAULT","MERCY CLINIC EAST","PLEASANT HILL","IA",
"SC5323","04/30/18","SRVCE","77950","NAGLE SIGNS  INC.","180.00","154.44","25.56","14.20","","HOUSE","","","","","","181","HARDEE´S - NAGLE SIGNS","CLIVE","IA",
"SC5333","05/06/18","SRVCE","4129","A-D DISTRIBUTING CO.","192.50","90.09","102.41","53.20","","HOUSE","","","","","","52","IOWA SOYBEAN ASSOC.- A-D DISTRIBUTION","ANKENY","IA",
"SC5336","05/07/18","SRVCE","4347","AMES MUNICIPLE POWER","656.25","394.53","261.72","39.88","","HOUSE","","","","","","DEFAULT","AMES MUNICIPLE POWER","AMES","IA",
"SC5339","05/08/18","SRVCE","3719","CLAIR FAMILY DENTISTRY","133.24","22.26","110.98","83.29","4.00","HOUSE","","","","","","DEFAULT","CLAIR FAMILY DENTISTRY","WINDSOR HEIGHTS","IA",
"SC5374","05/31/18","SRVCE","77950","NAGLE SIGNS  INC.","60.00","41.47","18.53","30.88","","HOUSE","","","","","","154","KUM & GO 121","URBANDALE","IA",
"SC5375","06/04/18","SRVCE","77950","NAGLE SIGNS  INC.","150.19","116.30","33.89","22.56","","HOUSE","","","","","","184","HARDEE´S - NAGLE SIGNS","ANKENY","IA",
"SC5380","06/14/18","SRVCE","77950","NAGLE SIGNS  INC.","105.00","90.09","14.91","14.20","","HOUSE","","","","","","177","KUM & GO - NAGLE SIGNS","JOHNSTON","IA",
"SC5389","06/18/18","SRVCE","77950","NAGLE SIGNS  INC.","210.00","143.43","66.57","31.70","","HOUSE","","","","","","185","AMERICAN STATE BANK - NAGLE SIGNS","OSCEOLA","IA",
"SC5401","07/05/18","SRVCE","5327","DENNIS SCHOLL","100.00","60.00","40.00","40.00","","HOUSE","","","","","","DEFAULT","DENNIS SCHOLL","PANORA","IA",
"SC5406","06/26/18","SRVCE","77950","NAGLE SIGNS  INC.","120.00","102.96","17.04","14.20","","HOUSE","","","","","","186","HARDEE´S - NAGLE SIGNS","DES MOINES","IA",
"SC5424","07/11/18","SRVCE","77950","NAGLE SIGNS  INC.","0.00","118.60","-118.60","","","HOUSE","","","","","","186","HARDEE´S - NAGLE SIGNS","DES MOINES","IA",
"SC5425","07/13/18","SRVCE","77950","NAGLE SIGNS  INC.","150.00","103.71","46.29","30.86","","HOUSE","","","","","","176","KUM & GO - NAGLE SIGNS","URBANDALE","IA",
"SC5452","08/29/18","SRVCE","4942","LARRY A WOOD","50.00","50.00","0.00","0.00","","HOUSE","","","","","","DEFAULT","LARRY A WOOD","WINDSOR HEIGHTS","IA",
"SC5453","08/13/18","SRVCE","77950","NAGLE SIGNS  INC.","135.00","115.83","19.17","14.20","","HOUSE","","","","","","1","LIBERTY MOTORS","MADRID","IA",
"SC5456","08/08/18","SRVCE","77950","NAGLE SIGNS  INC.","120.00","82.94","37.06","30.88","","HOUSE","","","","","","124","KUM & GO - NALGE SIGNS","DES MOINES","IA",
"SC5469","08/21/18","SRVCE","77950","NAGLE SIGNS  INC.","75.00","51.85","23.15","30.87","","HOUSE","","","","","","177","KUM & GO - NAGLE SIGNS","JOHNSTON","IA",
"SC5482","09/25/18","SRVCE","2371","COAST SIGN  INCORPORATED","0.00","190.46","-190.46","","","HOUSE","","","","","","38","AT&T","DES MOINES","IA",
"SC5483","09/05/18","SRVCE","77950","NAGLE SIGNS  INC.","75.00","64.35","10.65","14.20","","HOUSE","","","","","","174","TACO JOHN´S - NAGLE SIGNS","GRIMES","IA",
"SC5500","10/12/18","SRVCE","77950","NAGLE SIGNS  INC.","1037.00","706.21","330.79","31.90","","HOUSE","","","","","","189","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC5503","09/18/18","SRVCE","77950","NAGLE SIGNS  INC.","90.00","62.21","27.79","30.88","","HOUSE","","","","","","10","KUM & GO","DESOTO","IA",
"SC5504","09/25/18","SRVCE","77950","NAGLE SIGNS  INC.","809.59","574.65","234.94","29.02","","HOUSE","","","","","","190","CITY OF WEST DES MOINES- NAGLE SIGNS, INC.","WEST DES MOINES","IA",
"SC5508","09/27/18","SRVCE","5369","MARVIN GILBERT","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","MARVIN GILBERT","WEBSTER CITY","IA",
"SC5530","10/30/18","SRVCE","77950","NAGLE SIGNS  INC.","232.00","197.05","34.95","15.06","","HOUSE","","","","","","192","IPERS - NAGLE SIGNS, INC.","DES MOINES","IA",
"SC5536","10/29/18","SRVCE","77950","NAGLE SIGNS  INC.","288.60","278.36","10.24","3.55","8.00","HOUSE","","","","","","193","KWIK TRIP","DES MOINES","IA",
"SC5540","10/30/18","SRVCE","77950","NAGLE SIGNS  INC.","105.00","72.59","32.41","30.87","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"","","SRVCE","","Product Totals","48018.75","29793.21","18225.54","37.96","166.00","HOUSE",

"8595","04/03/18","SURVEY","77950","NAGLE SIGNS  INC.","210.00","143.00","67.00","31.90","","HOUSE","","","","","","156","KUM & GO #76","ADAIR","IA",
"8604","04/05/18","SURVEY","3205","STRATUS","250.00","103.70","146.30","58.52","","HOUSE","","","","","","5","US BANK-CORP REAL ESTATE - MC SIGN CO.","DES MOINES,","IA",
"","","SURVEY","","Product Totals","460.00","246.70","213.30","46.37","0.00","HOUSE",

"","","","","Salesperson HOUSE Totals","95080.21","63591.47","31488.74","33.12","894.57","HOUSE",

"8590","05/08/18","ALUM","5274","MP NEXLEVEL","1656.74","1017.29","639.45","38.60","210.00","JEFF","","","","","","1","MP NEXLEVEL","GRIMES","IA",
"8842","09/17/18","ALUM","2535","ATLAS SIGN INDUSTRIES","363.34","147.45","215.89","59.42","","JEFF","","","","","","43","US CELLULAR # 3110- ATLAS SIGN","URBANDALE","IA",
"8852","10/03/18","ALUM","5189","THE CONCRETE COMPANY","309.24","130.00","179.24","57.96","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"8852","10/03/18","ALUM","5189","THE CONCRETE COMPANY","159.30","72.32","86.98","54.60","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"","","ALUM","","Product Totals","2488.62","1367.06","1121.56","45.07","210.00","JEFF",

"8830","10/29/18","AWNING","5362","FLOWERS 'N MORE","4835.35","2242.57","2592.78","53.62","","JEFF","","","","","","DEFAULT","FLOWERS 'N MORE","OSCEOLA","IA",
"","","AWNING","","Product Totals","4835.35","2242.57","2592.78","53.62","0.00","JEFF",

"8476","01/19/18","BANNER","5229","COYOTE - BAND","200.00","139.60","60.40","30.20","","JEFF","","","","","","DEFAULT","COYOTE - BAND","INDIANOLA","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","1045.03","-835.03","-397.63","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","392.22","0.00","392.22","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","65.37","0.00","65.37","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","65.37","0.00","65.37","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","65.37","0.00","65.37","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","196.11","0.00","196.11","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","70.00","0.00","70.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","70.00","0.00","70.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","70.00","0.00","70.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","210.00","0.00","210.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","196.11","0.00","196.11","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8599","04/11/18","BANNER","5279","CHAD KLONGLAN","70.00","0.00","70.00","100.00","","JEFF","","","","","","DEFAULT","CHAD KLONGLAN","GRIMES","IA",
"8632","05/03/18","BANNER","5290","NORMA JEANNE'S THREADS","379.32","238.16","141.16","37.21","160.00","JEFF","","","","","","DEFAULT","NORMA JEANNE´S THREADS","WINTERSET","IA",
"8776","08/15/18","BANNER","5331","IN & OUT MARKET","0.00","61.68","-61.68","","","JEFF","","","","","","DEFAULT","IN & OUT MARKET","DES MOINES","IA",
"8777","08/15/18","BANNER","5332","IN & OUT MARKET","0.00","94.36","-94.36","","","JEFF","","","","","","DEFAULT","IN & OUT MARKET","DES MOINES","IA",
"","","BANNER","","Product Totals","3519.87","1578.83","1941.04","55.15","160.00","JEFF",

"8546","03/30/18","BLDG","5263","HAZ-MAT RESPONSE INC.","526.00","214.28","311.72","59.26","","JEFF","","","","","","DEFAULT","HAZ-MAT RESOURCES","GRIMES","IA",
"8546","03/30/18","BLDG","5263","HAZ-MAT RESPONSE INC.","190.54","116.20","74.34","39.02","","JEFF","","","","","","DEFAULT","HAZ-MAT RESOURCES","GRIMES","IA",
"8566","04/25/18","BLDG","5266","TREASURE CHEST THRIFT STORE","770.91","291.81","479.10","62.15","275.00","JEFF","","","","","","DEFAULT","TREASURE CHEST THRIFT STORE","DES MOINES","IA",
"8566","04/25/18","BLDG","5266","TREASURE CHEST THRIFT STORE","770.91","615.72","155.19","20.13","","JEFF","","","","","","DEFAULT","TREASURE CHEST THRIFT STORE","DES MOINES","IA",
"8585","04/05/18","BLDG","4196","HATZZ EMBROIDERY - MERLE HAY MALL","859.24","447.30","411.94","47.94","","JEFF","","","","","","1","IOWA CUSTOM T-SHIRTS & HATS","DES MOINES","IA",
"8617","06/07/18","BLDG","5286","EVOLVE JUICERY & PALEO STORE","2667.71","1257.29","1410.42","52.87","295.00","JEFF","","","","","","DEFAULT","EVOLVE JUICERY & PALEO STORE","DES MOINES","IA",
"8617","06/07/18","BLDG","5286","EVOLVE JUICERY & PALEO STORE","2400.94","1142.36","1258.58","52.42","","JEFF","","","","","","DEFAULT","EVOLVE JUICERY & PALEO STORE","DES MOINES","IA",
"8675","05/24/18","BLDG","5306","US BANK","960.19","276.31","683.88","71.22","","JEFF","","","","","","DEFAULT","US BANK","DES MOINES","IA",
"8729","07/13/18","BLDG","5332","IN & OUT MARKET","1921.70","821.84","1099.86","57.23","221.00","JEFF","","","","","","DEFAULT","IN & OUT MARKET","DES MOINES","IA",
"8776","08/15/18","BLDG","5331","IN & OUT MARKET","3703.94","1688.67","2015.27","54.41","194.00","JEFF","","","","","","DEFAULT","IN & OUT MARKET","DES MOINES","IA",
"8777","08/15/18","BLDG","5332","IN & OUT MARKET","3703.94","1560.44","2143.50","57.87","239.00","JEFF","","","","","","DEFAULT","IN & OUT MARKET","DES MOINES","IA",
"","","BLDG","","Product Totals","18476.02","8432.22","10043.80","54.36","1224.00","JEFF",

"8404","02/09/18","CHANNL","3461","AURORA SIGN CO.","2096.38","1544.08","552.30","26.35","94.77","JEFF","","","","","","2","POWER LIFE YOGA","WEST DES MOINES","IA",
"8405","02/02/18","CHANNL","3461","AURORA SIGN CO.","3693.45","2146.84","1546.61","41.87","75.00","JEFF","","","","","","4","POWER LIFE YOGA - AURORA SIGN","JOHNSTON","IA",
"8406","02/02/18","CHANNL","3461","AURORA SIGN CO.","2561.67","1421.90","1139.77","44.49","98.42","JEFF","","","","","","5","POWER LIFE YOGA","WEST DES MOINES","IA",
"8407","01/31/18","CHANNL","3461","AURORA SIGN CO.","2659.59","1493.17","1166.42","43.86","52.00","JEFF","","","","","","3","POWER LIFE YOGO","DES MOINES","IA",
"8492","02/24/18","CHANNL","5238","TYTY'S NAILS","3652.22","1855.01","1797.21","49.21","354.28","JEFF","","","","","","DEFAULT","TYTY'S NAILS","GRINNELL","IA",
"8492","02/24/18","CHANNL","5238","TYTY'S NAILS","3046.00","1983.73","1062.27","34.87","","JEFF","","","","","","DEFAULT","TYTY'S NAILS","GRINNELL","IA",
