Part Number,Short Description,Inventory Type,Inventory UOM,Purchase UOM,On Hand,Unit Cost,List Price,Accounting Cost,User 1 Cost,User 2 Cost,Last Actual Cost,Average Cost
306-0950,F30T12CWHO,LAMPS,EA,EA,40,6.29,15.62,6.29,2.45,0,6.29,1.7981
306-0990,F36T12CW/HO LAMP,LAMPS,EA,EA,20,2.67,14.81,2.67,2.98,0,9.46,6.3736
306-1060,F42T12CW/HO LAMP,LAMPS,EA,EA,6,2.97,14.56,2.97,2.83,0,2.97,3.2953
306-1070,F42T12D/HO LAMP,LAMPS,EA,EA,41,3.29,16.32,3.29,2.46,0,4.22,2.7321
306-1080,F48T12CW/HO LAMP,LAMPS,EA,EA,37,8.18,17.996,8.18,2.59,0,8.18,3.4525
306-1090,F48T12D/HO LAMPS,LAMPS,EA,EA,18,4.44,12.98,4.44,2.59,0,4.44,2.59
306-1100,F60T12CW/HO LAMP,LAMPS,EA,EA,83,3.02,9.13,3.02,2.83,0,3.02,2.9606
306-1110,F60T12D/HO LAMP,LAMPS,EA,EA,3,3.06,14.04,3.06,2.59,0,3.41,3.0629
306-1120,F64T12CW/HO LAMP,LAMPS,EA,EA,31,3.55,12.36,3.55,3.55,0,3.36,3.5105
306-1130,F64T12D/HO LAMP,LAMPS,EA,CS,53,3,6.6,3,2.61,0,3.59,1.8386
306-1140,F72T12CW/HO LAMP,LAMPS,EA,EA,16,10.17,22.374,10.17,2.89,0,10.17,8.3244
306-1160,F72T12D/HO LAMP,LAMPS,EA,CS,19,5.8,12.98,5.8,2.59,0,5.8,4.8342
306-1180,F84T12CW/HO LAMP,LAMPS,EA,CS,23,7.59,16.698,7.59,2.61,0,8.74,6.2215
306-1190,F84T12D/HO LAMP,LAMPS,EA,EA,26,5.733,13.46,5.733,2.61,0,5.7333,3.1513
306-1210,F96T12CW/HO LAMP,LAMPS,EA,EA,12,8.39,12.36,8.39,2.9304,0,9.27,7.0389
306-1230,F96T12D/HO LAMP (DAYLIGHT HIGH OUTPUT),LAMPS,EA,EA,5,2.49,12.17,2.49,2.89,0,2.88,2.49
306-1250,F108T12CW/HO LAMP,LAMPS,EA,EA,14,12.66,27.852,12.66,10.0925,0,16.7,12.2169
306-1260,F108T12D/HO LAMP,LAMPS,EA,EA,28,10.0925,22.45,10.0925,10.0925,0,8.79,9.2657
306-1270,F117T12CW/HO LAMP,LAMPS,EA,EA,18,17.1,37.62,17.1,10.0925,0,17.1,16.165
306-1280,F117T12D/HO LAMP,LAMPS,EA,CS,9,14.15,31.13,14.15,10.0925,0,10.9308,13.2451
306-1290,F120T12CW/HO LAMP/VOLTARC,LAMPS,EA,EA,23,17.1,32.274,17.1,10.0925,0,17.1,14.194
306-1300,F120T12D/HO LAMP,LAMPS,EA,EA,11,14.15,22.45,14.15,10.0925,0,13.36,14.15
306-1965,MH250 U LAMP,LAMPS,EA,EA,1,14.1,31.02,14.1,0,0,10.84,14.1
306-1970,MH400 LAMP,LAMPS,EA,EA,1,14,62.304,14,11.815,0,14.08,14
307-0100,18 GAUGE LED HOOK UP WIRE,ELECT,FT,FT,3803,0.30316,0.53053,0.3032,0.325,0,0.2908,0.3032
307-0101,LED HOOK UP WIRE for RGB systems,ELECT,FT,FT,200,0.5468,0.9569,0.5468,0,0,0.5468,0.3032
307-0121,Hanley LED NRG Mini-PE-Mini 7000k 12v,ELECT,EA,BG,-4,1.02313,1.79048,1.0231,0,0,1.98,1.9606
307-0134,HanleyLED NRG Series IV - PE4/PN4,ELECT,EA,BG,805,2.275,3.98125,2.275,0,0,2.275,1.9
307-0151,H96W-SD-24V power supply,ELECT,EA,EA,1165,53.24,93.17,53.24,0,0,53.24,54.2528
307-0167,Sloan 701507-MOD60277 Power Supply,ELECT,EA,EA,10,75.34,150.68,75.34,0,0,75.34,73.1867
307-0170,H192W-SD-24 power supply,ELECT,EA,EA,2,89.95,179.9,89.95,89.95,0,93.92,89.95
307-0241,Agilight Pro215,ELECT,EA,EA,80,3.415,5.97625,3.415,0,0,3.42,3.4999
307-0247,Principal Qwik Mod QM3,ELECT,EA,EA,104,1.3198,2.30965,1.3198,0,0,1.0582,1.3176
307-0255,QM3 Red,ELECT,EA,BG,20,1.4198,2.48465,1.4198,0,0,1.5198,0.9695
307-0256,SHLB-2S60 4500K Concord,ELECT,EA,EA,15,50.92,89.11,50.92,0,0,50.92,48.808
307-0257,SHLB-2S36 4500K Concord,ELECT,EA,EA,8,30.56,53.48,30.56,0,0,30.56,28.4924
307-0258,HPEB-CC cable 6',ELECT,EA,EA,2004,3.92,6.86,3.92,0,0,3.92,3.823
307-0259,HPEB-CC cable 12,ELECT,EA,EA,1750,6.8,11.9,6.8,0,0,6.8,6.7756
307-0260,Hanley PF4180W,ELECT,EA,BG,192,2.0034,3.50595,2.0034,0,0,1.416,2.0034
307-0261,PF3120 Phoenix LED,ELECT,EA,BG,1095,1.23025,2.15294,1.2303,0,0,1.0159,1.2167
307-0262,PF3120 Red Phoenix LED,ELECT,EA,BG,415,1.28525,2.24919,1.2853,0,0,1.7498,1.2853
307-0263,PF2080 Phoenix LED,ELECT,EA,BG,1251,0.68283,1.71763,0.6828,0,0,0.6828,0.9815
307-0264,H120W-PPS5 Hanley Power Supply,ELECT,EA,EA,24,48.58,103.25,48.58,0,0,48.58,50.3157
307-0265,H60W-SD-12 Hanley Power Supply,ELECT,EA,EA,33,25.4,53.235,25.4,0,0,25.4,27.1403
307-0269,"SHPEB-2S6045K NRG Bar 60"" 4500K",ELECT,EA,EA,2126,49.8,87.15,49.8,0,0,49.8,49.7999
307-0270,"SHPEB-2S3645K NRG Bar 36"" 4500K",ELECT,EA,EA,2024,29.88,52.29,29.88,0,0,29.88,29.8738
307-0271,PF2080 Red Phoenix LED,ELECT,EA,BG,16,0.84917,1.48605,0.8492,0,0,0.8492,0.9815
307-0273,"SHPEB-2S9645K NRG Bar 96"" 4500K",ELECT,EA,EA,40,79.68,139.44,79.68,0,0,79.68,79.68
307-0274,"SHPEB-2S12045K NRG Bar 120"" 4500K",ELECT,EA,EA,40,99.6,174.3,99.6,0,0,99.6,99.6
307-2530,LED Corn 120W,ELECT,EA,EA,5,98.0205,230.4225,98.0205,0,0,100.6667,122.6565
309-0110,12MM REGULAR ELECTRODE CAPS,NEON,EA,EA,50,0.0904,0.12,0.0904,0.0904,0,0.92,0.8409
309-0120,15MM REGULAR ELECTRODE CAPS,NEON,EA,EA,62,0.8368,1.4644,0.8368,0.0726,0,0.8368,0.3287
309-0140,"EC3 12, 13MM BLACK CAPS",NEON,EA,EA,72,0.2856,0.5,0.2856,0.2856,0,0,0
309-0683,15mm Short Stop - Black,NEON,EA,EA,95,0.21,0.3675,0.21,0,0,0,0
309-0770,1# TIE WIRE,NEON,LB,LB,1,4.748,6.94,4.748,4.748,0,55.72,4.75
309-1900,TUBE SUPPORT 10 MM CLEAR VUE,NEON,EA,EA,-15,0.2492,0.44,0.2492,0.2492,0,0,0
309-1916,"Westrim Glass Tube Support Aluminum w/ tie wire, silicone-dipped.",NEON,EA,BX,25,0.5722,1.00135,0.5722,0,0,0.5722,0.1725
309-1990,QUIK SUPPORT/PLASTIC,NEON,EA,EA,30,0.39,0.68,0.39,0.39,0,0.1737,0.39
310-0350,T101 TIME CLOCK,ELECT,EA,EA,2,90.98,159.215,90.98,42.91,0,90.98,78
311-0840,530.1 SPRINGLOADED SOCKETS,ELECT,EA,EA,175,1.52,2.66,1.52,1.2152,0,1.8968,1.3259
311-0841,530.2 STATIONERY SOCKETS,ELECT,EA,EA,329,1.17,2.0475,1.17,1.17,0,1.1718,1.166
311-0860,582-583 SNAP IN SOCKETS - 250/BOX,ELECT,EA,EA,475,3.535,6.18625,3.535,0.9666,0,3.535,1.1586
311-0862,HPEB-MB NRG Bar Mounting Bracket,ELECT,EA,EA,3516,3.23,5.6525,3.23,0,0,3.23,3.23
311-0980,WEATHER PROTECTIVE COVERS #S2983 FOR TOGGLE SWITCH,ELECT,EA,BX,95,1.3,2.275,1.3,1.3126,0,0.5585,1.2382
311-1050,TOGGLE SWITCH W/LEADS,ELECT,EA,EA,41,5.62,9.835,5.62,3.7348,0,5.62,5.99
312-0100,TRANSFORMER BOXES,TRANSF,EA,EA,-1,28.7,57.4,28.7,8.325,0,28.98,28.7
312-0160,9060 478B 9060 TRANSFORMER,TRANSF,EA,EA,-1,73.98,164.41,73.98,73.98,0,0,0
312-0240,4000/60 SMART SERIES TRANS,TRANSF,EA,EA,1,50.065,155.58,50.065,50.065,0,0,0
312-0260,4030P5G2 SMART SGFI NPF TRANS,TRANSF,EA,EA,5,47.16,94.32,47.16,47.16,0,0,0
312-0350,5000/30 P5G2 SM SGFI NPF 30MA TRAN,TRANSF,EA,EA,1,60.42,,60.42,53.43,0,60.4167,24.8068
312-0390,6000/30 P8G2B SM SERIES TRANSFORMER,TRANSF,EA,EA,2,60.63,121.26,60.63,57.21,0,60.635,57.21
312-0650,9000/30 P5G2UE  TRAN,TRANSF,EA,EA,6,195.43,390.86,195.43,64.85,0,195.43,181.8
312-0680,9000/30 P8G2U SERVICE MASTER TRAN,TRANSF,EA,EA,-1,114.7,229.4,114.7,81.1833,0,112.81,114.7
312-0690,9000/60 P5G2UE TRANFORMER,TRANSF,EA,EA,1,201.13,402.26,201.13,67.17,0,201.13,236.62
312-0950,15000/30 P5G-2UE FRANCE TRAN,TRANSF,EA,EA,5,240.43,480.86,240.43,94.3283,0,240.43,231.0454
312-1000,15060 P5G-2UE SERVICE MASTER TRAN,TRANSF,EA,EA,2,294.73,589.46,294.73,198.5625,0,294.73,244.01
312-1130,NPS-120-6030 VENTEX TRAN,TRANSF,EA,EA,-1,39.45,78.9,39.45,38.2,0,39.4475,38.2
312-1159,VT6030 CL120 Ventex Transformer,TRANSF,EA,EA,5,115.18,230.36,115.18,0,0,115.18,109.3825
312-1165,6030-120 TRAN Indoor Neon Pull-Chain,TRANSF,EA,EA,1,62.4,124.8,62.4,0,0,64.27,62.4
312-1175,VT12030CL-120 CHANNEL LETTER TRANSFORMER,TRANSF,EA,EA,1,178.44,356.88,178.44,0,0,178.44,137.99
312-1182,VT9060CL CHANNEL LETTER TRAN VENTEX 120V,TRANSF,EA,EA,1,100.61,201.22,100.61,0,0,103.62,100.61
312-1185,VT12030-120 INDOOR TRANSFORMER W/ PULL CHAIN,TRANSF,EA,EA,1,155.3,310.6,155.3,0,0,155.3,145.84
313-0130,5/8 GROUNDING CLAMP,ELECT,EA,EA,3,1.07,1.87,1.07,1.07,0,3.852,3.8533
313-0160,5/8 X 8 GROUNDING ROD,ELECT,EA,EA,3,8.26,14.46,8.26,8.26,0,17.334,17.3333
313-0260,#6 GROUND WIRE - linear ft to linear ft.,ELECT,LF,LF,1,0.1371,0.27,0.1371,0.1371,0,48.05,48.05
313-0310,#10 STRANDED WIRE,ELECT,FT,RL,350,0.42734,0.74785,0.4273,0.1667,0,0.4273,0.2584
313-0329,#12 BLUE 600V STRANDED WIRE,ELECT,FT,RL,250,0.2151,0.37643,0.2151,0,0,0.2151,0.1265
313-0330,#12 RED 600V STRANDED WIRE,ELECT,FT,RL,450,0.2151,0.37643,0.2151,0.1059,0,0.2151,0.1059
313-0331,#12 WHITE 600V STRANDED WIRE,ELECT,FT,RL,950,0.2151,0.37643,0.2151,0.1265,0,0.2151,0.193
313-0332,#12 BLACK 600V STRANDED WIRE,ELECT,FT,RL,700,0.19619,0.37643,0.1962,0.1265,0,0.1962,0.1983
313-0333,#12 GREEN 1000V STRANDED WIRE MTW,ELECT,FT,RL,75,0.1265,0.22138,0.1265,0.1265,0,0.1462,0.1265
313-0334,#12 WHITE UL 1000V STRANDED WIRE MTW,ELECT,FT,RL,2270,0.29124,0.50967,0.2912,0,0,0.3675,0.2914
313-0335,#12 BLACK UL 1000V STRANDED WIRE MTW,ELECT,FT,RL,2788,0.29124,0.50967,0.2912,0,0,0.3675,0.2928
313-0336,#12 GREEN UL 1000V STRANDED WIRE MTW,ELECT,FT,RL,1840,0.32911,0.57594,0.3291,0,0,0.3291,0.2328
313-0337,#12 AWC 15-12-65T-2 Red 12AWG UL 1000V MTW ,ELECT,LF,RL,500,0.2,0.35,0.2,0,0,0.1899,0.2
313-0360,#14 STRANDED WIRE,ELECT,FT,RL,900,0.12,0.21,0.12,0.0664,0,0.1456,0.1456
313-0380,30-072 BLUE WIRE NUT,ELECT,EA,BX,1951,0.14124,0.24717,0.1412,0.0777,0,0.5256,0.141
313-0420,30-452 RED WIRE NUTS,ELECT,EA,EA,807,0.28092,0.49161,0.2809,0.0853,0,0.2809,0.2777
313-0440,30-454 BLUE WIRE NUT,ELECT,EA,BX,-118,0.0777,0.13598,0.0777,0.0777,0,0.0777,0.1491
313-0460,ORANGE WIRE NUTS,ELECT,EA,EA,-7,0.07543,0.132,0.0754,0,0,0.0754,0.0754
313-0465,WIRE NUTS O/B+,ELECT,EA,BG,4370,0.114,0.1995,0.114,0.0628,0,0.119,0.099
313-0470,30-451 YELLOW WIRE NUTS,ELECT,EA,BG,850,0.2174,0.38045,0.2174,0.0572,0,0.2174,0.1334
313-0475,74B YELLOW 1000V UL WIRE NUT,ELECT,EA,EA,-21,0.10722,0.18764,0.1072,0.057,0,0.107,0.1072
313-0476,Wago 3 wire lever nuts,ELECT,EA,BX,217,0.3598,0.6297,0.3598,0,0,4.065,0.7314
313-0477,Wago 5 wire lever nuts,ELECT,EA,BX,47,0.5996,1.0493,0.5996,0,0,1.2305,1.0801
403-0101,Grip Gard Base Coat White 110,PAINT,OZ,GL,382,0.90797,1.5889,0.908,0,0,1.0448,0.908
403-0102,GRIP Gard Base Coat Mixing Black 160,PAINT,OZ,GL,356,0.90797,1.5889,0.908,0,0,1.1469,0.908
403-0103,Grip Gard Base Coat High Strength (HS) White 120,PAINT,OZ,GL,216,1.16898,2.04572,1.169,0,0,1.1938,1.1669
403-0104,GRIP Gard Base Coat Deep Black 140,PAINT,OZ,GL,-1300,1.18,2.065,1.18,0,0,1.1785,1.18
403-0105,Grip Gard Base Coat Assorted Colors,PAINT,OZ,LITER,3158,2.19517,3.84155,2.1952,0,0,2.62,2.0844
403-0106,Grip Gard Base Coat Metallic Fine 811E,PAINT,OZ,GL,111,1.75344,3.06852,1.7534,0,0,1.77,1.6714
403-0107,Grip Gard Base Coat Metallic Very Coarse 811R,PAINT,OZ,GL,119,1.36117,2.38205,1.3612,0,0,1.7534,1.3516
404-0111,EFXLV B60HG 483921,PAINT,OZ,GL,-128,0.98281,1.71992,0.9828,0,0,0.9828,0.8222
404-0115,Grip Gard Base Coat 90 Binder,PAINT,OZ,LITER,47,1.21,2.1175,1.21,0,0,1.2882,1.21
404-0116,GRIP GARD base coat binder 10,PAINT,OZ,GL,151,0.87265,1.52714,0.8727,0,0,1.1334,0.8727
404-0195,Clear Hardener (Universal) 563553,PAINT,OZ,GL,-491,1.37844,2.41227,1.3784,0,0,1.3167,1.2306
404-0196,GRIP GARD PL Sup Top Plus 3.5 VOC 397479,PAINT,OZ,QT,164,3.23438,5.66017,3.2344,0,0,3.3019,3.23
404-0231,Clear Gloss (Universal) 571430,PAINT,OZ,GL,-2588,1.25,2.1875,1.25,0,0,1.3237,1.25
404-0232,Low Gloss Clear (Universal) 563426,PAINT,OZ,GL,3,1.31101,2.29427,1.311,0,0,1.3393,1.311
404-0233,Satin Clear (Universal) 563423,PAINT,OZ,GL,-8,0.8345,2.1875,0.8345,0,0,0.868,0.8347
404-0295,GRIP GARD Base Coat Medium Reducer 391265,PAINT,OZ,GL,-1399,0.31758,0.55577,0.3176,0,0,0.3213,0.3176
404-0296,GRIP GARD Base Coat Flex Medium Reducer 483311,PAINT,OZ,GL,139,0.21859,0.38253,0.2186,0,0,0.2274,0.2187
404-0297,Grip Gard Surfacer Sealer Hardener GGSURESEALHARDQT 576880,PAINT,OZ,QT,64,0.31758,0.5558,0.3176,0,0,0.7591,0.3177
404-0361,Epoxy Hardener Grip-Gard 483100GL,PAINT,OZ,GL,128,0.95844,1.67727,0.9584,0.3,0,0.9584,0.9584
404-0362,Epoxy Reducer Grip=Gard 480746GL,PAINT,OZ,GL,128,0.30594,0.5354,0.3059,0,0,0.3059,0.3059
404-0380,White Wash Primer ,PAINT,OZ,GL,-556,0.71586,1.25276,0.7159,0.51,0,0.5182,0.7159
404-0382,White Surfacer Sealer GGSURWHITEGL 545807,PAINT,OZ,GL,256,0.71586,1.2528,0.7159,0,0,0.6787,0.7159
404-0390,WAX & GREASE REMOVER M600,PAINT,OZ,GL,1856,0.2506,0.43855,0.2506,0.1694,0,0.2674,0.2503
405-0145,Jet Black Cote All,PAINT,OZ,GL,-1527,0.42203,0.73855,0.422,0.19,0,0.6506,0.6506
407-0110,225S ALUMINUM CLEANER,PAINT,OZ,GL,-128,0.59094,1.03415,0.5909,0.3858,0,0.5033,0.5909
407-0111,S-375 aluminum cleaner,PAINT,OZ,GL,-627,0.0867,0.15173,0.0867,0,0,0.09,0.0867
408-0290,Grip-Gard 483099 GL White Epoxy Sealer,PAINT,OZ,GL,128,0.89438,1.56517,0.8944,0.2152,0,0.8944,0.8944
409-0140,Lacquer Thinner,PAINT,OZ,GL,12886,0.0916,0.1603,0.0916,3.9,0,0.0916,0.091
409-0165,DuPont 3812,PAINT,OZ,GL,309,0.2382,0.63259,0.2382,0.16,0,0.3176,0.306
409-0230,A-5055 THINNER,PAINT,OZ,GL,1520,0.1082,0.18935,0.1082,0.1061,0,0.119,0.108
502-0260,WHITE TRANS FILM/INKJET 54,VPRINT,SF,LYD,-15,1.4201,2.76,1.4201,1.4201,0,2.1498,1.4202
506-0130,48 1772 YELLOW PAINT MASK,VINYL,SF,LYD,292,0.6,1.2,0.6,0.3583,0,0.6815,0.6
506-0245,"Oracal oralite 5600 brown 24""",VINYL,SF,LYD,21,2.29667,4.59334,2.2967,0,0,2.2967,1.1463
506-0520,"Transferite - High Tack 18""",VINYL,SF,RL,1675,0.17993,0.35986,0.1799,0.11,0,0.2767,0.1597
506-0530,"Transferite - High Tack 24""",VINYL,SF,RL,-314,0.179,0.358,0.179,0.11,0,0.2767,0.179
506-0540,24 3MTPM5 3M transfer tape,VINYL,SF,RL,938,0.9044,1.8088,0.9044,0,0,0.9507,0.8914
506-0600,"Transferite - High Tack 12""",VINYL,SF,RL,-1299,0.179,0.358,0.179,0.0993,0,0.1824,0.179
506-0610,"Transferite - High Tack 16""",VINYL,SF,RL,784,0.179,0.358,0.179,0.0992,0,0.1815,0.179
507-0110,BLACK REF SCOTCHLITE,VREFL,SF,LYD,15,2.9441,5.89,2.9441,2.9441,0,0,0
507-0135,Blue ElectroCut Film 3M 1175,VREFL,SF,SF,20,1.63889,3.2778,1.6389,0,0,3.5108,1.639
507-0160,BLUE 680-75 SCOTCHLITE,VREFL,SF,LYD,14,2.9441,5.89,2.9441,2.9441,0,4.6795,2.9442
507-0230,GREEN 680-77 SCOTCHLITE PLUS,VREFL,SF,LYD,8,2.7857,5.58,2.7857,2.7857,0,0,0
507-0290,ORANGE REF SCOTCHLITE,VREFL,SF,LYD,5,2.5362,7.08,2.5362,2.5362,0,0,0
507-0345,RED 24 REFLECTIVE VINYL Avery V4000-450,VREFL,SF,LYD,4,4.133,8.266,4.133,0,0,0,0
507-0415,WHITE REFLECTIVE VINYL V4000-101 24,VREFL,SF,LYD,114,4.133,8.266,4.133,0,0,4.133,3.1847
507-0425,"White 4090 DG3 Refl sheeting 11 48""",VREFL,SF,SF,151,5.5434,11.0868,5.5434,0,0,4.1667,5.5434
507-0426,"White 3930 High Intensity Prismatic (HIP) 48"" x 50yd roll",VREFL,SF,LYD,192,1.68,3.36,1.68,0,0,1.815,1.68
507-0427,"White 4090 DG3 Refl sheeting 11 30""",VREFL,SF,SF,-60,5.86508,11.73016,5.8651,0,0,5.8651,4.85
507-0430,WHITE SCOTCHLITE PLUS 680-10,VREFL,SF,LYD,67,4.15,8.3,4.15,2.7144,0,4.15,4.15
507-0455,YELLOW 24 REFLECTIVE VINYL Avery V4000-250,VREFL,SF,LYD,43,4.133,8.266,4.133,0,0,4.133,3.1843
507-0485,YELLOW REF SCOTCHLIT 680-71,VREFL,SF,LYD,-13,2.7272,5.4544,2.7272,0,0,4.1917,0
508-0130,BEIGE (7725-49) SCOTCHCAL 24,VSCTCL,SF,LYD,6,0.852,1.45,0.852,0.852,0,0.9467,0.8517
508-0200,BEIGE SCOTCHCAL 48,VSCTCL,SF,LYD,7,0.8747,1.49,0.8747,0.8747,0,0.9458,0.875
508-0230,"BLACK 7725-12 VINYL 30""",VSCTCL,SF,LYD,55,1.575,3.15,1.575,2.0167,0,1.4022,1.3669
508-0330,"BLACK GLOSS 3M 7725-12 48""",VSCTCL,SF,LYD,3166,1.457,2.914,1.457,0.7832,0,1.457,1.4541
508-0660,BLUE LIGHT NAVY SCOTCHCAL 30,VSCTCL,SF,LYD,17,0.8997,1.57,0.8997,0.8997,0,0,0
508-0670,BLUE LIGHT NAVY SCOTCHCAL 48,VSCTCL,SF,LYD,58,2.05,4.1,2.05,0.8779,0,2.315,2.0467
508-0710,"#7725-57 OLYMPIC BLUE OPAQUE 48""",VSCTCL,SF,LYD,-3,0.8747,1.75,0.8747,0.8747,0,1.9579,0.8746
508-0740,BLUE OLYMPIC SCOTCHCAL 24,VSCTCL,SF,LYD,12,0.8065,1.41,0.8065,0.8065,0,0,0
508-0880,BLUE SAPPHIRE SCOTCHCAL 48,VSCTCL,SF,LYD,42,1.46417,2.92834,1.4642,0.8757,0,1.4642,1.3496
508-0990,BLUE VIVID SCOTCHCAL 48,VSCTCL,SF,LYD,149,1.46417,2.92834,1.4642,0.9101,0,1.4642,1.4642
508-1090,"BROWN RUSSET H.P. VINYL 48""",VSCTCL,LF,LYD,23,1.0918,2.4,1.0918,1.0918,0,2.3208,1.0917
508-1240,CHROME MATERIAL 24,VSCTCL,SF,LYD,8,1.172,2.45,1.172,1.172,0,1.422,1.1528
508-1370,"7725-314 DUSTED CRYSTAL VINYL 48""",VSCTCL,SF,LYD,225,2.27558,4.55116,2.2756,1.685,0,2.3438,2.033
508-1405,"#7725-324 FROSTED CRYSTAL VINYL 48""",VSCTCL,SF,LYD,26,1.88916,3.77832,1.8892,0,0,1.8892,1.4058
508-1410,DARK AQUA VINYL 30,VSCTCL,SF,LYD,48,0.972,1.7,0.972,0.972,0,0,0
508-1575,"Harvest Gold 48"" 3M 7725-105",VSCTCL,SF,LYD,12,0.8525,1.705,0.8525,0,0,3.1158,0.8525
508-1750,GRAY MEDIUM SCOTCHCAL 48,VSCTCL,SF,LYD,116,2.3195,4.639,2.3195,0.8747,0,2.3196,0.8747
508-1755,"Mid Grey 7725-61 48""",VSCTCL,SF,LYD,90,1.90833,3.81666,1.9083,0,0,1.9098,0.8747
508-1790,GREEN BTLE SCOTCH 48 7725-276,VSCTCL,SF,LYD,13,0.8599,1.72,0.8599,0.8599,0,1.0417,0.86
508-1870,GREEN BRIGHT SCOTCHCAL 48,VSCTCL,SF,LYD,82,2.319,4.638,2.319,0.8747,0,2.3196,0.8747
508-1990,GREEN FRST 7725-66 SCOTCHCAL48,VSCTCL,SF,LYD,9,0.8747,1.75,0.8747,0.8747,0,0.9469,0.8747
508-2070,GREEN KEL(7725-46) SCOTCH 48,VSCTCL,SF,LYD,15,0.8811,1.73,0.8811,0.8811,0,1.5281,0.881
508-2150,GREY DARK SCOTCHCAL 48,VSCTCL,SF,LYD,8,0.8778,1.75,0.8778,0.8778,0,2.3265,0.8777
508-2390,MAHOGANY SCOTCHCAL MAT'RL 48,VSCTCL,SF,LYD,13,0.8525,1.45,0.8525,0.8525,0,1.9727,0.8525
508-2470,ORANGE BRIGHT SCOTCHCAL 48,VSCTCL,SF,LYD,13,0.8779,1.49,0.8779,0.8779,0,3.1083,0.8775
508-2530,ORANGE LIGHT 30 SCOTCHCAL,VSCTCL,SF,LYD,6,0.8642,1.73,0.8642,0.8642,0,0,0
508-2610,PEACOCK SCOTCHCAL 24,VSCTCL,SF,LYD,25,0.809,1.42,0.809,0.809,0,0,0
508-2740,PURPLE VINYL 48,VSCTCL,SF,LYD,17,1.8653,3.77,1.8653,1.8653,0,0,0
508-2750,"PUTTY OPAQUE 7725-59 48"" ",VSCTCL,SF,LYD,88,1.2345,2.469,1.2345,1.0656,0,1.2345,1.0656
508-2985,GERANIUM 180MC-63-4810,VSCTCL,SF,LYD,117,1.89941,3.79882,1.8994,0,0,1.8994,1.3055
508-3060,RED PERFECT MATCH VINYL 48,VSCTCL,SF,LYD,51,1.9407,3.88,1.9407,1.9407,0,1.9773,1.9406
508-3140,RED TOMATOSCOTCHCAL 48,VSCTCL,SF,LYD,27,1.7105,3.421,1.7105,0.8747,0,1.7106,1.4642
508-3370,TAN H.P. VINYL 30,VSCTCL,SF,LYD,4,2.1607,3.78,2.1607,2.1607,0,0,0
508-3555,"VQ 4962 GLOSS BLACK VINYL 48"" 3M #3632G-0153   CAT SCALE",VSCTCL,SF,RL,-120,1.8498,4.275,1.8498,2,0,1.8344,1.8498
508-3557,"Oracal GLOSS BLACK VINYL 48"" 951 premium cast film",VTRANS,SF,RL,-91,1.05215,2.1043,1.0522,0,0,1.0522,0.9145
508-3590,"WHITE ANTIQUE VINYL 7725-90 48""",VSCTCL,SF,LYD,3,2.1607,3.78,2.1607,2.1607,0,0,0
508-3610,WHITE BLOCK OUT VINYL 48,VSCTCL,SF,LYD,-2,0.7889,1.56,0.7889,0.7889,0,1.1979,0.7889
508-3690,"7725-10 WHITE OPAQUE 48""",VSCTCL,SF,LYD,94,1.79983,3.59966,1.7998,0.7532,0,1.4487,1.7998
508-3695,"WHITE CONTROLTAC 180MC-10-4810 48""",VSCTCL,SF,LYD,48,1.53016,3.06032,1.5302,0,0,1.5302,0.8536
508-3720,YELLOW BRIGHT SCOTCHC 48,VSCTCL,SF,LYD,12,1.67667,3.35334,1.6767,0.8779,0,1.6767,0.8779
510-0110,BLACK TRANS 3630-22 VINYL 48,VTRANS,SF,LYD,185,1.5075,3.015,1.5075,0.8029,0,1.5075,1.4778
510-0115,"Black 1178 Electrocut overlay 48""",VTRANS,SF,LYD,10,1.4,2.8,1.4,0,0,1.4,1.4
510-0140,BLUE 3630-36 TRANS VINYL 48,VTRANS,SF,LYD,21,1.86917,3.73834,1.8692,1.3958,0,1.8309,1.7861
510-0160,BLUE BRISTOL TRANS VINYL 48,VTRANS,SF,LYD,144,2.3424,4.6848,2.3424,1.3978,0,2.3424,1.6908
510-0230,BLUE EVENING TRANS VINYL 48,VTRANS,SF,LYD,29,1.2739,2.23,1.2739,1.2739,0,0,0
510-0240,BLUE INT TRANS SCOTCH 48,VTRANS,SF,LYD,73,1.8325,3.665,1.8325,1.3944,0,1.9514,1.9517
510-0260,BLUE OLYMPIC TRANS SCOTHCAL 48,VTRANS,SF,LYD,95,3.94167,7.88334,3.9417,1.3364,0,3.9417,1.3364
510-0270,BLUE PROCESS TRANS SCOTCH 48,VTRANS,SF,LYD,130,2.039,4.078,2.039,1.3978,0,2.039,1.6741
510-0280,BLUE ROYAL TRANS SCOTCHCAL 48,VTRANS,SF,LYD,64,1.46167,2.92334,1.4617,1.3978,0,1.4642,1.3978
510-0300,BLUE SULTAN TRANS S'CAL 48,VTRANS,SF,LYD,86,1.7525,3.505,1.7525,1.3978,0,1.7525,1.7525
510-0321,BRIGHT BLUE 3630-167 TRANS VINYL 48,VTRANS,SF,LYD,56,1.92025,4.92834,1.9203,2.4642,0,1.655,1.9202
510-0322,BRIGHT Violet  3630-158 TRANS VINYL 48,VTRANS,SF,LYD,211,2.93583,5.87166,2.9358,0,0,2.9358,1.9203
510-0325,Avery 9503-T Tropical Blue Vin,VTRANS,SF,SF,8,2.129,,2.129,2.129,0,0,0
